GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,NSMR
I1L,I1L,I1R,I2L,I2R,MCR
I3,I3,MCR,MI,I2R,I1R
M4,M4,I3,URADL,MCR,M3R
MI,MI,I3,M4,MCR,IL2DL
I2L,I2L,MCL,NSML,I1L,MCR
NSML,NSML,I2L,MCL,M3L,I1L
MCL,MCL,I2L,MCR,NSML,I1L
M3L,M3L,M3R,NSML,IL2VL,I2L
M3R,M3R,I2R,NSMR,MCR,IL2R
IL2DR,IL2DR,URADR,I3,IL2R,OLLR
IL2DL,IL2DL,I3,URADL,MI,M4
IL2R,IL2R,IL1R,NSMR,M3R,OLLR
IL2L,IL2L,URADL,OLLL,IL1L,IL2DL
IL1DL,IL1DL,IL1DR,URYDL,URADL,OLQDL
IL1DR,IL1DR,URYDR,URADR,OLLR,IL1R
URYDL,URYDL,OLQDL,RMED,IL1DL,URADL
OLQDL,OLQDL,OLQDR,RMED,URYDL,URXL
OLQDR,RMER,OLQDR,RIPR,URBR,URYDR
RMED,OLQDR,URYDR,RMED,RMER,RIPR
OLLR,URBR,OLLR,RIPR,IL1R,IL2R
OLLL,OLLL,URADL,URYDL,IL1DL,IL1L
IL1L,IL1L,IL2L,OLLL,RIPL,URADL
URBR,URBR,IL1R,IL2R,URYVR,RIPR
URBL,URBL,RIPL,RMEL,OLLL,URYDL
RMEL,RMEL,BAGL,SAAVL,RIPL,URBL
RMER,BAGR,RMER,OLQVR,URBR,CEPVR
URYVL,URYVL,URAVL,BAGL,RIPL,RMEL
OLQVL,OLQVL,BAGL,URAVL,CEPVL,URYVL
OLQVR,OLQVR,URYVR,IL1VR,URAVR,CEPVR
CEPVL,CEPVL,RMEV,RIH,SMDDL,SAADR
IL2VL,IL2VL,IL1VL,URAVL,URYVL,IL1VR
IL2VR,IL2VR,IL1VR,I2R,NSMR,M3R
IL1VL,IL1VL,URAVL,IL1VR,IL2VL,URYVL
CEPDR,RIAR,CEPDR,SMDVR,AWBR,URXR
CEPDL,CEPDL,URXL,ALA,ASKL,SMDVL
RID,URXR,CEPDR,RID,SAAVR,RIAR
SMDVL,ASKL,URXL,SMDVL,CEPDL,SAAVL
SMDVR,SMDVR,SAAVR,AWBR,RIAR,AFDR
ASGR,ASGR,AWBR,AWAR,ADLR,ASIR
ASGL,ADLL,ASGL,ASKL,AVHL,AWBL
AWBL,AWBL,ASGL,SAAVL,SMDVL,RIAL
RIAL,RIAL,SAAVL,SMDVL,URXL,CEPDL
RMDVL,RMDVL,AVAL,SMDVL,SAAVL,BAGL
RMDVR,RMDVR,AVAR,BAGR,SAAVR,RIAR
AVAR,AVAR,RMDR,AFDR,AWCR,RMDVR
AVAL,AVAL,SAAVL,AFDL,RIAL,RMDL
AVEL,AVEL,SMDDL,RMDDL,RMDL,AIBL
AVER,AVER,RMDR,AVAR,AWCR,RMDVR
RMDR,SMDDR,SAADR,SIBDR,AVER,RMDR
RMDL,RMDL,AVAL,AVEL,AWCL,AFDL
AWCL,AWCL,ASHL,AIBL,ASEL,RMDL
AIBR,AIBR,SMDDR,SIBDR,AVER,SAADL
AIBL,AWCL,AIBL,RMDDL,ASHL,RIBL
ASHL,ASHL,AWAL,AFDL,ASGL,AWCL
ASER,ASER,RIBR,AWCR,ASHR,AWBR
ASEL,ASEL,ASGL,AWBL,ASHL,AVBL
AVDL,ASGL,AVDL,ASIL,AVBL,ASEL
AVDR,ASHR,AVDR,AINR,FLPR,AVJR
AVJL,AVJL,AVBL,ASEL,AINL,AVDL
AIZL,AIZL,AVDL,AVBL,AINL,AVJL
AIZR,FLPR,RICR,AIZR,ASJR,ADER
RICR,RICR,AIZR,RIBR,ASJR,RIMR
RICL,RICL,AIZL,AVBL,AINL,ASJL
AINL,AINL,I6,AVDL,AVJL,AVHL
FLPL,FLPL,ADEL,ADAL,AIYL,RICL
RIVR,RIVR,AVJR,AVHR,AINR,ASIR
RIVL,RIVL,AVHL,ASEL,ASGL,RIVR
AUAL,AUAL,RIBL,AWCL,ASHL,AIBL
AUAR,AUAR,RIBR,AWCR,AIBR,SIBDR
ADEL,ADEL,ADAL,VB1,VB2,VA1
AQR,ADAR,RIFR,RMGR,AQR,RIS
ADAL,ADAL,DD1,AVG,RIGL,VD1
RMGL,AS1,DD1,RMGL,VB3,AVG
M5,M5,I6,RMGL,ADAL,ADEL
M1,M1,ADAR,AINR,M2R,AVJR
RMDDL,AIAL,RMDDL,SMBDL,SMBVL,RIML
RMDDR,RIMR,RMDDR,SMBDR,RMFR,AIMR
