GT,Top1,Top2,Top3,Top4,Top5
IL2DR,I1R,I1L,MI,MCR,I2R
I2R,I2R,I1R,MCR,I1L,NSMR
IL2VR,NSML,I2L,MCL,I1L,I1R
MCL,MCL,NSML,I1L,I2L,MCR
I2L,I2L,I1L,NSML,MCL,M3L
MCR,MCR,I2R,NSMR,I1R,MCL
MI,MI,I3,IL2DR,M4,MCR
I3,I3,MI,IL2DR,MCR,I1R
NSML,NSML,I2L,MCL,I1L,M3L
NSMR,MCR,NSMR,I2R,MCL,I1R
M4,M4,I3,IL2DR,MI,MCR
M3R,M3R,I2R,NSMR,MCR,M3L
M3L,M3L,IL2L,NSML,IL1L,OLLL
IL2DL,IL2DL,URADL,I3,IL1DL,M4
IL2L,IL2L,IL1L,OLLL,IL2DL,URADL
IL1VR,IL2VL,IL1VL,IL1VR,M3L,NSML
IL2R,IL2R,NSMR,I2R,IL1R,MCR
URADR,URADR,IL2DR,OLLR,IL2R,URYDR
URADL,URADL,OLLL,IL1DL,URYDL,IL1DR
IL1R,IL1R,IL2R,M3R,NSMR,URYVR
OLLL,OLLL,URYDL,URADL,IL1DL,IL1L
OLLR,OLLR,IL2R,IL1R,URBR,IL2DR
IL1DL,IL1DL,IL1DR,URYDL,URADL,OLQDL
IL1L,IL2L,IL1L,OLLL,URYVL,URYDL
IL2VL,IL1L,URYVL,IL2L,IL1VL,URAVL
URYDR,URYDR,OLLR,URADR,IL1DR,IL2R
URBL,URBL,OLLL,IL2L,URYDL,IL1L
URYVR,IL1VR,URYVR,IL1R,IL1VL,IL2VR
IL1DR,IL1DR,URYDR,OLLR,IL1R,URADR
URAVR,IL1VL,URAVL,IL1VR,URAVR,IL2VR
URBR,URBR,URYVR,IL2R,RIPR,OLLR
URYDL,URYDL,OLQDL,IL1DL,OLLL,URADL
URYVL,IL1L,URYVL,URBL,OLQVL,RIPL
OLQVR,IL2VR,IL1VR,URYVR,OLQVR,URAVR
RIPL,RIPL,URBL,URYDL,RMEL,OLLL
RIPR,URAVR,RIPR,URYVR,URBR,IL1R
OLQDR,OLQDR,URYDR,RIPR,OLLR,IL1DR
OLQDL,OLQDL,URYDL,OLQDR,RMED,IL1DL
RMER,URYVR,RMER,RIPR,URBR,OLQVR
OLQVL,OLQVL,URYVL,URBL,BAGL,URAVL
RMEL,RMEL,URYDL,OLQDL,CEPDL,RIPL
CEPVR,URAVL,CEPVR,URAVR,IL1VR,OLQVR
,RMER,RIPR,BAGR,URBR,URYDR
RMED,RMED,OLQDR,URYDR,IL1DR,RMER
IL1VL,CEPVL,URAVL,OLQVL,URYVL,IL1VL
BAGR,OLQVR,URAVR,BAGR,CEPVR,URYVR
BAGL,BAGL,RMEL,URBL,OLQVL,RIPL
URAVL,URAVL,OLQVL,CEPVL,BAGL,URYVL
RIH,CEPVR,URAVL,OLQVL,CEPVL,RMEV
CEPVL,CEPVL,OLQVL,BAGL,RMDL,RMDVL
RMDVR,BAGR,RMDVR,CEPVR,OLQVR,RMER
AVAR,BAGR,RMDVR,RMER,AVAR,SAAVR
RMEV,RMEV,CEPVL,RIH,AVEL,RMDL
RID,RID,CEPDR,URXR,ALA,ASKR
SAAVL,SAAVL,RIAL,SMDVL,CEPDL,RMDVL
SAAVR,SAAVR,SMDVR,RMDVR,RIAR,RMER
RMDVL,RMDVL,AVAL,SMDVL,SAAVL,RIAL
AFDR,RMDVR,AVAR,BAGR,AFDR,RMER
RIAL,RIAL,SMDVL,CEPDL,SAAVL,URXL
SMDVL,CEPDL,URXL,SMDVL,ASKL,RIAL
AVAL,AVAL,RMDVL,AVEL,SMDVL,RIAL
RIAR,RIAR,SMDVR,SAAVR,AFDR,RMDVR
AWBL,SMDVL,RIAL,SAAVL,AWBL,ADFL
URXL,URXR,URXL,CEPDR,ASKR,ALA
ASKL,URXL,ASKL,CEPDL,ALA,RIAL
