GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I1L,I2R,MCR,I2L
I2L,I2L,NSML,MCL,M3L,I1L
I2R,I2R,MCR,NSMR,I1R,MCL
NSMR,NSMR,MCR,I2R,M3R,MCL
NSML,NSML,I2L,MCL,M3L,IL2L
MCL,MCL,I2L,NSML,MCR,M3L
MCR,MCR,MCL,I2R,NSMR,I2L
I3,I3,IL2DR,IL2DL,MI,M4
M4,M4,IL2DR,URADR,IL2DL,URADL
IL2DL,MI,I3,IL2DL,I1L,M4
IL2DR,MI,IL2DR,I3,MCR,I2R
OLQDL,OLQDL,OLQDR,RMED,OLLL,URYDL
OLQDR,OLQDR,URYDR,URBR,OLLR,RIPR
URYDL,URYDL,OLLL,OLQDL,URADL,RMEL
URYDR,IL1R,OLLR,URYDR,URADR,IL2R
IL1L,IL1L,OLLL,IL2L,RMEL,URADL
RMER,RMER,RIPR,URBR,URYDR,OLLR
IL1DL,IL1DL,IL1DR,URADL,OLQDL,OLLL
IL1DR,IL1DR,URYDR,URADR,IL1R,OLLR
OLQVR,OLQVR,CEPVR,URYVR,BAGR,IL2VR
OLQVL,OLQVL,URBL,IL2L,URYVL,URAVL
M3L,M3L,IL2L,OLLL,IL1L,URBL
M3R,M3R,IL2VR,IL1VR,IL1R,IL2R
CEPVR,CEPVR,BAGR,IL1VR,OLQVR,CEPVL
URYVL,URYVL,RMEL,BAGL,URBL,OLQVL
IL1VL,I2L,NSML,M3L,IL2VL,MCL
CEPDL,ALA,ADLL,CEPDL,URXL,ASKL
CEPDR,SMDVR,RIAR,CEPDR,SAAVR,AWBR
ALA,URXR,CEPDR,ALA,ADLR,ASKR
URXL,URXL,URXR,CEPDL,ASKL,CEPDR
RID,RID,CEPDR,URXR,ALA,RMED
SMDVL,ASKL,ADLL,CEPDL,URXL,RIAL
SMDVR,SMDVR,AWBR,RIAR,ASKR,ADFR
ASGL,ASGL,AWBL,ADLL,AWAL,ASIL
AFDL,RIAL,SAAVL,AFDL,AVAL,SMDVL
SAAVL,SAAVL,RIAL,CEPDL,SMDVL,URXL
AVAR,RMDVR,BAGR,AVAR,SAAVR,RMDR
AVAL,SAAVL,SMDVL,RMDVL,RIAL,CEPDL
RIAR,RIAR,SAAVR,AFDR,SMDVR,ADFR
AWBL,AWBL,ASGL,AFDL,ADFL,AVAL
AVEL,AVEL,AVAL,RMDL,RMDVL,AWCL
AVER,AVER,RMDR,AVAR,RMDVR,SMDDR
RMDR,SMDDR,SAADR,RMDR,AVER,SAADL
RMDL,AWCL,RMDL,AVAL,AFDL,AVEL
ASEL,ASEL,AWBL,ASGL,AVBL,ASHL
ASER,AWCR,RIBR,AUAR,AIBR,SIBDR
AWAR,ASHR,AWCR,AWAR,RMDR,AFDR
AIBR,RIMR,AUAR,AIAL,SMBDR,AIAR
AIBL,AIBL,AWCL,ASHL,RMDDL,RMDL
RIVL,RIVL,RIVR,ADLL,AVHL,ASEL
RIVR,ASER,AINR,AVDR,AVJR,AWBR
AVHL,AVHL,ASGL,ASEL,RIVL,AWBL
AUAL,AWCL,ASHL,AUAL,ASEL,RIBL
AVJR,AVBR,AWCR,RIBR,ASHR,ASER
AVJL,AVJL,AIZL,AVDL,AVBL,AINL
AVDL,AVDL,ASEL,AVBL,ASGL,ASIL
AINL,AINL,FLPL,I6,AVDL,ADEL
I6,I6,I4,ASIL,AINL,AVBL
M1,AVJR,AINR,ASER,RIVR,AIZR
M5,M5,RMGL,I6,ADAL,RMGR
FLPL,FLPL,ADAL,ADEL,RMGL,DD1
AIZL,RMGL,FLPL,M2L,AIZL,ADAL
AIZR,ASJR,RIBR,AIZR,RICR,AUAR
RICL,DD1,ADAL,AVKL,RICL,VB2
AIM,SMBDL,RMDDL,RMFL,SMBVL,RMFR
RMDDR,RMDDL,RMFR,SMBDL,RMFL,RIML
RMDDL,VB2,AIML,AUAL,AIYL,RICL
