GT,Top1,Top2,Top3,Top4,Top5
AMSOL,I1R,I2L,I1L,MCL,MI
AMSOR,I1R,MI,I3,I1L,MCR
I1L,I1R,I1L,I2L,MCL,MCR
I1R,I1R,I2R,I1L,MCR,MCL
I2L,I2L,NSML,MCL,I1R,I1L
I2R,MCR,I2R,I1R,NSMR,MCL
IL2VL,I2R,NSMR,MCR,I1R,MCL
NSML,NSML,MCL,I2L,MCR,I1R
NSMR,MCR,NSMR,I2R,I1R,MCL
MCR,MCR,NSMR,I2R,MCL,I1R
MCL,MCL,NSML,MCR,I2L,NSMR
MI,MI,I3,IL2DL,M4,IL2DR
I3,I3,IL2DL,MI,M4,IL2DR
M3L,M3L,M3R,IL2VL,NSML,MCL
M3R,M3R,NSMR,I2R,MCR,IL2R
M4,M4,IL2DL,I3,URADL,IL2DR
IL2DL,URADL,IL2DL,OLLL,IL1DL,IL2L
IL2DR,IL2DR,I3,IL1DL,URADR,M4
IL2L,IL2L,IL1L,OLLL,NSML,URBL
IL1VL,IL1VL,IL1VR,IL2VL,IL2VR,M3R
URYVR,IL1R,OLLR,IL2R,URADR,M3R
IL1DR,IL1DR,IL1DL,URADR,URYDR,OLQDL
URADR,URADR,IL1DR,URYDR,OLQDR,IL1DL
IL2R,IL2R,OLLR,URADR,URYDR,IL1R
OLLR,OLLR,URADR,URYDR,IL1DR,OLQDR
IL1DL,URYDL,IL1DL,OLLL,URADL,OLQDL
IL1VR,IL1VR,IL2VR,URYVR,IL1R,IL1VL
URADL,OLLL,URYDL,URADL,URBL,IL1L
URBL,IL1L,IL2L,URBL,RIPL,URYVL
IL1R,IL1R,URYVR,IL2R,OLLR,URBR
URYVL,URYVL,IL1L,URAVL,OLQVL,URBL
OLLL,URBL,OLLL,RIPL,IL1L,RMEL
URBR,RIPR,URBR,URYDR,IL1R,OLLR
URYDR,OLQDR,IL1DR,OLQDL,IL1DL,URYDR
URAVL,URAVL,URYVL,OLQVL,IL1VL,URAVR
IL2VR,IL2VR,URYVR,URAVR,URBR,IL1VR
RIPR,URYDR,RIPR,OLQDR,URBR,RMER
OLQVL,OLQVL,CEPVL,URAVL,URYVL,BAGL
OLQDR,OLQDL,OLQDR,RMED,URYDL,IL1DL
URYDL,RMEL,RIPL,URYDL,URBL,OLQDL
IL1L,OLQVL,RIPL,RMEL,BAGL,URBL
OLQVR,OLQVR,URYVR,RIPR,URBR,RMER
