GT,Top1,Top2,Top3,Top4,Top5
IL2VL,I1L,I1R,I2L,MCL,NSML
IL2DR,MI,I1R,I3,IL2DR,I1L
I2R,I2R,NSMR,I1R,MCR,M3R
I2L,I2L,NSML,I1L,MCL,I1R
MCL,MCL,I2L,NSML,I1L,I1R
IL2VR,IL2VR,NSMR,I2R,M3R,IL1VR
MCR,MCR,NSMR,I2R,M3R,I1R
NSML,NSML,I2L,MCL,M3L,IL2VL
NSMR,NSMR,M3R,IL1R,IL2R,I2R
IL2R,IL2R,IL2DR,IL1R,NSMR,I2R
MI,MI,I3,IL2DR,M4,IL2DL
IL2DL,IL2DL,MI,I3,M4,URADL
I3,I3,IL2DR,MI,M4,IL2DL
IL1L,IL1L,IL2L,NSML,OLLL,IL2DL
IL2L,IL2L,IL2DL,IL1L,OLLL,URADL
IL1VR,IL1VR,IL2VR,M3R,IL1R,IL1VL
IL1R,IL1R,IL2R,IL2DR,URBR,OLLR
M3L,M3L,IL1L,IL2L,M3R,IL2VL
M4,M4,IL2DR,I3,URADR,IL1DR
M3R,M3R,IL2R,IL1R,OLLR,URYVR
URADL,URADL,OLLL,IL2DL,IL1DL,URYDL
OLLR,OLLL,IL1L,URADL,URBL,IL2L
URYVR,URYVR,IL1R,IL2R,URBR,RIPR
IL1VL,IL1VL,URAVL,IL2VL,URYVL,IL1L
IL1DL,IL1DL,URADL,URYDL,IL1DR,IL2DL
URBL,IL2L,IL1L,URBL,OLLL,URYVL
URADR,URADR,URYDR,OLLR,IL1DR,IL2DR
URYVL,URYVL,IL1L,URAVL,IL1VL,RIPL
URBR,URBR,IL2R,IL1R,RIPR,OLLR
OLLL,OLLR,URBR,IL1R,IL2R,URYDR
IL1DR,IL1DR,URYDR,IL2DR,URADR,OLQDR
URYDL,URYDL,OLLL,URADL,IL1DL,OLQDL
URAVR,URAVR,URYVR,URAVL,IL1VR,IL2VR
URYDR,URYDR,IL1DR,URADR,OLQDR,OLLR
BAGL,RIPL,URBL,URYVL,IL1L,BAGL
RIPL,RIPL,URBL,IL1L,IL2L,OLLL
RIPR,RIPR,URBR,IL1R,RMER,URYVR
OLQDL,OLQDL,URYDL,IL1DL,RMED,OLLL
OLQVR,OLQVR,URYVR,BAGR,URAVR,CEPVR
OLQVL,OLQVL,URAVL,URYVL,BAGL,CEPVL
OLQDR,OLQDR,URYDR,RMED,IL1DR,OLQDL
RMER,RMER,RIPR,SAAVR,BAGR,URBR
RMEL,RMEL,BAGL,URYVL,URBL,RIPL
RMED,RMED,OLQDL,OLQDR,URYDL,IL1DR
BAGR,BAGR,CEPVR,OLQVR,URAVR,URYVR
CEPVL,CEPVL,URAVL,OLQVL,BAGL,URYVL
CEPVR,CEPVR,BAGR,OLQVR,CEPVL,URAVR
RMDVL,BAGL,RMDVL,RMEL,OLQVL,AVAL
RMDVR,RMDVR,SAAVR,SMDVR,AVAR,BAGR
SAAVR,RMDVR,AVAR,AVER,RMDR,CEPVR
RIH,RIH,SAADR,CEPVR,RMEV,CEPVL
RMEV,RMEV,RIH,CEPVL,SAADR,RMDL
AVAL,RMDVL,AVAL,BAGL,RMDL,AVEL
SAAVL,SAAVL,RIAL,RMDVL,SMDVL,AVAL
AVAR,AVAR,RMDVR,SAAVR,AVER,AFDR
RID,RID,ALA,CEPDR,URXR,URXL
RMDL,RMDL,AVEL,AVAL,RMDVL,CEPVL
SMDVR,SMDVR,SAAVR,RIAR,RMDVR,AFDR
AFDL,AVAL,AVEL,AFDL,RMDL,RMDVL
RIAL,RIAL,SMDVL,SAAVL,AVAL,RMDVL
URXL,URXL,CEPDL,ASKL,RIAL,ALA
RIAR,RIAR,SAAVR,SMDVR,AFDR,RMDVR
AVEL,AVEL,AVER,RMDL,AVAL,SMDDL
SMDVL,SMDVL,RIAL,SAAVL,RMDVL,AVAL
CEPDL,CEPDL,URXL,SMDVL,RIAL,ASKL
URXR,URXR,CEPDR,URXL,ASKR,ALA
CEPDR,CEPDR,URXR,SMDVR,ASKR,SAAVR
AWBL,AVAL,AFDL,AVEL,RMDL,RMDVL
AFDR,AVER,AFDR,AVAR,RMDR,RMDVR
RMDR,RMDR,AVER,SIBDR,AWCR,AVAR
ASKR,ASKR,SMDVR,RIAR,SAAVR,ADFR
ADFR,ADFR,AFDR,RIAR,SAAVR,AVAR
AWCL,SIBDL,AWCL,AVEL,RMDL,AFDL
SIBDL,AVEL,SIBDL,RMDL,AIBL,AFDL
AVER,AVER,RMDR,SMDDR,AVAR,AFDR
ADFL,ADFL,AVAL,AFDL,RIAL,AWBL
ASKL,ASKL,RIAL,SMDVL,ADFL,ADLL
ALA,ALA,ADLL,URXR,URXL,ASKR
