GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I1L,I2R,MCR,MI
AMSOL,I1L,I1R,I2L,MCL,MI
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I1L,MCR,I2R,MCL
IL2DL,I3,MI,I1L,IL2DL,MCL
I2L,I2L,NSML,MCL,M3L,I1L
I2R,I2R,MCR,NSMR,I1R,M3R
MCR,MCR,I2R,NSMR,MCL,I1R
MCL,MCL,I2L,NSML,M3L,MCR
MI,MI,I3,IL2DR,M4,IL2DL
NSML,NSML,I2L,MCL,M3L,IL2VL
NSMR,NSMR,I2R,MCR,M3R,I1R
I3,I3,MI,IL2DR,IL2DL,M4
IL2L,IL2L,IL2DL,MCL,NSML,IL1L
IL2VR,IL2VR,IL1VR,NSMR,I2R,M3R
IL2R,NSMR,IL2R,IL2DR,IL1R,OLLR
IL1R,IL2R,IL2DR,IL1R,OLLR,URADR
IL2DR,IL2DR,URADR,IL1DR,I3,URYDR
M4,M4,IL2DR,IL1DR,URADR,I3
M3R,M3R,IL1R,URYVR,IL2R,IL2VR
M3L,M3L,IL2L,IL1L,IL1VL,IL2VL
URADL,URADL,IL2DL,M4,OLLL,IL1DL
URYVR,IL1R,IL2R,OLLR,URYVR,URBR
IL1VR,IL1VR,IL2VR,IL1VL,URYVR,IL1R
IL1L,IL1L,IL2L,OLLL,URBL,RIPL
IL1VL,IL1VL,IL2VL,IL1VR,URAVL,URYVL
URADR,URYDR,IL2DR,URADR,IL1DR,OLLR
IL2VL,IL2VL,IL1VL,URAVL,URYVL,IL1L
OLLR,OLLR,IL2R,URYDR,URADR,IL1R
IL1DR,URADR,IL2DR,IL1DR,URYDR,OLQDR
IL1DL,IL1DL,IL1DR,URYDL,URADL,IL2DL
URBR,URBR,IL2R,OLLR,IL1R,URYDR
OLLL,OLLL,URBL,IL2L,IL1L,URYDL
URYVL,URYVL,IL1L,URBL,URAVL,BAGL
OLQVR,URYVR,OLQVR,URBR,IL1R,OLLR
URBL,URBL,IL2L,RIPL,OLLL,IL1L
,URYDR,IL1DR,OLQDR,URADR,OLLR
URYDL,URYDL,OLQDL,OLLL,IL1DL,URADL
URYDR,IL1DR,URYDR,OLQDR,URADR,OLLR
RIPR,RIPR,URYDR,URBR,OLLR,IL1R
URAVR,URAVR,URYVR,OLQVR,IL1VR,IL1R
OLQDL,OLQDL,OLQDR,RMED,URYDL,IL1DR
RIPL,RIPL,BAGL,URBL,IL1L,RMEL
URAVL,URAVL,CEPVL,URYVL,BAGL,OLQVL
RMEV,URYVR,URAVR,OLQVR,CEPVR,BAGR
OLQVL,OLQVL,BAGL,URAVL,URYVL,CEPVL
OLQDR,OLQDR,URYDR,IL1DR,RMED,URADR
RMED,RMED,OLQDR,URYDR,IL1DR,OLQDL
RMER,RMER,URYDR,URBR,RIPR,OLLR
RMEL,RMEL,BAGL,RIPL,URBL,SAAVL
BAGR,BAGR,OLQVR,URYVR,URAVR,URBR
CEPVL,CEPVL,BAGL,OLQVL,URAVL,RMDL
CEPVR,CEPVR,OLQVR,CEPVL,URAVR,RMEV
SIBVL,OLQVR,URAVR,CEPVR,RMEV,CEPVL
,SAAVL,RIAL,RMDVL,CEPDL,BAGL
BAGL,BAGL,CEPVL,RMDL,RMDVL,AVEL
RMDVR,RMDVR,BAGR,OLQVR,AVAR,SAAVR
RID,RID,CEPDR,ALA,RMED,URXR
AVAL,SAAVL,SMDVL,RIAL,RMDVL,AVAL
SIADR,RMEV,RIH,SAADR,CEPVL,AVEL
SAAVR,SAAVR,SMDVR,RMDVR,RIAR,AVAR
RIMR,RIH,RMEV,SAADR,CEPVR,SAADL
RMDVL,RMDVL,AVAL,RMDL,AVEL,SAAVL
SIADL,RMEV,AVEL,CEPVL,RMDL,RIH
AVAR,RMDVR,AVAR,SAAVR,SMDVR,AFDR
SAAVL,SAAVL,RIAL,SMDVL,CEPDL,URXL
URXR,URXR,CEPDR,SMDVR,RIAR,SAAVR
ALA,ALA,CEPDR,URXR,RID,URXL
