GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,VD2,DD1,DA1
,VB3,VA2,DA1,VD2,AS1
,VB3,VA2,VD2,DD1,DA1
RIGL,VB3,VA2,VD2,DA1,AS1
,VA2,VD2,DA1,SABD,AS1
,AS1,VA2,DA1,VD2,DD1
,VD2,DA1,DD1,AVG,SABD
RIGR,DD1,VD2,DA1,AS1,DB1
,VD2,AVG,DD1,DA1,SABD
VA1,DB1,SABD,AS1,DD1,DA1
VB1,RIGL,RIGR,DB1,SABD,VB1
,SABD,AVG,AS1,DB1,DD1
,AVG,SABD,RIFR,AS1,DD1
,DB1,VA1,VB1,SABD,RIFR
RMGR,RMGR,AVG,RIFR,SABD,ADAR
,VA1,VB1,RIFR,DB2,SABD
,VD1,VB1,AVG,RIGL,RIFR
ADAR,ADAR,AQR,RMGR,ADER,RIFR
AQR,AQR,RMGR,ADAR,RIFR,SABD
,RIFR,VA1,VB1,RIFL,DB2
,RIFR,VA1,VB1,RIFL,DB2
,AVFL,AVFR,VB1,RIFL,VB2
,RIFL,VA1,VB1,AVFR,RIFR
,VB1,VB2,ADAL,ADEL,RIS
,SABVL,RIS,AVFL,VB2,RMGL
ADER,ADER,ADAR,AQR,FLPR,RICR
FLPL,FLPL,ADEL,I6,M5,ADAL
,VB2,AIML,RIS,SABVL,AVKL
,AQR,ADER,FLPR,RICR,ADAR
,RIS,SABVL,VB2,AIML,AVFL
,AIML,VB2,RIS,AIMR,SABVR
,VB2,AIML,ADEL,FLPL,SABVL
,AINL,I6,AVJL,M5,AVDL
,SABVR,AQR,AIMR,AVKR,RIS
,I5,AIYL,AIML,RICL,RIS
M1,RIVR,M1,AVJR,ASIR,AVHR
,AIYL,I5,RICL,AIML,ASJL
,AIZL,RICL,FLPL,M2L,AVDL
FLPR,FLPR,RICR,AIZR,ADER,AVDR
,SMBVR,AIMR,AVKR,SIAVR,I5
,I5,AIMR,RICR,SMBVR,SIAVR
AVDL,AVDL,AVJL,AINL,AVBL,AIZL
AVJR,AVJR,AINR,AIZR,AVDR,FLPR
,AIYL,SMBVL,ASJL,RICL,SMBVR
,RIVL,I4,ASIR,RIVR,M1
,RICR,AIZR,FLPR,RIMR,ASJR
,SMBVR,AIMR,SIAVR,AIAR,RICR
AVJL,AVJL,AVHL,ASGL,AVDL,ASIL
,ASJL,SMBVL,AIYL,RICL,SIAVL
,AUAL,RICL,ASJL,AIZL,SMBVL
,AVJR,AVBR,AINR,RIBR,ASER
AVDR,AVDR,AINR,AIZR,ASER,AVJR
,RIMR,AIAR,SMBDR,AIAL,SMBDL
,AVBL,RIVL,ASIL,ASGL,AVHL
,ASEL,AVBL,AVJL,ASHL,RIBL
RIVL,ASGL,AVHL,RIVL,ASIL,AWBL
,RIBL,ASJL,AUAL,AVBL,AIZL
,ASJR,RIMR,RIBR,RICR,SMBDR
AINR,AINR,AVJR,ASER,AVDR,AVHR
,SMBDL,SMBVL,AUAL,ASJL,RMHL
,SMBVL,AIAL,AIAR,SMBVR,SMBDL
,AUAR,AIZR,RIBR,ASJR,RICR
,ASGL,ASIL,AWBL,AVHL,AWAL
,ASHR,ASER,AVDR,AINR,AVJR
,RIMR,SMBDR,ASJR,SMBVR,RMFR
RIVR,ASGR,AWBR,AVHR,RIVR,ASIR
,RIBR,SMBDR,ASJR,RIMR,AIYR
AVHL,AWBL,ASGL,AVHL,RIVL,ADLL
,ASHR,RIBR,ASER,AWCR,AUAR
,SMBDL,RMFL,SMBDR,SMBVL,RMFR
AVHR,AVHR,AWBR,ASER,ASGR,AVJR
,ASHL,AWCL,ASEL,AWAL,AIBL
,RMDDL,SMBDL,SAADL,SMBDR,RMHL
,AWCL,AIBL,ASHL,AWAL,RIBL
,ADLL,ASKL,RIVL,ASGL,ADFL
,AWCR,SMBDR,SIBDR,AIBR,RMDDR
,AWBL,AWAL,ASGL,ADLL,ADFL
,ADLR,ASKR,AWBR,ASGR,RIAR
,AWCR,ASHR,AIBR,SIBDR,RIBR
,RMHR,RMDDR,SAADL,SIBVR,SMBDR
,RMDDL,SAADL,AIBL,SMBDL,SIBDL
,AWBR,ASGR,AWAR,ADFR,AFDR
,RMFL,RMFR,RMHR,SIBVR,SMBDR
,AIBR,RMDDR,AVER,SMDDR,SIBDR
,AWAR,ASHR,AWBR,AFDR,AVER
,ASKL,ADLL,URXL,RIAL,SMDVL
,SAADL,RMDDL,AIBL,SIBDL,RIR
,SAADL,SIBVR,RMFR,RMDDL,RMHR
,AIBL,RMDL,AWCL,SIBDL,AFDL
,ASKR,RIAR,SMDVR,ADLR,URXR
,RMDR,AVAR,AVER,AFDR,SIBDR
CEPDL,CEPDL,URXL,ASKL,ALA,SMDVL
AVEL,AVEL,RMDL,AFDL,AIBL,SIBDL
,RMDR,SIBDR,AVER,SMDDR,AWCR
,SMDVL,ASKL,ADFL,RIAL,AWBL
,RMDL,AFDL,AVAL,AWCL,AVEL
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
AVER,AVER,RMDR,SMDDR,AVAR,AIBR
,AFDR,ADFR,AVAR,RIAR,SMDVR
ALA,ALA,URXR,URXL,RID,CEPDR
,ADFL,AVAL,RIAL,AFDL,SMDVL
,URXL,CEPDL,ASKL,RIAL,SMDVL
,SMDVL,CEPDL,RIAL,ASKL,SAAVL
SMDVR,SMDVR,SAAVR,RIAR,CEPDR,URXR
,AVAR,AFDR,RMDVR,RMDR,AWCR
AVAR,AVAR,RMDVR,AVER,AFDR,RMDR
,RIAL,SMDVL,SAAVL,CEPDL,AVAL
AVAL,AVAL,RMDVL,RMDL,SAAVL,AVEL
RIAR,RIAR,SAAVR,SMDVR,RMDVR,AVAR
URXR,URXR,CEPDR,RID,URXL,SAAVR
,SAADL,SMDDL,SAADR,RMEV,RIH
,SAADR,RIH,RMEV,SAADL,SMDDL
URXL,CEPDL,URXL,ASKL,RID,ALA
RID,RID,URXR,ALA,URXL,CEPDR
SAAVR,SAAVR,SMDVR,RIAR,RMDVR,CEPDR
RMDVL,RMDVL,AVAL,SAAVL,SMDVL,BAGL
SAAVL,SAAVL,RIAL,SMDVL,BAGL,RMDVL
RMDVR,RMDVR,AVAR,SAAVR,BAGR,RMER
RMEV,RMEV,RIH,SAADR,CEPVR,CEPVL
,CEPVL,BAGL,RMEV,OLQVL,RMDL
RMED,RMED,OLQDR,OLQDL,RID,IL1DR
,CEPVR,OLQVR,RMEV,CEPVL,BAGR
,RMER,BAGR,SAAVR,RMDVR,OLQVR
,BAGL,RMEL,RIPL,URBL,URYVL
,OLQVR,CEPVR,BAGR,URYVR,URAVR
,OLQVL,BAGL,URYVL,URAVL,RMEL
,BAGR,RMER,RIPR,OLQVR,URYVR
,RIPR,RMER,URBR,BAGR,OLQVR
OLQDR,OLQDR,RMED,URYDR,IL1DR,OLQDL
OLQDL,OLQDL,URYDL,IL1DL,OLLL,RMED
,URYDR,IL1DR,URADR,RMER,RIPR
,URYDL,OLLL,RIPL,OLQDL,RMEL
