GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,MCR,I2R,I2L
I1L,I1L,I1R,I2L,MCR,MCL
IL2VL,I2L,NSML,MCL,I1L,IL2VL
IL2VR,I2R,NSMR,MCR,MCL,I2L
IL2DL,URADL,IL2DL,M4,OLQDL,URYDL
M4,IL2DR,M4,URADR,IL2DL,IL1DR
MI,I3,MI,M4,MCL,IL2DR
I2R,MCR,I2R,NSMR,M3R,IL2R
I2L,I2L,NSML,MCL,M3L,IL1L
NSMR,NSMR,IL2VR,M3R,IL1R,I2R
NSML,NSML,IL2L,MCL,M3L,IL1L
MCR,MCR,NSMR,MCL,M3R,I2R
M3R,IL2VR,IL1R,IL2R,RIPR,URYVR
M3L,IL2L,IL1L,URYVL,IL1VL,OLQVL
OLQVR,URBR,IL2R,RIPR,RMER,IL1R
OLQVL,OLQVL,RMDVL,AVEL,AVAL,BAGL
CEPVL,RMDL,AVEL,AVAL,AWCL,SAADL
CEPVR,SAADR,SMDDR,AWCR,RIH,AVER
URYVR,BAGR,RMER,RIPR,OLQVR,URBR
OLQDR,CEPDR,URXR,SMDVR,OLQDR,SAAVR
OLQDL,URXL,OLQDL,OLQDR,URXR,CEPDL
IL1DL,IL1DL,IL1DR,OLQDL,CEPDL,URYDL
IL1DR,OLQDR,URYDR,IL1DR,RMER,OLLR
URYDL,URYDL,RMEL,SAAVL,OLQDL,CEPDL
RMEL,SAAVL,RMDVL,AVAL,SMDVL,RIAL
RMER,SAAVR,RMDVR,SMDVR,AVAR,RIAR
OLLL,OLLL,URYDL,RMEL,OLQDL,URYVL
IL1VR,CEPVR,IL1VR,OLQVR,IL1VL,IL2VR
IL1VL,CEPVL,OLQVL,URAVL,BAGL,IL1VL
RID,ADLR,ASKR,URXR,ADLL,RIAR
URXL,ASGL,RIVL,ADLL,ASIL,AWAL
URXR,ASGR,AWAR,ADLR,ASIR,ASKR
CEPDL,RIVL,ADLL,AWBL,ASGL,RIAL
CEPDR,RIVR,ASIR,AVHR,AWBR,ASGR
SMDVL,RIVL,ASIL,AVJL,ASGL,I4
SMDVR,AINR,AVJR,AVDR,ASHR,ASGR
AVAL,AWBL,AVJL,ASEL,ASHL,AWCL
AVAR,RICR,AWCR,RIBR,ASER,AVJR
RMDVL,AWBL,SMDVL,RIAL,ASHL,AFDL
RMDVR,AWBR,RMDR,ASHR,RMDVR,AIBR
AVEL,AVDL,ASHL,ASEL,RIML,RIBL
AVER,RIMR,AVL,RIS,FLPR,RICR
AIBR,RIBR,FLPR,RICR,AIZR,RIMR
AIBL,AIZL,AVDL,RIBL,AVJL,AUAL
RMDL,AWCL,AUAL,RIBL,ASEL,SMBVL
AUAL,FLPL,RICL,ADEL,RIS,ADAL
AWCL,FLPL,RICL,AINL,AIYL,ASJL
RIML,RIS,VA1,FLPL,ADAL,ADEL
AVDL,ADEL,FLPL,ADAL,VA1,RMGL
AVJL,ADAL,ADEL,AVJL,I6,FLPL
AINL,RMGL,ADAL,FLPL,I6,ADEL
AINR,ADAR,FLPR,AINR,ADER,AQR
ADEL,ADAL,DD1,RIGL,VB3,VA1
ASEL,AINL,AVJL,RICL,AIZL,FLPL
RIVL,I6,M1,ADAR,I4,RIVL
ADAL,VB3,DD1,AVG,VD2,RIGL
RMDDL,VB2,AIML,RIS,VB1,ADEL
RMDDR,AIAL,SMBVL,SMBDL,RIML,SMBVR
AVL,RIS,VA1,DB1,RIFR,VB1
