GT,Top1,Top2,Top3,Top4,Top5
,VA2,VB3,DA1,VD2,DD1
,VA2,VB3,VD2,DA1,DD1
,VA2,VB3,VD2,DD1,DA1
,VA2,VD2,VB3,DA1,DD1
,VD2,VA2,DA1,VB3,DD1
,DA1,VA2,VD2,DB1,SABD
,AS1,DA1,SABD,DD1,VD2
,DB1,VD2,DA1,AVG,DD1
,DD1,AS1,SABD,DA1,VD2
RMGL,RMGL,DD1,AS1,RIGL,ADAL
,AVG,DD1,DB1,SABD,DA1
,SABD,AS1,VD1,DD1,DA1
,AVG,VD1,RIGL,VA1,SABD
,VD1,RIGL,VA1,RIFL,VB1
,VB1,VA1,RIGL,RIFL,RIGR
ADAL,ADAL,RMGL,ADEL,RIGL,VB1
,RIFR,VB1,VA1,RIFL,VD1
,VA1,VB1,RIFL,RIFR,DB2
,ADAL,ADEL,RMGL,FLPL,VA1
,DB2,VA1,RIFL,VB1,RIS
M5,M5,I6,RMGL,I4,ADAL
,RMGR,AQR,ADAR,RIFR,RIS
,RIS,VB2,SABVL,RIFL,AVFL
ADEL,ADEL,FLPL,ADAL,AIZL,RMGL
,VB2,AVFL,RIS,FLPL,SABVL
,RIS,VB2,AQR,DB2,AVFR
,M1,I4,I6,ADAR,ADER
,ADAR,AQR,ADER,VB2,RIS
,SABVL,SABVR,RIS,VB2,AQR
,AIML,VB2,RIS,FLPL,SABVL
,SABVL,SABVR,VB2,RIS,AIML
M1,ADAR,ADER,FLPR,AINR,M2R
I6,I6,I4,M5,M1,AINL
,FLPL,AIYL,RICL,AIML,ADEL
FLPL,FLPL,AINL,AIZL,ADEL,AVDL
,AINL,I6,M5,AVJL,AVDL
,SABVR,AVKR,I5,RIS,VB2
,AIML,AIYL,VB2,RIS,SABVR
,FLPL,RICL,AIZL,M2L,I5
,I5,RICR,AQR,FLPR,AVKR
,ADER,FLPR,RICR,AQR,AIZR
,I4,M1,I6,M2R,AINR
,FLPR,RICR,I5,ADER,AQR
,RICR,I5,SIAVR,SMBVR,AIMR
,AIMR,SIAVR,SMBVR,AIAR,AIAL
,M2R,AIZR,RICR,FLPR,ADER
,AIZL,AVDL,AVJL,AINL,RICL
,I6,I4,M2L,AINL,AVJL
,RICL,ASJL,SMBVL,AIZL,AIYL
,AINL,AVDL,AVJL,I6,AVBL
,AIZL,RICL,M2L,SIAVL,ASJL
,ASJR,SMBVR,RICR,AIAR,SIAVR
,SMBVR,SMBVL,AIAR,AIAL,SIAVL
AVDL,AVDL,AVJL,AVHL,ASIL,AINL
,ASJL,SMBVL,RIMR,SMBDL,SMBDR
AVJL,AVJL,ASIL,RIVL,AVHL,I4
,AUAL,RIBL,ASJL,AIZL,RICL
,SMBVR,SMBVL,SMBDR,SMBDL,RIMR
,ASJL,SMBVL,AUAL,SMBDL,RIBL
,AINR,AVDR,AVJR,AIZR,AVBR
,ASEL,RIBL,AVBL,ASHL,AVDL
RIVL,RIVR,I4,ASIL,RIVL,ADLL
,AVBL,ASEL,AVJL,AVDL,RIBL
,RIBR,SMBDR,RIMR,RIBL,SMBDL
,RIBL,AUAL,SMBDL,RMDDL,AIBL
,RMFL,SMBDL,SMBVL,RMHR,RMFR
,AUAL,AWCL,RMDDL,ASEL,RIBL
,ASIL,AVHL,ASGL,RIVL,AVJL
AVHL,AVHL,RIVL,ASIL,ASGL,ADLL
,RIMR,SMBDR,RIBR,ASJR,RMHR
,SMBDL,SMBDR,RMFL,RMFR,RMHR
,AVHL,ASGL,AWBL,ASEL,AVJL
AVDR,AVDR,AVBR,AVJR,RIBR,AINR
,SMBDR,RMFR,RMHR,SMBDL,RMFL
,RIVL,ADLL,ASIL,AVHL,ASGL
RIVR,AVHR,ASGR,RIVR,AVJR,AINR
AVJR,AVJR,ASGR,AVHR,AVBR,AVDR
,ASHL,ASEL,AWCL,AWBL,AFDL
,RMDDL,RMHL,SIBDL,RMFL,AIBL
,AIBL,ASHL,AWCL,AWAL,SIBDL
,AWAL,ASGL,ASEL,ASHL,AWBL
,AWCL,AIBL,SIBDL,ASHL,RMDL
,ASGL,AWBL,ADFL,AVHL,AWAL
,RMDDL,RMFL,SAADL,RMFR,SMBDL
,ASGL,AWBL,ADLL,ASKL,AWAL
AVHR,ASER,AWBR,ASGR,AVHR,AWAR
,ADLR,ASIR,ASGR,RIVR,AVHR
,ADLL,ASKL,RIVL,ADLR,ASIL
,AIBR,RMDDR,SIBDR,AWCR,RMDR
,SIBVR,RMDDR,RMHR,SAADL,RMFR
,ASHR,AWAR,AWCR,AIBR,ASGR
,ASKL,ADLL,RIAL,ADFL,SMDVL
,AWBL,AVAL,AFDL,ADFL,AWCL
,RMDDL,SIBDL,SAADL,AIBL,SAADR
,SAADL,RMDDL,SIBDL,SAADR,SMDDL
,AWBR,ASGR,AWAR,ADFR,ASHR
,ASGR,AWAR,AWBR,ADFR,ADLR
,AVEL,AFDL,ADFL,AVAL,AWBL
,AWCR,AFDR,ASHR,AIBR,RMDR
,AVER,AIBR,RMDR,SIBDR,RMDDR
,SMDVL,RIAL,ADFL,SAAVL,AWBL
,SAADR,SAADL,RIH,SMDDL,RMEV
,RMDR,AVER,AWCR,AVAR,AFDR
,ALA,URXL,CEPDL,ADLL,RIAL
,RMDR,AWCR,AVER,SIBDR,AVAR
,AFDR,ADFR,AWBR,SMDVR,AVAR
,AVAL,RIAL,SMDVL,ADFL,AVEL
,RMDL,AVEL,SIBDL,SMDDL,RMEV
,AVER,RMDR,SMDDR,AVAR,SIBDR
,ASKR,RIAR,SMDVR,ADFR,ADLR
AVAL,SAAVL,SMDVL,RMDVL,AVAL,RIAL
,AVEL,RIH,AVER,RMEV,SAADR
,RMDVL,AVAL,AVEL,RMDL,SAAVL
,RIAL,SMDVL,URXL,SAAVL,CEPDL
,RMDR,AVER,CEPVR,AVAR,RIH
,CEPDR,RIAR,SMDVR,URXR,ASKR
,URXL,CEPDL,ALA,SMDVL,RIAL
URXL,CEPDL,ALA,URXL,URXR,RID
URXR,URXR,CEPDR,RIAR,SMDVR,SAAVR
,RMDVR,AVAR,SAAVR,AFDR,RMDR
,SAAVL,SMDVL,CEPDL,RIAL,URXL
,RMDVL,RIAL,SAAVL,AVAL,SMDVL
,RMEV,RIH,SAADR,CEPVL,SAADL
