GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I1L,I2R,MCR,NSMR
AMSOL,I1L,I1R,I2L,MCL,MI
I1R,I1L,I1R,MCR,I2L,MCL
IL2VL,MI,I3,IL2DL,I1L,MCL
I2L,I1L,I2L,I1R,MCL,NSML
I1L,I2R,MCR,I1R,NSMR,I1L
I2R,I2L,I1R,MCL,MCR,I1L
MCL,MCL,MCR,I2R,I2L,I1R
MI,I3,MI,MCR,MCL,IL2DR
NSML,MCR,MCL,I2L,NSML,I2R
IL2L,IL2DL,NSML,MCL,I2L,IL2L
I3,MI,I3,IL2DR,IL2DL,M4
IL2VR,NSML,MCL,I2L,I2R,MCR
M4,M4,I3,IL2DL,URADL,IL2DR
M3R,M3R,I2R,NSMR,MCR,IL2DR
MCR,M3R,NSMR,IL2DR,I2R,MCR
NSMR,M3R,NSMR,I2R,MCR,IL2DR
M3L,M3L,M3R,NSML,MCL,I2L
IL2R,IL2DR,NSMR,IL2R,URADR,I2R
IL1L,IL1L,IL2L,M3L,OLLL,IL2DL
IL1VL,IL1VL,IL2VL,M3R,M3L,IL1VR
IL2DL,IL2DR,URADR,M4,I3,URYDR
URBL,URBL,OLLL,IL2L,IL1L,URYVL
IL1R,IL2R,IL1R,OLLR,URADR,IL2DR
URADL,URADL,OLLL,URYDL,IL1DL,IL1L
IL2DR,IL2VR,URYVR,IL1R,M3R,IL1VR
URYVR,IL1R,IL2R,M3R,URYVR,OLLR
IL1DL,IL1DL,IL1DR,URYDL,URADL,OLQDL
OLLL,OLLL,URBL,RIPL,URYDL,IL1L
URADR,URADR,URYDR,OLLR,OLQDR,IL1DR
URAVL,URAVL,URYVL,IL1VL,IL1L,OLQVL
IL1DR,IL1DR,URYDR,OLQDR,URADR,IL2DR
OLLR,OLLR,URYDR,URADR,URBR,RIPR
OLQVL,URYVL,OLQVL,URAVL,URBL,IL1L
URYDL,URYDL,OLLL,URADL,RIPL,URBL
URBR,URBR,RIPR,OLLR,IL1R,IL2R
IL1VR,URAVR,URYVR,IL1VR,IL2VR,IL1R
URAVR,URYVR,URAVR,IL1R,URBR,RIPR
URYDR,URYDR,OLQDR,OLLR,RMED,RIPR
OLQDL,OLQDL,RMED,URYDL,RIPL,CEPDL
OLQDR,OLQDR,RMED,URYDR,OLQDL,RID
RIPR,URBR,RIPR,RMER,BAGR,URYDR
OLQVR,OLQVR,URYVR,URAVR,RIPR,URBR
BAGL,OLQVL,BAGL,URAVL,URBL,RIPL
RMEL,RMEL,BAGL,RIPL,URBL,URYVL
RMER,RMER,URYDR,RIPR,OLQDR,SAAVR
RIR,RIPR,URBR,BAGR,RMER,OLQVR
RMDVL,RMDVL,BAGL,OLQVL,SAAVL,RIPL
RMED,RMED,CEPDR,ALA,RID,OLQDR
CEPVR,OLQVR,BAGR,CEPVR,URAVR,URYVR
