GT,Top1,Top2,Top3,Top4,Top5
IL2VL,IL2VR,IL2VL,I2R,I2L,IL1VL
M3R,IL2VR,URYVR,M3R,OLQVR,IL1R
M3L,OLQVL,IL1VL,URAVL,CEPVL,IL1VR
I3,IL2DL,IL2L,IL2DR,OLLL,IL1DL
MI,M4,MCL,IL2DL,I3,I2L
M4,IL1DL,OLLL,URADL,IL1L,OLQDL
IL2DR,I1R,I1L,I3,MCL,MCR
IL2DL,IL2DL,I2L,I1L,MCL,NSML
IL2L,IL1L,URYVL,IL2L,BAGL,OLQVL
IL2R,IL2R,IL1R,OLLR,IL2DR,URADR
URADL,URADL,URYDL,OLLL,OLQDL,IL1DL
URADR,RMED,IL1DL,OLQDL,IL1DR,URADL
RMED,ALA,CEPDR,URXR,RIAL,URXL
OLQDR,URXR,URXL,CEPDR,RID,CEPDL
OLQDL,URXL,CEPDL,SAAVL,ASKL,SMDVL
URYDL,URYDL,RMEL,OLQDL,SAAVL,CEPDL
RMER,SAAVR,CEPDR,SMDVR,URXR,RIAR
RMEL,RMDVL,AVEL,AVAL,SAAVL,RMDL
OLLL,SAAVL,RMEL,RMDVL,OLLL,OLQVL
OLLR,OLQDR,URYDR,OLLR,RMER,IL1DR
URBR,URBR,RIPR,RMER,URYDR,OLLR
URBL,URBL,BAGL,RMDVL,RMEL,OLQVL
IL1L,BAGL,RMDVL,CEPVL,RMDL,OLQVL
URAVR,RMER,BAGR,RIPR,URBR,IL1R
URAVL,RMEV,SAADR,RIH,SAADL,SIADR
URYVL,RIH,CEPVL,RMDL,SAADL,SAADR
URYVR,BAGR,RMDVR,RMER,CEPVR,SAAVR
OLQVR,AWAR,RMDR,RMDVR,AVAR,AVER
OLQVL,SMDDL,RMDL,SAADR,SAADL,AVEL
CEPVL,RMDDL,SAADL,RMDDR,SMDDR,SMDDL
CEPVR,RIMR,RMDDR,SMDDR,RMFR,SMBDR
ALA,RIVL,M1,I4,AVJL,RIVR
RID,ADLL,RIVL,ASGL,ASKL,ADLR
CEPDL,AWBL,AVJL,ASGL,ASEL,SMDVL
CEPDR,RIVR,AVJR,AWBR,ASGR,ASIR
URXR,ADLR,ASGR,RIVR,AWAR,ASIR
URXL,ASGL,ASIL,AWAL,AINL,RIVL
SMDVL,AWCL,ASHL,AWBL,ASEL,AVEL
SMDVR,ASHR,AWBR,ASGR,AWAR,AVBR
ADLL,I6,AINL,FLPL,AVJL,AIZL
AWBR,AINR,AVJR,M2R,FLPR,RIVR
AWAL,AINL,AIYL,RICL,ASJL,FLPL
AVAL,SMBVL,AWCL,ASEL,SMBDL,RIBL
AVAR,AWCR,RIBR,AUAR,ASER,ASHR
AVER,RICR,RIBR,FLPR,AVDR,AIZR
ASHL,FLPL,AIYL,AINL,RICL,ASJL
AVJL,ADAL,ADEL,FLPL,RMGL,RICL
AVJR,ADAR,M1,ADER,RMGR,AQR
AIZL,VB2,RIS,AIML,ADEL,ADAL
RICL,AVKL,DD1,RIGL,VB1,VB2
RICR,ADAR,RMGR,AQR,AVG,ADER
ADEL,VB3,VA1,VA2,DB1,DD1
M1,VD2,VD1,DD1,VB3,AVG
AIBL,AVL,RIS,SMBVR,RIML,AIML
FLPL,DD1,VA1,AVG,VD1,FLPL
