GT,Top1,Top2,Top3,Top4,Top5
,I1L,I2L,MCL,I1R,NSML
,I1R,I1L,I2R,MCR,I2L
,I2R,MCR,I1R,NSMR,MCL
,NSMR,MCR,I2R,MCL,I1R
,IL2L,I2L,NSML,OLLL,IL1L
,M4,IL2DR,I3,URADL,MI
,IL2DL,URADL,OLLL,I3,IL1DL
,M3R,NSMR,I2R,IL2R,IL2DR
,M3L,I2L,OLLL,IL1L,IL2L
,IL1L,URADL,OLLL,IL2L,URBL
,URADR,IL2DR,IL1DR,OLLR,URYDR
,IL1L,URYVL,OLLL,URBL,IL2L
OLLR,IL2R,OLLR,IL2DR,URADR,URBR
,IL2VR,IL1VR,IL1VL,IL2VL,URYVR
,IL1VL,URAVL,URYVL,IL1L,IL2VL
IL1DL,IL1DL,IL1DR,URYDL,OLQDL,URADL
OLLL,OLLL,URBL,URYDL,URADL,OLQDL
,IL1R,IL2R,URYVR,RIPR,URBR
,URYVL,URAVL,IL1VL,URBL,IL1L
IL1DR,URYDR,IL1DR,OLLR,URADR,RIPR
URYDL,URYDL,OLQDL,OLLL,IL1DL,URADL
IL1VR,IL1VR,IL1VL,URAVL,URYVR,URAVR
,URYVR,OLQVR,RIPR,URBR,URAVR
URADR,RMER,URYDR,RIPR,OLLR,URBR
OLQDL,OLQDL,RMED,URYDL,OLQDR,IL1DR
OLQDR,OLQDR,URYDR,RMED,IL1DR,RMER
RMEL,RMEL,URBL,RIPL,OLLL,BAGL
IL1VL,OLQVL,URAVL,BAGL,CEPVL,URYVL
,URBR,RIPR,BAGR,RMER,OLQVR
OLQVL,OLQVL,CEPVL,BAGL,URAVL,URYVL
RMED,RMED,RID,CEPDL,CEPDR,ALA
,CEPVR,OLQVR,URAVR,BAGR,CEPVL
RMDVL,RMDVL,BAGL,AVAL,SAAVL,RIAL
RMEV,RMEV,RIH,CEPVL,SAADR,CEPVR
RMDVR,RMDVR,BAGR,SAAVR,SMDVR,AVAR
,ALA,RID,CEPDR,URXR,ASKR
AVAR,SAAVR,RMDVR,AVAR,SMDVR,AFDR
,CEPVL,RMDL,AVEL,SIBDL,SMDDL
SMDVL,SMDVL,CEPDL,RIAL,SAAVL,URXL
,AVER,CEPVR,RMDR,RIH,SAADR
,RIAR,SMDVR,SAAVR,CEPDR,ASKR
AVAL,RMDL,AVAL,AVEL,AFDL,SAAVL
,ASKL,CEPDL,URXL,RIAL,SAAVL
URXL,URXL,URXR,CEPDL,ASKL,ALA
AFDL,AVAL,SAAVL,AVEL,AWBL,AFDL
,AFDR,AVAR,RMDVR,SAAVR,SMDVR
RMDR,RMDR,AWCR,AVAR,AVER,RMDVR
,SAADR,SIBVR,RIH,SMDDR,SAADL
URXR,URXR,ASKR,ADLR,CEPDR,SMDVR
ALA,CEPDR,ALA,ADLR,URXR,ASKR
,ADLL,ASKL,RIAL,ADFL,URXL
AIBR,RMDR,AWCR,AVER,AIBR,ASHR
,AWAR,RIAR,ASKR,SMDVR,ADFR
,AWBR,SMDVR,ASGR,ASKR,RIAR
,AWBL,ASGL,ADFL,AWAL,AFDL
,SAADL,SIBVR,SAADR,RMDDL,RMFR
RMDL,AWCL,ASHL,AIBL,RMDL,AVEL
,ADLR,ASIR,RIVR,AVHR,ASGR
,ASHR,AWCR,AIBR,RIBR,SIBDR
,ASGR,ASHR,ASER,AWBR,AVHR
,SIBVR,RMDDR,AWCR,SIBDR,SMDDR
,AVHL,AWBL,ASGL,RIVL,ADLL
RMDDR,RMHR,SMBDR,RMFR,RMDDR,RIR
,ASHR,ASER,AVDR,RIBR,AWCR
,ASHL,ASEL,AWCL,AUAL,RIBL
,SIBVL,RMDDL,SMBDL,RMFL,SAADL
,AWAL,ASEL,ASGL,AVBL,ASHL
AVDL,ASGL,ASIL,AVJL,AVHL,RIVL
,RIVL,ASIL,ASGL,ADLL,I4
,ASER,AVDR,AINR,ASHR,RIBR
,RIBR,ASJR,SMBDR,RIMR,AUAR
,RIBL,ASJL,SMBDL,RIML,AUAL
RIVR,AVJR,AINR,AVHR,RIVR,AVDR
,AVJL,AVDL,AVBL,AINL,ASEL
,RIMR,ASJR,SMBDR,SMBVR,RIBR
,SMBDR,SMBVR,SMBVL,RMFL,SMBDL
AINL,I6,ASIL,RIVL,AINL,AVJL
RMDDL,AUAL,SMBVL,SMBDL,RMDDL,RIML
,SMBVL,SMBVR,RMFL,AIAL,SMBDL
,RICL,ASJL,AIZL,RIBL,AUAL
,ASJR,RICR,RIMR,SMBVR,AIMR
,AINR,AVDR,FLPR,AIZR,RICR
,AVJL,AINL,I6,AIZL,AVDL
,AINL,I6,AVJL,AVDL,ASIL
,SMBVR,SIAVR,AIMR,I5,AIAL
,FLPL,RICL,AIZL,ASJL,M2L
,AIYL,I5,AIML,RICL,VB2
,FLPL,AINL,I6,ADEL,AVDL
,FLPR,RICR,ADER,ADAR,AQR
,AIML,VB2,RIS,AIYL,FLPL
,I6,FLPL,ADEL,ADAL,AINL
SMBVL,VB2,RIS,AIML,AVKL,AVFL
,AVKL,VB2,AVFL,RIS,VD1
M1,M1,I6,I4,M5,ADAL
,ADAR,AQR,RMGR,ADER,FLPR
,M5,ADAL,RMGL,ADEL,I6
,ADAL,RMGL,ADEL,FLPL,DD1
,RIFL,VA1,RIS,AVFL,AVFR
,RIFR,RIFL,AVFR,VA1,AVFL
,SABD,AS1,DD1,AVG,VA1
