GT,Top1,Top2,Top3,Top4,Top5
,MI,I3,I1L,I1R,M4
,I3,I1L,I1R,IL2DL,M4
,MCR,MCL,I2L,NSML,NSMR
,M4,IL2DL,I3,MCL,URADL
,I2R,M3R,I1R,NSMR,MCR
IL1DL,IL1DL,IL2DL,URADL,URYDL,M3L
IL1R,NSMR,IL2R,I2R,M3R,OLLR
IL2DR,IL2DR,URADR,OLLR,IL1DR,I3
,URADR,M3R,OLLR,IL2R,IL2DR
IL2VR,IL2VR,NSMR,I2R,M3R,IL1R
IL1VL,IL1VL,M3L,I2L,IL1VR,IL2VL
,OLLL,IL2L,M3L,IL1L,URBL
,IL1R,IL2R,URYVR,OLLR,M3R
IL1DR,IL1DR,URYDR,URADR,IL1DL,OLQDR
,IL2R,OLLR,URYDR,URADR,URBR
IL1VR,IL1VR,IL1VL,IL2VR,IL1R,URYVR
OLQDL,URYDL,OLQDL,OLLL,IL1DL,URADL
,URBR,RIPR,IL1R,URYVR,IL2R
,URYDR,OLQDR,IL1DR,OLQDL,URADR
OLQVL,URAVL,OLQVL,URYVL,IL1VL,URBL
RMER,RIPR,RMER,URYDR,OLQDR,URBR
,URAVL,OLQVL,CEPVL,BAGL,URYVL
OLQDR,OLQDR,OLQDL,RMED,URXR,URXL
,URAVR,URYVR,OLQVR,RIPR,BAGR
RMED,OLQDL,RMED,CEPDL,RID,OLQDR
OLQVR,OLQVR,RMER,BAGR,URYVR,RIPR
,BAGR,OLQVR,CEPVR,RMER,URAVR
RMDVL,CEPVL,BAGL,RMDVL,OLQVL,RMDL
RMDVR,RMDVR,SAAVR,BAGR,RMER,SMDVR
AVAL,RMDVL,RMDL,AVAL,AVEL,CEPVL
RIAL,SAAVL,RMDVL,RIAL,AVAL,SMDVL
,CEPVR,OLQVR,RIH,BAGR,AVAR
AVEL,AVEL,RMDL,AVAL,RMDVL,CEPVL
,AVAL,AFDL,RMDVL,SAAVL,RIAL
AVAR,AVAR,RMDVR,SAAVR,SMDVR,AFDR
SAAVR,SAAVR,RIAR,SMDVR,URXR,CEPDR
CEPDL,RIAL,SMDVL,CEPDL,SAAVL,ASKL
RIAR,RIAR,ASKR,URXR,CEPDR,SMDVR
AIBL,RMDL,ASHL,AWCL,AFDL,AVEL
URXR,URXL,ASKL,ADLL,CEPDL,URXR
AFDR,AFDR,RIAR,AVAR,SAAVR,ADFR
,SAADR,SAADL,RIH,SIBVR,RMEV
ALA,CEPDL,ADLL,ASKL,URXL,RIVL
RMDR,RMDR,AVAR,RMDVR,SMDDR,AVER
,SMDVR,AWBR,RIAR,SAAVR,ASGR
URXL,ASKL,ADLL,AWBL,ASGL,RIVL
CEPDR,ADLL,ASKL,ASIL,RIVL,ADLR
AVER,AVER,RMDR,AVAR,AIBR,AWAR
,ASGL,AWBL,ADFL,AWAL,ASIL
,AWCL,ASHL,ASEL,AIBL,AWBL
,ASKR,ADLR,URXR,CEPDR,ALA
,AWCR,ASHR,RMDR,SIBDR,AIBR
,SIBVR,SAADL,SAADR,SMDDR,SIADR
ASGR,ADLR,AWBR,ASGR,ASKR,AWAR
,SAADL,SIBVR,RMFR,RMFL,RMHR
,RMDDL,SAADL,RMFR,RMDDR,SMDDR
,AWBR,ASER,ASGR,AWAR,ADFR
,AWCR,ASHR,AIBR,RIBR,RMDDR
ASHR,ASHR,AWAR,ASER,ASGR,AWBR
,ADLR,ASIR,RIVR,ASGR,AVHR
AVHR,ASER,AVHR,ASGR,RIVR,AWBR
,AUAL,RIBL,ASHL,AWCL,AIBL
,SMBDL,RMFL,RMFR,SIBVL,SMBVL
,RIBR,RIMR,AWCR,AUAR,SMBDR
,ASER,ASGR,ASHR,AINR,AVDR
,RMHR,RMFL,SMBDR,RMFR,RIMR
AVDR,AVDR,AINR,ASGR,ASER,AVHR
,RIVL,I4,ASIL,I6,AVHL
,AUAR,RIBR,RIMR,AIZR,ASJR
AINR,ASIR,AVHR,RIVR,AINR,AVJR
RMFL,SMBDR,SMBVR,RIMR,SMBVL,AIAL
RMFR,RIMR,SMBVR,AIMR,SIAVR,SMBDR
AIZR,AVJR,AINR,AVDR,RIVR,AVHR
AVDL,AINL,ASEL,AVDL,AIZL,AVBL
SMBDL,SMBVL,SMBVR,AIAL,SIAVR,AIAR
,ASJR,ASJL,I5,SMBVR,RIMR
M1,I6,I4,RIVL,M1,RIVR
,AIAR,SMBVR,I5,SIAVR,AIMR
,FLPR,RICR,AIZR,AVDR,AINR
,AIAL,AIYL,SMBVR,SIAVR,AVL
,AINR,AVDR,M2R,M1,FLPR
,AINR,FLPR,M2R,AVDR,ADER
,M1,AINR,I6,RIVR,I4
,RICR,ADER,FLPR,AQR,AIZR
FLPL,FLPL,RICL,ADEL,AINL,ADAL
SMBDR,I5,AIML,VB2,AVKR,RIS
,VB2,AIML,RIS,SABVL,AVKL
,RIFL,AVFL,AVFR,RIS,VB2
,RIS,VA1,SABVR,RIFR,SABVL
,ADAR,ADER,RMGR,AQR,FLPR
,RIFR,VA1,RIFL,AVG,SABD
AQR,AQR,DA1,SABD,AVG,DB1
,AVG,SABD,VA1,DD1,AS1
,VB3,DD1,AVG,VD2,DB1
