GT,Top1,Top2,Top3,Top4,Top5
OLQDL,OLQDL,URYDL,RMED,IL1DL,RIPL
OLQDR,OLQDR,URYDR,RMED,RIPR,URADR
RMED,RMED,URYDR,OLQDR,RID,RIPR
RMEL,RMEL,RIPL,BAGL,URBL,URYDL
RMER,RMER,BAGR,RIPR,URBR,URYVR
OLQVL,OLQVL,URBL,BAGL,URYVL,RIPL
OLQVR,OLQVR,URYVR,URBR,URAVR,BAGR
CEPVL,CEPVL,BAGL,OLQVL,URAVL,CEPVR
CEPVR,CEPVR,OLQVR,BAGR,URAVR,RMEV
URYVL,URYVL,URBL,URAVL,IL1L,RIPL
IL1VL,IL1VL,IL2VL,IL1VR,URAVL,IL2VR
IL1VR,IL1VR,IL2VR,IL1VL,URYVR,IL1R
IL1DL,IL1DL,URADL,URYDL,IL1DR,URADR
IL1DR,IL1DR,URADR,URYDR,IL1DL,OLLR
BAGL,BAGL,RIPL,URBL,OLQVL,RMEL
OLLL,OLLL,URADL,IL1L,URYDL,IL2L
OLLR,OLLR,IL1R,IL2R,URADR,URBR
IL2L,IL2L,URBL,IL1L,OLLL,RIPL
IL2DL,IL2DL,I3,M4,MI,URADL
IL2DR,IL2DR,URADR,M4,I3,IL2R
URYDL,URYDL,OLLL,OLQDL,URADL,IL1DL
URYDR,URYDR,OLLR,URADR,RIPR,URBR
IL2VL,IL2VL,IL1L,IL1VL,IL2L,URYVL
IL2VR,IL2VR,NSMR,I2R,IL1VR,M3R
IL1L,IL1L,RIPL,URBL,OLLL,IL2L
RMDVL,RMDVL,AVAL,SMDVL,SAAVL,BAGL
AVAL,AVAL,AVEL,RMDL,RMDVL,ADFL
AVEL,AVEL,RMDL,AIBL,SIBDL,SMDDL
RMDL,RMDL,AVEL,AVAL,SIBDL,AIBL
RMDVR,RMDVR,AVAR,SMDVR,BAGR,SAAVR
AVAR,AVAR,RMDR,AFDR,RMDVR,AVER
AVER,AVER,AVAR,RMDR,AFDR,SMDDR
AFDL,AFDL,AVEL,ADFL,AWBL,AVAL
ALA,ALA,CEPDR,URXR,URXL,CEPDL
CEPDL,ASKL,URXL,CEPDL,ALA,ADLL
CEPDR,RIAR,CEPDR,ASKR,URXR,SMDVR
URXL,URXL,CEPDL,ASKL,URXR,SMDVL
URXR,URXR,CEPDR,ASKR,ADLR,SMDVR
AIBL,AWCL,AIBL,ASHL,SIBDL,ASEL
AUAL,AUAL,RIBL,AIBL,ASHL,AVDL
RIML,RIBL,AVDL,AVBL,AVJL,ASJL
ASEL,ASEL,AVJL,AVBL,RIBL,AVDL
RIMR,AVDR,AIZR,AINR,RIBR,M2R
AVDL,AVDL,AINL,AVJL,AVBL,ASGL
AINL,AINL,AVDL,AVJL,AVBL,AIZL
AWBL,AWBL,ADFL,ASGL,SMDVL,RIAL
AWAL,AWBL,AWAL,ASGL,ADFL,ASHL
AVJL,AWBL,AVJL,ASGL,ASEL,AVHL
RMDDL,RMDDL,AIBL,SMBDL,RMHL,SAADL
RMDDR,RIMR,RMDDR,SMBDR,RMFR,RMFL
SAAVL,SAAVL,RIAL,SMDVL,CEPDL,AVAL
RIAL,RIAL,SMDVL,SAAVL,CEPDL,ADFL
SAAVR,SAAVR,SMDVR,RIAR,CEPDR,BAGR
AIZL,AIZL,RICL,M2L,AINL,FLPL
AVG,AVG,DD1,VD2,VD1,DB1
VD2,VB3,VD2,VA2,DA1,DD1
DD1,VD2,DD1,DA1,AS1,AVG
FLPL,FLPL,ADEL,ADAL,RICL,AVKL
I3,I3,MI,M4,IL2DR,I2R
,NSML,MCL,I2L,I1L,M3L
I2L,I2L,MCL,I1L,NSML,I1R
I2R,MCR,I2R,NSMR,I1R,MCL
,URADL,M4,OLLL,IL1DL,URYDL
,URBL,RIPL,BAGL,IL1L,RMEL
,URYVR,IL1R,URBR,IL2R,RIPR
,URAVL,URYVL,IL1VL,IL1L,URBL
M3L,M3L,IL1L,IL2VL,NSML,IL2L
M3R,M3R,IL2R,IL2VR,IL1R,URYVR
,SMDVL,CEPDL,URXL,SAAVL,RIAL
,ADLL,ASKL,ASGL,RIVL,ASIL
,ASGL,AWBL,RIVL,AVHL,ADLL
