GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,MCR,I2L,I2R
I1L,I1L,I1R,I2L,MCL,MCR
I2L,I2L,MCL,NSML,I1L,MCR
I2R,MCR,I2R,NSMR,I1R,MCL
NSMR,I2R,MCR,NSMR,MCL,I1R
NSML,NSML,I2L,MCL,M3L,IL2VL
MCL,MCL,I2L,NSML,MCR,I1L
MCR,MCR,I2R,NSMR,MCL,I1R
M3R,M3R,NSMR,I2R,MCR,IL2R
M3L,M3L,IL2L,IL2VL,NSML,IL1VL
I3,I3,MI,M4,IL2DR,IL2DL
IL2DL,IL2DL,I3,M4,MI,IL2DR
IL2DR,NSMR,I2R,MCR,IL2DR,IL2R
URADL,URADL,IL1DL,M4,OLLL,URYDL
URYDL,URYDL,IL1DL,OLLL,OLQDL,RMEL
IL1DL,IL1DL,IL1DR,URYDR,OLQDR,URADR
OLQDR,OLQDR,URYDR,RMER,RIPR,IL1DR
OLQDL,OLQDL,RMED,OLQDR,IL1DL,URYDL
RMED,RMED,OLQDR,URYDR,IL1DR,RMER
OLLR,URADR,OLLR,URYDR,IL2R,IL1DR
OLLL,OLLL,IL1DL,URYDL,URADL,RIPL
URBR,URBR,IL2R,RIPR,IL1R,OLLR
URBL,URBL,RIPL,RMEL,IL2L,OLLL
IL1L,IL1L,IL2L,OLLL,RIPL,IL1DL
IL1R,IL1R,IL2R,OLLR,NSMR,M3R
RMEL,RMEL,BAGL,RMDVL,SAAVL,RIPL
RMER,BAGR,RMER,URBR,RIPR,OLQVR
URYVL,URYVL,BAGL,RMEL,RIPL,URAVL
URYVR,URYVR,URAVR,IL1R,RIPR,IL1VR
IL2VR,IL2VR,IL1VR,IL1VL,IL2VL,URAVR
IL2VL,IL2VL,IL2L,IL1VL,URYVL,URAVL
OLQVL,OLQVL,BAGL,RMDVL,RMEL,CEPVL
OLQVR,OLQVR,URAVR,BAGR,CEPVR,URYVR
IL1VL,IL1VL,URAVL,URYVL,OLQVL,BAGL
IL1VR,IL1VR,URAVL,IL1VL,CEPVL,OLQVL
CEPVL,CEPVR,RMEV,CEPVL,RIH,BAGR
CEPVR,CEPVL,BAGL,URAVL,OLQVL,RMEV
RID,CEPDR,URXR,RID,SAAVR,OLQDR
URXL,URXR,URXL,CEPDR,ALA,ASKR
URXR,SAAVR,RIAR,URXR,CEPDR,SMDVR
CEPDR,SMDVR,RIAR,SAAVR,CEPDR,AWBR
CEPDL,CEPDL,URXL,ALA,SMDVL,ASKL
SMDVL,ASKL,SMDVL,URXL,CEPDL,ADLL
RIAL,RIAL,URXL,SMDVL,ASKL,SAAVL
SAAVL,SAAVL,SMDVL,RIAL,RMDVL,AVAL
RMDVR,RMDVR,AVAR,BAGR,RMDR,AVER
AVAR,AVER,AVAR,RMDR,SAAVR,AFDR
AVEL,AVEL,AWCL,RMDL,AVAL,AFDL
AVER,SMDDR,SAADL,SAADR,AVER,RMDR
RMDL,AVAL,RMDL,AVEL,RMDVL,AWCL
RIVL,RIVL,RIVR,I4,AVHL,ADLL
RIVR,ASER,RIBR,AINR,AVJR,AVBR
M1,M1,RIVR,AVJR,AINR,AVHR
AVJL,AVJL,RIVL,ASIL,AVHL,AVBL
AVJR,RIBR,AVBR,AIZR,AUAR,AWCR
ASGL,ASGL,ADLL,AWBL,AVHL,RIVL
ASGR,ASGR,AWBR,ASHR,ASER,AWAR
AWAR,AWAR,ASHR,AFDR,AWCR,AWBR
AWAL,AWAL,ASHL,ASGL,AFDL,AWCL
AWBL,AWBL,ASGL,AVAL,AFDL,ADFL
ASEL,ASEL,AWBL,AVBL,ASGL,AVJL
AVDR,ASJR,RICR,FLPR,RIMR,AIZR
AVDL,AVDL,AINL,AVBL,ASIL,AVJL
RIML,RIBL,ASHL,AVBL,AVDL,RIML
AIBL,ASHL,AWCL,AIBL,RIBL,AUAL
AIBR,RMHR,RMFR,SMBDR,SMDDR,SAADL
AIZL,AIZL,AINL,RICL,AVJL,AVDL
AIZR,ASJR,RICR,AIZR,AIMR,FLPR
AINL,I6,AINL,ASIL,AVDL,RIVL
AINR,AINR,FLPR,AIZR,AVDR,RICR
FLPL,FLPL,ADEL,ADAL,RMGL,DD1
ADAL,ADAL,DD1,VB3,RIGL,AVG
ADEL,ADEL,ADAL,VB2,VB1,VB3
RICL,RICL,AIZL,ADAL,ADEL,FLPL
RICR,ADAR,AQR,RICR,FLPR,I5
RMDDL,RMDDL,AIBL,RMDL,AWCL,SAADL
RMDDR,SMBDL,RMDDR,RMDDL,RMFL,SMBVL
AUAL,AUAL,AIZL,AWCL,RIBL,ASJL
AUAR,AIAL,SMBVR,AVL,AIAR,SMBVL
