GT,Top1,Top2,Top3,Top4,Top5
I2R,I1R,I2R,MCR,NSMR,I1L
IL2DL,MI,I3,IL2DL,I1L,MCL
I2L,I2L,I1L,NSML,MCL,I1R
MCL,MCL,I1L,I2L,NSML,I1R
NSMR,I2R,NSMR,MCR,I1R,I1L
MCR,MCR,MCL,I1R,I2R,NSMR
IL2R,I2R,NSMR,IL2DR,MCR,I1R
NSML,NSML,MCL,I2L,I1L,M3L
IL1R,NSMR,I2R,IL2DR,MCR,IL2R
MI,MI,I3,IL2DL,M4,MCL
IL2VL,IL2VL,NSML,I2L,IL1VL,MCL
I3,I3,IL2DL,MI,M4,IL2DR
IL1VL,IL1VL,IL2VL,NSML,I2L,M3L
M3R,M3R,NSMR,IL2VR,I2R,IL2R
IL2L,IL2L,OLLL,IL2DL,IL1L,URADL
M4,M4,IL2DL,OLLL,I3,URADL
M3L,M3L,IL2L,IL1L,OLLL,IL2VL
IL2DR,IL2DR,URADR,IL1DR,URYDR,I3
URBR,IL2R,OLLR,URBR,IL1R,IL2DR
IL1VR,IL2VR,IL1VR,URYVR,IL1R,IL1VL
IL1L,IL1L,IL2L,OLLL,URBL,URYVL
URYVR,IL1R,IL2R,URYVR,OLLR,RIPR
URADL,URADL,OLLL,IL1DL,URYDL,M4
IL1DR,IL1DR,URADR,URYDR,IL2DR,OLLR
URYVL,URYVL,IL1L,URAVL,IL1VL,URBL
URADR,URADR,URYDR,OLLR,IL1DR,IL2DR
RIPR,RIPR,URBR,IL2R,OLLR,IL1R
OLLR,OLLR,URADR,RIPR,URYDR,IL2R
IL1DL,IL1DL,OLLL,URYDL,OLQDL,URADL
URBL,OLLL,URBL,IL2L,IL1L,RIPL
OLQVR,URBR,RIPR,IL2R,URYVR,OLLR
URYDR,URYDR,URADR,IL1DR,OLQDR,OLLR
RIPL,RIPL,OLLL,URBL,IL1L,URYDL
URAVR,URAVR,URYVR,IL1VR,IL2VR,OLQVR
BAGR,URYVR,RIPR,URAVR,OLQVR,URBR
URAVL,URAVL,OLQVL,URYVL,IL1VL,BAGL
BAGL,URBL,RIPL,BAGL,RMEL,OLQVL
OLQDR,OLQDR,URYDR,IL1DR,RMED,RIPR
OLQVL,URAVL,OLQVL,BAGL,URYVL,URBL
URYDL,URYDL,OLQDL,RMEL,IL1DL,OLLL
RMER,RIPR,RMER,URYVR,URBR,OLQVR
CEPVR,OLQVR,IL1VR,URYVR,URAVR,CEPVR
RMEL,URYDL,RIPL,RMEL,OLLL,OLQDL
OLQDL,OLQDL,URYDL,RMED,OLQDR,IL1DL
RMED,RMED,OLQDL,OLQDR,IL1DR,URYDR
,RMER,URYDR,SAAVR,SMDVR,RIPR
SAADL,BAGL,OLQVL,CEPVL,URAVL,RIPL
HMC,RMEL,SAAVL,CEPDL,RMDVL,BAGL
CEPVL,OLQVL,BAGL,URAVL,CEPVL,CEPVR
RMDVR,RMDVR,BAGR,RMER,OLQVR,SAAVR
SAADR,CEPVR,OLQVR,URAVR,BAGR,RMEV
OLLL,SAAVL,CEPDL,SMDVL,RMEL,URXL
