GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I1L,I2R,MCR,I2L
I2L,I2L,I1L,NSML,MCL,MCR
I2R,MCR,I2R,NSMR,I1R,MCL
NSMR,NSMR,I2R,MCR,M3R,MCL
NSML,NSML,I2L,MCL,M3L,IL2L
M3R,M3R,IL2VR,NSMR,I2R,IL2R
M3L,M3L,IL2L,IL2VL,IL2DL,NSML
I3,I3,MI,IL2DR,IL2DL,MCR
IL2DL,IL2L,IL2DL,NSML,I2L,URADL
IL2DR,IL2R,IL2DR,IL1R,OLLR,URBR
M4,M4,IL2DR,URADL,IL2DL,I3
MI,MI,I3,IL2DL,IL2DR,M4
MCL,MCL,NSML,I2L,MCR,I1L
IL2VR,I1R,I1L,I2R,I2L,MCR
OLQDL,OLQDL,URYDL,RMED,OLQDR,IL1DL
OLQDR,OLQDR,RMER,RMED,RIPR,URYDR
URYDR,URYDR,RMER,RIPR,OLLR,OLQDR
URYDL,URYDL,IL1DL,URADL,OLQDL,OLLL
OLLL,OLLL,URYDL,URADL,IL1DL,URBL
OLLR,OLLR,IL1R,RIPR,URYDR,IL2R
URADR,URADR,IL2DR,OLLR,URYDR,IL1DR
URBR,URBR,RIPR,IL1R,RMER,IL2R
IL1L,IL1L,IL2L,URBL,OLLL,URYDL
IL1R,IL1R,IL2R,OLLR,IL2VR,URYVR
RMER,BAGR,RMER,RIPR,OLQVR,URYVR
RMEL,RMEL,BAGL,URBL,OLQVL,RIPL
RIPL,RIPL,URBL,URYDL,RMEL,BAGL
BAGL,BAGL,OLQVL,URAVL,CEPVL,RIPL
OLQVL,URBL,OLQVL,URYVL,URAVL,RIPL
OLQVR,OLQVR,CEPVR,URAVR,BAGR,URYVR
URYVL,URYVL,URAVL,IL1VL,OLQVL,URBL
URYVR,URYVR,IL1R,IL2VR,URAVR,IL1VR
CEPVR,CEPVR,RIH,RMEV,CEPVL,SAADR
CEPVL,CEPVL,OLQVL,URAVL,BAGL,IL1VL
RMEV,RMEV,RIH,CEPVL,RMDL,SAADR
IL1DL,IL1DL,URYDL,IL1DR,URADL,OLQDL
IL1DR,IL1DR,URYDR,IL1DL,URADR,OLQDR
CEPDR,CEPDR,SMDVR,URXR,RIAR,ASKR
CEPDL,CEPDL,SMDVL,URXL,ALA,ASKL
URXR,URXR,CEPDR,SAAVR,RIAR,SMDVR
URXL,URXL,URXR,CEPDL,ASKL,ALA
RID,ALA,RID,CEPDR,URXR,ASKR
ADLR,ADLR,ASKR,ASIR,AWBR,AWAR
ADLL,ADLL,ASKL,RIVL,ADLR,ASIL
RIVL,RIVL,RIVR,I4,ADLL,ASIL
RIVR,RIVR,ASIR,AVHR,AVJR,ASGR
ASGL,ASGL,ADLL,AWBL,ASKL,ASIL
ASGR,ASGR,AWBR,AWAR,ASHR,AFDR
AWBR,ASGL,AWBL,ADFL,ADLL,ASKL
AWBL,AWBL,ASGL,ADFL,ASEL,AFDL
AWAL,ASKL,ADFL,AWBL,AVAL,SMDVL
SMDVR,SMDVR,AWBR,ASKR,AFDR,RIAR
SMDVL,SMDVL,ASKL,CEPDL,RIAL,URXL
RIAL,RIAL,SAAVL,SMDVL,CEPDL,URXL
RIAR,RIAR,SMDVR,SAAVR,ADFR,AFDR
SAAVR,SAAVR,SMDVR,RIAR,AFDR,AVAR
SAAVL,SAAVL,RIAL,AVAL,SMDVL,RMDVL
AVAL,AVAL,RMDL,AVEL,AFDL,SAAVL
AVAR,RMDR,AVAR,AWCR,AVER,AFDR
AVER,AVER,RMDR,SMDDR,RMDDR,AIBR
AVEL,AVEL,RMDL,AIBL,AWCL,AFDL
AWCL,AWCL,ASHL,RMDL,AFDL,AWBL
AWCR,AWCR,ASHR,AUAR,SIBDR,SIBVR
AIBR,AIBR,SMDDR,RMDDR,RIBR,SMBDR
AIBL,AIBL,ASHL,AWCL,AUAL,RIBL
AUAL,AUAL,RIBL,ASHL,AVBL,ASEL
RIMR,AIAR,SMBVR,RICR,AIMR,I5
RIML,AIZL,RIBL,ASJL,RICL,AVBL
ASEL,ASEL,AVJL,AWBL,ASGL,ASHL
ASER,ASER,ASHR,RIBR,AWCR,AUAR
AVDR,AVDR,RIBR,AIZR,RICR,FLPR
AVDL,AVDL,AVJL,AVBL,ASEL,AINL
FLPR,FLPR,RICR,AIZR,ADER,AQR
FLPL,FLPL,ADEL,ADAL,RMGL,RICL
RICL,RICL,AIZL,ADEL,FLPL,AVKL
RICR,RICR,AIZR,FLPR,I5,AIMR
AINR,AINR,AVDR,AVJR,ASER,AIZR
AINL,AINL,AVJL,AVDL,I6,AIZL
AVHL,AVHL,RIVL,AVJL,ASGL,ASIL
AVJR,AVJR,AVHR,AWBR,ASER,ASGR
AIZR,AIZR,RIBR,ASJR,AIAL,RICR
RIBL,AVJL,ASGL,AVBL,ASEL,ASIL
RMDVR,RMDVR,AVAR,BAGR,RMDR,AFDR
RMDVL,RMDVL,AVAL,BAGL,RMDL,SAAVL
M1,M1,I4,RIVR,M2R,AVJR
I6,I6,ADEL,M5,FLPL,AIZL
M5,RMGL,M5,ADAL,ADEL,I6
ADEL,ADAL,ADEL,VA1,RMGL,VB2
ADER,ADAR,ADER,AQR,FLPR,RICR
AQR,RIFR,RIFL,VA1,AVG,SABD
ADAL,DD1,VB3,ADAL,RIGL,AVG
RMDDL,RMDDL,AUAL,AIBL,SMBDL,SAADL
RMDDR,AIMR,RIMR,AIAL,AUAR,SMBVR
RIH,SAADL,RMFL,SMBDR,RMFR,SMBDL
