GT,Top1,Top2,Top3,Top4,Top5
,I2L,I1L,MCL,NSML,I1R
,I1R,I1L,I2R,MCR,MCL
,I1L,I3,MI,MCR,I1R
,I2R,I1R,MCR,I1L,NSMR
,I1L,I3,MCR,MI,MCL
,M4,MCR,I3,URADL,IL2DL
,M3R,I2R,NSMR,MCR,M3L
IL1VL,M3L,I2L,NSML,IL2VL,MCL
,NSML,I2L,M3L,IL2L,IL2VL
IL2DR,IL2DR,URADR,IL1DR,I3,M4
IL1VR,M3L,IL1L,IL1VL,IL2VL,I2L
,IL2VR,IL1VL,IL1VR,IL2VL,M3R
,OLLL,IL2L,URADL,IL2DL,URYDL
,IL2R,M3R,NSMR,IL1R,I2R
,IL1L,URYVL,M3L,IL1VL,URBL
IL1DR,IL1DR,URADR,URYDR,OLLR,IL1DL
OLLR,OLLR,URADR,IL1DR,URYDR,IL2R
,IL1R,IL2R,URYVR,IL2VR,OLLR
URBR,URBR,IL2R,OLLR,IL1R,URYVR
URYVR,IL1VR,URYVR,IL1VL,IL2VR,URAVL
IL1DL,URYDL,IL1DL,URADL,OLQDL,OLLL
,RIPR,URBR,RMER,URYDR,IL1R
OLQVR,OLQVR,URYVR,IL2VR,URAVR,IL1VR
OLQVL,URBL,OLQVL,URYVL,BAGL,RIPL
OLQDR,OLQDR,URYDR,IL1DR,RMED,URADR
OLQDL,OLQDL,RMED,URYDL,IL1DL,OLQDR
RMER,RMEL,BAGL,URBL,RIPL,URYDL
RMEL,RMER,URBR,BAGR,URYVR,OLQVR
RMED,RMED,RID,OLQDL,OLQDR,CEPDR
,CEPVR,BAGR,OLQVR,URAVR,URYVR
,URAVL,OLQVL,CEPVL,CEPVR,RMEV
RMDVL,RMDVL,BAGL,AVAL,SAAVL,RIAL
,CEPVL,OLQVL,RMDL,RMEV,AVEL
,RID,CEPDR,ALA,URXR,URXL
SMDVL,SAAVL,SMDVL,RIAL,RMDVL,CEPDL
SMDVR,SAAVR,SMDVR,AVAR,RIAR,RMER
RMDVR,RMDVR,BAGR,AVAR,CEPVR,SAAVR
CEPVL,RMEV,RIH,SAADR,CEPVR,CEPVL
URXR,URXR,CEPDR,SMDVR,RIAR,SAAVR
AVAL,AVAL,RMDL,RMDVL,AFDL,AVEL
RIAL,RIAL,AVAL,ADFL,SAAVL,SMDVL
RIAR,SMDVR,RIAR,SAAVR,AVAR,AFDR
,SAADR,RMEV,RIH,SMDDL,SAADL
,ASKL,RIAL,CEPDL,URXL,SMDVL
AVAR,AVAR,AVER,RMDR,AFDR,CEPVR
CEPDR,CEPDR,RIAR,URXR,SMDVR,ASKR
AVEL,AVEL,RMDL,AVAL,AFDL,AWCL
RMDL,RMDL,AWCL,AVEL,AFDL,SIBDL
ALA,ALA,CEPDR,URXR,ADLR,RID
URXL,URXL,ASKL,CEPDL,URXR,ALA
,ASKR,ADLR,SMDVR,RIAR,CEPDR
CEPDL,ADLL,ALA,ASKL,RIVL,ADLR
AFDR,RMDR,AVER,AVAR,AFDR,AIBR
AVER,AVER,SMDDR,RMDR,RMDDR,SAADL
,AWCL,AIBL,ASHL,AFDL,SIBDL
RMDR,SAADL,SAADR,SIBVR,SMDDR,RIR
ASGR,AWAR,AWBR,AFDR,RIAR,SMDVR
,AWBL,ASGL,AWAL,ADLL,ADFL
ADLR,ADLR,ASKR,AWBR,ASGR,AWAR
,AWBR,ASHR,ASGR,AFDR,AWAR
,ASHL,AIBL,AWCL,RMDDL,SIBDL
,RMDDL,SAADL,SMDDL,RMDDR,AIBL
,RIVL,AVHL,ASGL,ADLL,ASIL
,AIBR,AWCR,ASGR,RIBR,SIBDR
,AWBR,ASGR,ASHR,AVHR,AWAR
,RMHR,SMBDR,RMDDR,SIBVR,RMFR
,SMBDL,RMFL,RMHR,RMFR,SIBVL
AVHR,ASER,ASHR,AWCR,AVBR,AWBR
