GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
IL2VR,I1R,I2R,MCL,I1L,MCR
IL2VL,MCL,NSML,IL2VL,I2L,M3L
I2L,I2L,I1L,MCL,NSML,M3L
I2R,MCR,I2R,I1R,NSMR,MCL
NSMR,I2R,NSMR,MCR,M3R,MCL
NSML,NSML,M3L,IL2L,MCL,I2L
MCR,MCR,NSMR,MCL,I2R,M3R
M3R,M3R,IL2VR,M3L,IL2R,NSMR
M3L,M3L,IL2L,OLLL,IL1L,M3R
I3,I3,IL2DR,IL2DL,M4,MI
MI,I3,MI,M4,IL2DR,IL2DL
M4,M4,IL2DR,URADR,IL1DL,IL2DL
IL2DR,I3,MI,IL2DR,I1R,MCR
IL2DL,MI,I3,IL2DL,I1L,I1R
URADL,URADL,IL1DL,URYDL,OLLL,M4
URADR,URADR,URYDR,OLLR,IL2R,IL2DR
RMED,RMED,OLQDR,URYDR,RMER,CEPDR
OLQDL,OLQDL,RMED,URYDL,OLQDR,URXL
OLQDR,OLQDR,RMER,URYDR,SAAVR,CEPDR
IL1DR,IL1DR,URYDR,IL1DL,OLQDR,URADR
URYDR,RIPR,URYDR,RMER,URBR,OLLR
IL2R,IL2R,NSMR,IL1R,IL2DR,I2R
IL1R,IL1R,IL2R,URYVR,BAGR,OLLR
IL1L,IL1L,RMEL,URYDL,BAGL,URYVL
URBL,OLLL,URBL,RMEL,URYDL,RIPL
RMER,RMER,BAGR,RIPR,OLQVR,URBR
RMEL,RMEL,SAAVL,URYDL,OLQDL,RMDVL
OLLR,URBR,OLLR,IL2R,URYDR,IL1R
URYVR,BAGR,OLQVR,URYVR,URAVR,CEPVR
URYVL,BAGL,RMEL,URYVL,OLQVL,URBL
URAVL,URAVL,URYVL,IL1VL,OLQVL,IL1L
IL1VR,IL1VR,IL2VR,IL1VL,URYVR,OLQVR
RID,URXR,CEPDR,ALA,RID,URXL
CEPDR,CEPDR,SMDVR,RIAR,URXR,SAAVR
CEPDL,CEPDL,URXL,SMDVL,ALA,ASKL
RIAL,RIAL,SMDVL,URXL,SAAVL,ASKL
SMDVL,ASKL,ADLL,SMDVL,ASGL,URXL
SMDVR,SMDVR,RIAR,SAAVR,ASKR,AWBR
ASIR,ASIR,ASER,AINR,ASGR,AVHR
M1,RIVR,M1,AVJR,AVHR,AINR
RIVL,RIVL,AVHL,AWBL,ASGL,ASEL
AVAL,SAAVL,AVAL,SMDVL,RMDVL,RIAL
AVAR,SAAVR,AVER,AVAR,AFDR,RMDR
RMDVR,RMDVR,AVAR,RMDR,AFDR,BAGR
RMDVL,RMDVL,AVAL,RMDL,AVEL,AFDL
RMDL,RMDL,AVEL,AVAL,RMDDL,AWCL
AVEL,AVEL,RMDL,AFDL,AIBL,AVAL
AWAL,ASGL,AWAL,AWBL,ASEL,ASHL
AWAR,AWAR,ASHR,AWBR,ASGR,ADLR
ASGR,AWBR,ASGR,ASER,ASHR,AWCR
ASEL,AWBL,ASEL,ASGL,AWCL,AVHL
AVJL,AVJL,ASEL,AVBL,AINL,ASGL
AVJR,AIZR,AVDR,AINR,AVBR,AUAR
AVDL,AVDL,AINL,AVBL,AIZL,ASEL
AWCL,AWCL,ASHL,AWBL,AIBL,AVAL
AIBR,AIBR,SMDDR,AVER,SIBDR,RMDR
AIBL,RIBL,RIML,ASHL,RMDDL,AIBL
AUAL,AUAL,ASHL,AWCL,ASEL,RIBL
AUAR,RIBR,AUAR,AWCR,RIMR,ASJR
AIZR,AIZR,RIMR,RICR,AIAL,AUAR
AIZL,AIZL,RICL,FLPL,ASJL,AINL
RICL,RICL,VB2,AIML,AIZL,AVKL
RICR,RICR,I5,AQR,RIS,VB2
FLPL,FLPL,ADEL,VA1,RIS,ADAL
ADEL,ADEL,ADAL,FLPL,VA1,RIS
ADER,ADAR,AQR,FLPR,ADER,RICR
ADAL,ADAL,VB3,ADEL,RIGL,DD1
RMGL,AS1,DD1,RMGL,AVG,VA1
M5,I6,M5,I4,AINL,RMGL
RMDDL,AUAL,RMDDL,SMBVL,SMBDL,RIML
RMDDR,AIMR,AIAL,AIZR,RIMR,SMBVR
