GT,Top1,Top2,Top3,Top4,Top5
IL2DR,I1R,I1L,MI,I2R,MCR
I2R,I2R,NSMR,MCR,I1R,I1L
I2L,I2L,I1L,NSML,MCL,M3L
MCR,MCR,I2R,NSMR,MCL,M3R
MCL,MCL,I1L,I2L,NSML,MCR
MI,MI,I3,I1L,I1R,MCL
NSMR,NSMR,I2R,MCR,M3R,IL2VR
NSML,NSML,I2L,MCL,I1L,IL2L
I3,I3,MI,IL2DR,IL2DL,M4
IL2VR,IL2VL,IL2VR,IL1VL,NSML,MCL
M3R,M3R,IL2VR,NSMR,I2R,IL1VR
IL2DL,IL2DL,I3,URADL,MI,IL1DL
M4,M4,IL2DR,I3,MCR,M3R
IL2R,IL2R,IL1R,URBR,NSMR,OLLR
M3L,M3L,IL2L,IL1L,OLLL,NSML
URBR,IL2DR,URADR,M3R,IL2R,OLLR
URYDR,URADR,IL2DR,IL1DR,OLLR,URYDR
IL2VL,IL2L,IL1L,IL2VL,URYVL,M3L
URADR,URADR,URYDR,OLLR,IL1DR,IL1R
IL1DR,IL1DR,URADR,IL2DR,URYDR,IL1DL
IL2L,URADL,IL1DL,OLLL,URYDL,IL2DL
OLLR,OLLR,URBR,URYDR,IL1R,IL2R
IL1VR,IL1VR,IL1VL,IL2VR,IL2VL,URAVL
IL1R,IL1R,IL2R,URBR,URYVR,IL2VR
URADL,URADL,IL1DL,URYDL,OLLL,IL1DR
IL1VL,IL1VL,IL1L,URYVL,IL2VL,URAVL
IL1DL,IL1DL,IL1DR,URYDL,URADL,OLQDL
OLLL,OLLL,URYDL,URADL,IL1DL,OLQDL
RIPR,RIPR,URYDR,URBR,IL1R,OLLR
IL1L,IL1L,OLLL,IL2L,URBL,URYDL
OLQDR,OLQDR,IL1DR,URYDR,OLQDL,OLLR
URYVR,URYVR,OLQVR,URAVR,IL1VR,IL2VR
URAVR,URAVR,IL1VR,URAVL,URYVR,IL2VR
URBL,OLLL,URBL,URYDL,OLQDL,RMEL
URYDL,OLQDL,URYDL,IL1DL,IL1DR,URADL
BAGR,BAGR,URBR,OLQVR,URYVR,RMER
RMER,RMER,URYDR,URBR,OLQDR,OLLR
URYVL,URYVL,URBL,IL1L,RMEL,RIPL
URAVL,URAVL,URYVL,BAGL,RMEL,OLQVL
RIPL,RIPL,URBL,RMEL,URYDL,BAGL
OLQDL,OLQDL,OLQDR,RMED,URYDL,IL1DR
RMEL,URYDL,RMEL,OLQDL,RIPL,IL1DL
OLQVL,OLQVL,BAGL,URBL,RMEL,URYVL
OLQVR,OLQVR,CEPVR,BAGR,URAVR,IL2VR
CEPVR,CEPVR,CEPVL,OLQVR,IL1VR,BAGR
RMED,RMED,OLQDR,URYDR,IL1DR,RMER
BAGL,RMEL,BAGL,URBL,RIPL,RMDVL
CEPVL,BAGL,CEPVL,OLQVL,RMEL,URAVL
SMDDR,CEPVR,BAGR,RMDR,OLQVR,RMDVR
RMDVR,RMDVR,AVAR,BAGR,SAAVR,SMDVR
SMDVR,SMDVR,SAAVR,RMDVR,RIAR,BAGR
SIADR,RIH,RMEV,CEPVR,SAADR,CEPVL
SAAVR,RMDR,AVER,AVAR,RMDVR,CEPVR
RIAR,SMDVR,RIAR,SAAVR,RMDVR,CEPDR
AVAR,AVAR,SAAVR,RMDVR,AFDR,AVER
RID,RID,CEPDR,URXR,ALA,ASKR
RMEV,RMEV,CEPVL,AVEL,RIH,RMDL
URXR,URXR,CEPDR,RID,SMDVR,RIAR
RMDVL,RMDVL,SAAVL,SMDVL,RIAL,AVAL
ADFR,SMDVR,ADFR,AFDR,RMDVR,AVAR
SAAVL,SAAVL,RIAL,CEPDL,URXL,SMDVL
CEPDR,CEPDR,SMDVR,URXR,RIAR,SAAVR
RMDR,RMDR,AVER,SIBDR,AWCR,AVAR
AVER,AVER,RMDR,AVAR,AFDR,RMDVR
ASKR,URXR,RIAR,ASKR,CEPDR,SMDVR
CEPDL,CEPDL,URXL,RID,ALA,URXR
AFDR,AFDR,AVAR,ADFR,AVER,RMDR
SIBVR,RMEV,SAADL,SAADR,SIBDL,SMDDL
AVAL,SAAVL,SMDVL,RIAL,CEPDL,AVAL
ALA,ALA,CEPDR,URXR,RID,ASKR
URXL,URXR,URXL,CEPDL,ALA,CEPDR
RIR,RMDL,AVEL,SIBDL,AIBL,AWCL
RIAL,URXL,RIAL,CEPDL,ASKL,SMDVL
RIMR,SMDDR,AVER,SAADL,SAADR,RMDR
RMDL,AVEL,RMDL,AVAL,AFDL,AWCL
AWBR,AWBR,AFDR,AWAR,ASGR,ADFR
SAADR,SAADR,SAADL,SIBVR,RIH,RMDDL
SMDVL,CEPDL,ASKL,URXL,SMDVL,RIAL
RIBR,SIBDR,AWCR,RMDR,AIBR,ASHR
RIVR,ADLR,ASKR,RIAR,SMDVR,URXR
