GT,Top1,Top2,Top3,Top4,Top5
I1R,I1L,I1R,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
URAVR,I1R,I1L,MCR,I2R,NSMR
URYVR,I1R,I2R,MCR,I1L,NSMR
I2L,I2L,NSML,MCL,I1L,M3L
MCL,MCL,NSML,I2L,MCR,I1L
I2R,I2R,MCR,NSMR,I1R,I1L
MCR,MCR,NSMR,I2R,MCL,I1R
NSML,NSML,MCL,I2L,M3L,IL2VL
NSMR,NSMR,MCR,I2R,I1R,M3R
MI,MI,I3,IL2DL,M4,MCR
I3,I3,MI,IL2DL,M4,IL2DR
M4,M4,I3,IL2DL,MCR,IL2DR
M3R,M3R,NSMR,I2R,MCR,M3L
M3L,M3L,IL2VL,NSML,MCL,IL1L
IL1R,IL1R,IL2R,NSMR,IL2DR,M3R
IL2VR,IL2VR,IL1VR,IL1VL,URYVR,IL2VL
IL2DR,IL2DR,URADR,IL1DR,IL2R,URYDR
URYVL,IL1L,URYVL,IL2L,OLLL,URBL
IL2R,IL2R,IL2DR,URADR,OLLR,IL1R
IL2DL,IL2DL,URADL,IL1DL,OLLL,URYDL
IL2L,IL2L,OLLL,URADL,IL1L,URBL
URBL,IL2L,IL1L,OLLL,URBL,URYVL
IL1VR,IL2VR,IL1VR,URYVR,IL1VL,IL1R
URADR,URADR,IL1DR,URYDR,IL2DR,OLLR
IL2VL,IL1VL,URAVL,URYVL,OLQVL,IL2VL
OLQVL,IL2L,IL1L,URYVL,OLLL,URBL
OLLR,OLLR,IL2R,URADR,URBR,URYDR
URADL,URADL,OLLL,IL1DL,URYDL,OLQDL
OLLL,OLLL,IL1L,URBL,URADL,URYDL
OLQVR,URYVR,IL1R,IL2R,IL2VR,URBR
URAVL,URYVL,URAVL,IL1L,OLQVL,IL1VL
IL1DL,IL1DL,IL1DR,URYDL,URADL,OLQDL
IL1DR,URYDR,IL1DR,URADR,IL2DR,IL1DL
URBR,URBR,IL2R,IL1R,OLLR,URYVR
IL1VL,IL1VL,URAVL,OLQVL,URYVL,IL1VR
IL1L,URBL,RIPL,BAGL,IL1L,OLLL
,IL1VR,IL2VR,URYVR,IL1VL,URAVR
,URYDR,IL1DR,URADR,OLLR,IL1R
URYDL,URYDL,OLQDL,IL1DL,OLLL,URADL
URYDR,IL1DR,URYDR,OLQDR,URADR,OLLR
RIPL,RIPL,URBL,BAGL,OLQVL,URYVL
BAGL,BAGL,OLQVL,RIPL,URAVL,URYVL
