GT,Top1,Top2,Top3,Top4,Top5
AMSOL,I1L,I1R,I2L,MCL,MI
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I2R,I1L,MCR,NSMR
IL2VR,NSMR,I2R,MCR,I1R,MCL
I2L,NSML,I2L,MCL,I1L,M3L
I2R,NSMR,I2R,MCR,I1R,M3R
MCL,MCL,I2L,NSML,I1L,MCR
MI,MI,I3,IL2DR,M4,MCR
NSML,I2L,NSML,MCL,M3L,I1L
I3,I3,MI,M4,MCR,IL2DR
MCR,MCR,NSMR,I2R,M3R,MCL
IL2VL,I2L,NSML,IL2VL,MCL,IL1VL
NSMR,I2R,NSMR,MCR,IL2VR,IL2R
IL1VL,NSML,IL2VL,IL1VL,I2L,M3L
M4,M4,I3,IL2DR,URADR,MI
IL2DR,IL2DR,URADR,M4,IL2R,I3
IL1VR,IL1VR,IL2VR,NSMR,I2R,M3R
IL2R,IL2R,OLLR,URADR,IL1R,IL2DR
IL2DL,IL2DL,URADL,IL1DL,OLLL,M4
M3L,M3L,IL2L,IL1L,OLLL,NSML
M3R,M3R,IL1R,IL2VR,IL2R,NSMR
URADL,URADL,OLLL,IL2DL,IL1DL,URYDL
IL1R,IL2R,IL1R,OLLR,URBR,NSMR
,IL2VR,IL1VR,IL1VL,URYVR,IL1R
URADR,URADR,OLLR,IL2R,IL1DR,URYDR
OLLL,OLLL,URADL,IL2L,URYDL,IL1L
IL2L,IL2L,IL1L,URBL,OLLL,URADL
OLLR,OLLR,IL2R,URADR,IL1R,URBR
URYVR,IL1R,URYVR,IL2VR,IL2R,URBR
IL1DR,IL1DR,URADR,URYDR,OLLR,IL1DL
URYVL,URYVL,IL1L,IL1VL,URAVL,OLQVL
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLQDL
URAVR,URYVR,URAVR,IL2VR,IL1VR,IL1R
IL1L,IL1L,URYVL,IL2L,OLLL,URBL
URBR,URBR,RIPR,OLLR,IL1R,IL2R
BAGR,RIPR,IL1R,URBR,URYVR,URAVR
URYDR,URYDR,URADR,OLLR,IL1DR,RIPR
URYDL,URYDL,OLLL,IL1DL,OLQDL,URADL
URAVL,URAVL,URYVL,OLQVL,IL1VL,BAGL
URBL,URBL,IL2L,RIPL,RMEL,OLLL
SIBVR,URAVR,IL1VR,IL1VL,IL2VR,URAVL
RIPL,RIPL,URBL,URYDL,RMEL,OLLL
OLQDL,OLQDL,URYDL,OLQDR,IL1DL,RMED
OLQVL,BAGL,OLQVL,URYVL,URBL,URAVL
OLQVR,OLQVR,URAVR,URYVR,IL2VR,IL1VR
RIPR,RIPR,BAGR,OLQVR,URBR,URAVR
OLQDR,OLQDR,RIPR,URYDR,RMED,OLLR
RMEL,RMEL,BAGL,RIPL,URBL,URYVL
RMED,RMED,OLQDR,RMER,URYDR,RID
RMER,RMER,BAGR,RIPR,OLQVR,URBR
CEPVL,BAGL,OLQVL,URAVL,CEPVL,URYVL
CEPVR,BAGR,OLQVR,URAVR,CEPVR,CEPVL
BAGL,OLQVL,BAGL,CEPVL,URAVL,RMEV
RIMR,CEPVR,OLQVR,BAGR,RMEV,RIH
RMDVR,RMDVR,BAGR,SAAVR,OLQVR,RMER
RMEV,CEPVL,RMEV,RIH,OLQVL,CEPVR
SIBVL,CEPVL,RMEV,CEPVR,RIH,OLQVL
SAAVL,SAAVL,RIAL,SMDVL,RMDVL,BAGL
RMDVL,RMDVL,AVAL,SAAVL,BAGL,SMDVL
RIAL,SMDVL,RIAL,SAAVL,CEPDL,URXL
CEPDL,CEPDL,SMDVL,URXL,RIAL,RID
SAAVR,SAAVR,RIAR,RMDVR,SMDVR,AVAR
URXL,URXL,CEPDL,RID,URXR,ALA
AVAL,AVAL,RMDVL,AVEL,SAAVL,RMDL
RID,RID,ALA,URXR,CEPDR,ASKR
ADFL,SMDVL,RIAL,SAAVL,ADFL,ASKL
URXR,URXR,CEPDR,ASKR,RIAR,SAAVR
SMDVR,SMDVR,RIAR,SAAVR,CEPDR,ASKR
AVAR,AVAR,RMDVR,AFDR,RMDR,SAAVR
