GT,Top1,Top2,Top3,Top4,Top5
IL2DR,I1R,I1L,I2R,MI,MCR
IL2VR,I1L,I2R,I1R,MCR,NSMR
I2L,I2L,I1L,NSML,MCL,M3L
MCL,MCL,I1L,NSML,I2L,M3L
I2R,I2R,NSMR,MCR,I1R,M3R
MCR,MCR,I2R,NSMR,I1R,MCL
IL2DL,IL2DL,MI,I3,I1L,M4
MI,MI,I3,MCR,M4,I1L
NSML,NSML,IL2L,I2L,MCL,M3L
I3,I3,MI,M4,IL2DR,IL2DL
NSMR,NSMR,I2R,MCR,M3R,IL2VR
M4,M4,I3,MCR,MI,IL2DR
IL2R,IL2DR,URADR,IL2R,NSMR,M4
IL1VR,IL1VR,IL2VR,NSMR,I2R,M3R
M3L,M3L,IL2L,OLLL,IL1L,IL2DL
IL2VL,IL2VL,M3L,IL2L,IL1L,IL1VL
M3R,M3R,IL2VR,IL1R,IL1VR,NSMR
OLLL,URADL,OLLL,IL1DL,IL2DL,IL2L
URADR,URADR,IL1DR,URYDR,OLLR,IL2DR
IL2L,IL2L,OLLL,URADL,IL1L,IL2DL
IL1VL,IL1VL,IL1VR,IL2VL,M3L,IL2VR
IL1R,IL2R,IL1R,OLLR,NSMR,URYVR
URADL,URADL,IL1DL,URYDL,OLLL,OLQDL
IL1DL,IL1DL,IL1DR,URADL,URYDL,OLLL
OLLR,OLLR,IL2R,URYDR,IL1R,URADR
IL1DR,IL1DR,URYDR,URADR,IL1DL,OLLR
URYVR,IL1R,URYVR,IL2VR,IL2R,IL1VR
IL1L,IL1L,IL2L,URBL,OLLL,RIPL
URBR,URBR,IL2R,IL1R,RIPR,URYVR
URBL,IL2L,OLLL,URBL,URYDL,URADL
OLQVR,IL2VR,URYVR,IL1VR,IL1R,OLQVR
RIPL,URADL,OLLL,RIPL,IL1DL,URYDL
URYVL,URYVL,IL1L,URBL,RIPL,OLLL
URYDL,URYDL,IL1DL,OLQDL,URADL,IL1DR
BAGR,URYVR,BAGR,IL1R,OLQVR,URBR
URAVL,URAVL,OLQVL,URYVL,RIPL,BAGL
OLQDL,OLQDL,IL1DL,IL1DR,URYDL,OLQDR
URAVR,URAVR,URYVR,OLQVR,IL1VR,IL2VR
,URYDL,OLQDL,IL1DL,OLLL,RIPL
RIPR,RIPR,URBR,RMER,URYDR,IL1R
OLQVL,URBL,OLQVL,RIPL,BAGL,IL2L
OLQDR,OLQDR,URYDR,IL1DR,RMER,OLQDL
BAGL,URBL,BAGL,RIPL,RMEL,IL2L
URYDR,URYDR,RMER,RIPR,BAGR,OLQDR
CEPVR,OLQVR,BAGR,URYVR,URAVR,CEPVR
RMED,RMED,OLQDR,OLQDL,IL1DR,URYDR
RMEL,RMEL,URYDL,RIPL,URBL,BAGL
RMER,RMER,BAGR,OLQVR,URYVR,URBR
CEPVL,OLQVL,BAGL,CEPVL,RIPL,URAVL
SIADL,BAGL,OLQVL,CEPVL,RMDVL,URAVL
RMEV,CEPVL,RMEV,OLQVL,RIH,URAVL
RIH,CEPVR,RMEV,RIH,CEPVL,OLQVR
RMDVL,RMDVL,SMDVL,SAAVL,RIAL,CEPDL
RMDVR,RMDVR,BAGR,AVAR,CEPVR,SAAVR
SMDVL,URXL,SAAVL,CEPDL,SMDVL,RIAL
RID,RID,CEPDR,ALA,URXR,ASKR
SAAVR,SAAVR,SMDVR,RIAR,AFDR,RMDVR
AVAL,SMDVL,SAAVL,RMDVL,RIAL,CEPDL
SMDVR,SMDVR,SAAVR,RIAR,CEPDR,RMDVR
AVAR,AVAR,RMDR,RMDVR,AFDR,AVER
CEPDR,CEPDR,SMDVR,RIAR,SAAVR,URXR
RIAL,CEPDL,RIAL,URXL,SMDVL,SAAVL
URXR,CEPDR,URXR,ASKR,RIAR,SMDVR
CEPDL,ALA,URXL,CEPDL,RID,URXR
URXL,URXL,CEPDR,URXR,ALA,ASKR
AFDR,AFDR,AVAR,RMDVR,SAAVR,SMDVR
SIADR,RMEV,SAADR,RIH,SIBVR,SMDDR
AVEL,AVAL,RMDVL,AVEL,SAAVL,SMDVL
RIAR,RIAR,SMDVR,SAAVR,ASKR,CEPDR
SAAVL,CEPDL,URXL,RIAL,ALA,SAAVL
RMDR,RMDR,AVAR,AVER,AWCR,SIBDR
AVER,AVER,RMDR,AVAR,SMDDR,AFDR
RMDL,RMDL,AVEL,AVAL,AWCL,AFDL
ADFR,ADFR,RIAR,SMDVR,AFDR,SAAVR
AFDL,SAAVL,RIAL,AFDL,AVAL,ADFL
ALA,ALA,CEPDR,URXR,ASKR,ADLR
SIBDL,AVEL,SIBDL,RMDL,AFDL,AIBL
ADFL,RIAL,ADFL,SMDVL,ASKL,URXL
AWCL,AVAL,AFDL,RMDL,AVEL,AWCL
ASKL,URXL,ALA,ASKR,URXR,ADLL
AWBR,AWCR,ASHR,AFDR,RMDR,AVAR
ASKR,ASKR,RIAR,ADLR,URXR,SMDVR
AWCR,SIBDR,AWCR,RMDR,AIBR,ASHR
RIML,URXR,ADLR,ASKR,CEPDR,ALA
ASHL,ADFL,RIAL,SMDVL,ASKL,AWBL
AIBR,SMDDR,SAADR,AIBR,SIBDR,RMDDR
AIBL,AVEL,RMDL,AFDL,AIBL,AWCL
AWAR,AWAR,ASHR,AFDR,AWBR,ADFR
SIBDR,SIBVR,SIBDR,AWCR,RMHR,AIBR
ASGR,AWBR,ASGR,AWAR,ADFR,SMDVR
SAADR,SAADL,SAADR,RMDDL,SIBVR,RMFR
ASHR,AIBR,SIBDR,AWCR,ASHR,RMDR
ASGL,ADLL,ASKL,URXL,RIVL,SMDVL
AWAL,ASKL,ADLL,ASGL,AWBL,ADFL
AWBL,AWBL,ASGL,AFDL,AWCL,ADFL
RMHL,SIBDL,AWCL,AIBL,RMDDL,ASHL
RMHR,RMHR,RMHL,RMDDL,RIR,SIBDL
ASER,ASHR,AWCR,ASER,AIBR,RIBR
ADLL,ADLR,ADLL,ASIR,RIVR,ASKR
AUAL,AIBL,AWCL,ASHL,RMDDL,AWAL
AVHR,ASER,AWBR,AVHR,ASGR,ASHR
ASEL,AWBL,ASGL,ADLL,AVHL,RIVL
ADLR,ASIR,ADLR,RIVR,ASGR,AVHR
RIBL,AWAL,ASHL,ASEL,ASGL,AWCL
AUAR,AUAR,AWCR,SIBDR,AIBR,RIBR
RIVR,ASGR,AVHR,AVJR,AWBR,ASER
AVHL,ADLL,RIVL,AVHL,ASGL,ASIL
RIBR,RIBR,AIBR,AWCR,ASHR,ASER
RMDDR,RMDDR,SMBDR,RMFR,SMBDL,RMHR
SAADL,RMDDL,SMBDL,RMFL,RMHL,SMBVL
AVJR,AVJR,ASGR,AVBR,ASER,AVDR
AVL,SMBDR,RMHR,RIBR,ASJR,RIMR
ASIL,RIVL,ADLL,ASIL,ASGL,AVHL
AVBL,ASGL,ASEL,AVBL,AVHL,AWAL
ASJR,ASJR,SMBDR,RIBR,RIMR,RMHR
ASJL,RIBL,AVBL,ASHL,AUAL,ASEL
ASIR,AVJR,AVHR,ASIR,AINR,ASER
AVJL,RIVL,ASIL,AVHL,AVJL,ASGL
AVDL,ASGL,RIVL,ASIL,AVHL,AVJL
AVDR,AVDR,RIBR,ASER,ASHR,AINR
RICR,RIBR,AVBR,AIZR,ASJR,AVDR
SIBVL,ASJL,AUAL,RMHL,SMBDL,SMBVL
AINR,AINR,AVDR,AVJR,ASER,AVHR
RIVL,RIVL,ASIL,AVHL,AVJL,ASGL
SIBVR,SMBVL,SMBDL,RMFL,SMBDR,SMBVR
RMFR,SMBVR,SMBDR,RIMR,SMBDL,SMBVL
RICL,AVBL,AVJL,ASEL,AVDL,AIZL
AIZL,AVJL,AVDL,AINL,AVBL,ASEL
AINL,AINL,AVHL,AVJL,ASIL,RIVL
AVBR,RICR,AIZR,AVDR,AINR,AVBR
AIZR,RICR,ASJR,AIZR,RIBR,FLPR
ADER,AIZR,AVDR,AINR,FLPR,RICR
RMFL,SMBVR,SMBVL,SMBDL,AIAL,SIAVR
RMDDL,SMBVL,RICL,AUAL,ASJL,AIZL
