GT,Top1,Top2,Top3,Top4,Top5
RMEV,RMEV,RIH,CEPVR,URAVR,BAGR
CEPVR,CEPVR,OLQVR,BAGR,URAVR,URYVR
CEPVL,CEPVL,URAVL,CEPVR,OLQVL,BAGL
RMER,RMER,RIPR,BAGR,URBR,URYDR
RMEL,BAGL,RMEL,URBL,RIPL,URAVL
BAGR,BAGR,RIPR,OLQVR,URBR,RMER
RMED,RMED,OLQDL,URYDL,RID,OLQDR
OLQVR,OLQVR,URYVR,URBR,BAGR,RIPR
OLQVL,OLQVL,URAVL,URYVL,IL1VL,URBL
OLQDR,OLQDR,OLQDL,RMED,URYDR,IL1DR
OLQDL,OLQDL,URYDL,OLLL,RMEL,URBL
IL1DR,IL1DR,URYDR,URADR,OLQDR,OLQDL
IL1DL,IL1DL,URYDL,URADL,OLLL,OLQDL
URADR,URADR,M4,IL2DR,IL1DR,URYDR
URYDR,URYDR,IL1DR,OLLR,OLQDR,URADR
URYDL,URYDL,OLLL,URBL,RMEL,RIPL
OLLR,OLLR,URBR,URYDR,RIPR,IL1R
OLLL,OLLL,URBL,IL1L,IL2L,URADL
URYVR,URBR,RIPR,URYVR,IL1R,OLLR
URYVL,URYVL,URAVL,URBL,IL1VL,IL1L
IL2R,IL2R,IL2DR,NSMR,M3R,IL1R
IL2VR,IL2VR,IL1VR,URYVR,IL2R,IL1R
IL2VL,IL1VL,IL1VR,IL2VR,IL2VL,URAVL
IL2DR,I3,MI,IL2DR,M4,I1L
IL1R,IL1R,IL2R,IL2DR,OLLR,URBR
IL1VR,URYVR,IL1VR,IL2VR,IL1R,URAVR
IL1VL,IL1VR,IL1VL,URAVL,URAVR,URYVR
M3R,M3R,IL2R,IL1R,URYVR,URBR
M3L,M3L,M3R,IL1VL,IL2VL,I2L
IL2DL,IL2DL,URADL,I2L,OLLL,MCL
I2R,I2R,NSMR,MCR,M3R,I1R
I2L,MCR,MCL,I2L,NSMR,I1L
I1R,I1R,I1L,MCR,I2L,I2R
I3,M4,I3,MI,IL2DR,IL2DL
ALA,ALA,RID,CEPDR,URXR,CEPDL
CEPDR,CEPDR,ALA,URXR,CEPDL,RID
URXR,URXR,URXL,CEPDR,CEPDL,ALA
URXL,URXL,ASKL,SMDVL,CEPDL,RIAL
CEPDL,CEPDL,SMDVL,URXL,RIAL,SAAVL
SAAVR,SAAVR,CEPDR,SMDVR,URXR,RIAR
RMDVR,RMDVR,SMDVR,SAAVR,AVAR,RIAR
AVAR,SMDVR,RMDVR,SAAVR,AVAR,RIAR
AVER,AVER,AVAR,RMDVR,RMDR,SAAVR
AFDR,AFDR,AWBR,ADFR,SMDVR,AVAR
RMDVL,RMDVL,RMDL,AVAL,BAGL,AVEL
AVAL,AVAL,RMDL,AVEL,RMDVL,AFDL
AVEL,AVEL,AVAL,RMDL,AFDL,AWCL
RMDL,RMDL,AWCL,AVAL,AVEL,AFDL
RMDR,AVAR,RMDVR,SAAVR,AVER,RMDR
RMDDR,RMDDR,AIBR,SMDDR,SIBDR,RIBR
RMDDL,RMDDL,SAADL,SMDDL,AVEL,RMDL
AIBR,AIBR,RMDR,AVER,AVAR,AWCR
AWCR,AWCR,AWBR,ASHR,AFDR,ADFR
AUAR,AUAR,AVDR,AWCR,ASHR,AVBR
RIMR,RIBR,RIMR,AIZR,RICR,ASJR
AVDR,AVDR,M2R,AIZR,AINR,RICR
AINR,AINR,AVJR,M2R,M1,AVDR
RIML,ASJL,RIBL,RICL,AIZL,M2L
AVDL,AVDL,AINL,AVBL,RIBL,AVJL
AIZR,RICR,AIZR,M2R,FLPR,I5
ASER,ASER,AVJR,AVHR,AVDR,AINR
