GT,Top1,Top2,Top3,Top4,Top5
,I1L,I2L,MCL,NSML,I1R
,I2R,MCR,I1R,NSMR,I1L
,MI,I3,I1R,I1L,MCL
,I2L,NSML,MCL,I1L,I1R
,MCR,I2R,NSMR,I1R,M3R
,I3,MI,IL2DR,IL2DL,M4
,NSMR,IL2R,I2R,IL1R,M3R
IL2DR,M4,I3,IL2DR,IL2DL,MCR
,M3R,NSMR,IL2R,I2R,IL1R
,M3L,NSML,I2L,MCL,IL2VL
IL1VL,IL1VL,IL1VR,IL2VL,IL2VR,I2L
IL2VL,IL1VL,IL2VL,IL1VR,IL2VR,NSML
IL2DL,IL2DL,URADL,IL1DL,I3,M4
,IL2DR,URADR,URYDR,OLLR,M4
,URADR,IL2DR,IL2R,OLLR,IL1R
IL1VR,IL2VR,IL1R,IL1VR,URYVR,M3R
IL2L,IL2L,OLLL,IL1L,URBL,NSML
URADL,URADL,IL1DL,URYDL,OLLL,IL2DL
IL1R,IL2R,IL1R,OLLR,URBR,RIPR
IL1DL,IL1DL,URADL,IL1DR,IL2DL,URYDL
IL1L,IL1L,IL2L,OLLL,RIPL,URYVL
OLLL,OLLL,IL2L,URADL,IL1L,URYDL
OLLR,OLLR,URADR,IL2R,URYDR,RIPR
IL1DR,IL1DR,IL1DL,URADR,URYDR,OLQDR
URYVR,IL1R,URYVR,RIPR,URBR,OLLR
URYVL,URYVL,IL1VL,URAVL,IL1L,RIPL
URYDL,URYDL,RMEL,OLLL,RIPL,URADL
URBR,URBR,RIPR,RMER,OLLR,IL2R
URBL,URBL,RIPL,RMEL,OLLL,IL2L
URAVL,URAVL,IL1VL,URYVL,URAVR,IL1VR
URYDR,URYDR,OLQDR,RIPR,OLLR,URADR
BAGR,RIPR,RMER,URYDR,BAGR,IL1R
BAGL,BAGL,RMEL,RIPL,URBL,URYDL
,URAVR,OLQVR,URYVR,CEPVR,IL1VR
URAVR,OLQVR,URAVR,BAGR,URYVR,CEPVR
OLQDR,OLQDR,RMED,URYDR,OLQDL,RID
OLQDL,OLQDL,URYDL,RMED,OLQDR,RMEL
OLQVL,OLQVL,CEPVL,BAGL,URAVL,URYVL
RMER,RMER,BAGR,RIPR,SAAVR,RMDVR
RMEL,RMEL,BAGL,SAAVL,RIPL,URBL
,BAGR,CEPVR,OLQVR,URAVR,RMER
RMEV,CEPVL,RMEV,CEPVR,OLQVL,BAGL
RMED,RMED,RID,CEPDL,OLQDR,CEPDR
CEPVR,CEPVR,RMEV,RIH,SAADR,OLQVR
RMDVL,RMDVL,AVAL,BAGL,SAAVL,RMDL
RMDVR,SAAVR,RIAR,RMDVR,SMDVR,AVAR
,RID,ALA,URXR,CEPDR,URXL
SMDVR,SMDVR,SAAVR,RIAR,CEPDR,URXR
AVAL,AVAL,SAAVL,RMDL,AVEL,AFDL
RIAL,RIAL,SAAVL,SMDVL,AVAL,ADFL
,SAADR,RIH,RMEV,SAADL,SIBVR
URXL,URXL,CEPDL,ASKL,SAAVL,URXR
AVAR,AVAR,RMDVR,RMDR,AVER,SAAVR
RMDL,RMDL,AVAL,AVEL,AWCL,AFDL
AFDR,AFDR,AVAR,RMDVR,RMDR,ADFR
SMDVL,SMDVL,ASKL,SAAVL,CEPDL,RIAL
AVER,AVER,RMDR,AVAR,RMDVR,AFDR
ALA,URXR,ALA,CEPDR,CEPDL,URXL
,ASKR,ADLR,RIAR,CEPDR,URXR
SAADR,SAADL,SIBVR,SAADR,RMHR,SIADR
RMDDR,SMDDR,SAADL,RMDDR,RMDDL,SAADR
,SMDVL,AWBL,SAAVL,ASGL,ASKL
AVEL,AVEL,RMDL,AIBL,AWCL,AFDL
,SMDDR,SIBVR,AVER,SAADL,SAADR
,ADLL,ALA,ASKL,ADLR,URXR
,AWBR,AWAR,ASGR,ASHR,AFDR
CEPDL,ASKL,ADLL,CEPDL,RIVL,URXL
ASGR,AWAR,ASGR,AWBR,ADFR,ADLR
,ASHR,AWCR,AIBR,RMDR,AWAR
,ADLR,ASKR,ASIR,AWBR,ASGR
,AWBL,ASGL,AWAL,ADFL,AFDL
,AWCR,AIBR,SIBDR,ASHR,RMDR
,AWBL,AWCL,ASGL,AFDL,ASHL
,AWBR,ASGR,ASER,ASHR,AVHR
,AWCL,AIBL,ASHL,AWAL,SIBDL
,AIBL,SAADL,RMDDL,ASHL,RIR
RMDDL,RMDDL,AIBL,AUAL,RMHL,AWCL
,AVHL,ASGL,ADLL,ASIL,AWBL
,RIBR,AWCR,ASHR,AUAR,AIBR
,ASHL,AWAL,AWCL,ASEL,AVBL
AVHR,ASER,AVJR,AVHR,AINR,AVDR
,AVDR,ASER,ASHR,AINR,AVJR
SMDDL,SMBDL,RMFL,SIBVL,SMBVL,AIYR
,SMBDR,RIMR,RMFL,SMBDL,RMFR
,ASJR,RIMR,SMBDR,RIBR,AIYR
AVHL,ASEL,AVHL,AVJL,ASGL,AVBL
,RIBL,AUAL,AVBL,ASEL,ASJL
,AIZR,AVDR,AUAR,ASJR,RIBR
AVDL,AVDL,ASEL,AVBL,AINL,ASHL
,AUAL,SMBVL,RMHL,SMBDL,ASJL
AVJR,AINR,AVDR,AVJR,AVBR,AIZR
SIAVR,AIMR,SIAVR,SMBVR,RIMR,ASJR
SMBDL,SMBVL,SMBDL,SMBVR,RMFL,AIAL
AVJL,AVJL,ASEL,AINL,AVBL,AIZL
,ASJL,RICL,AIZL,RIBL,AUAL
,AUAL,ASJL,RICL,AIZL,AIYL
,RIVL,ASIL,I4,I6,AVHL
AVDR,FLPR,AINR,AVDR,AIZR,RICR
,I5,SMBVR,AIAL,AIAR,SIAVR
SIADL,AIAL,SMBVR,AIYL,I5,SIAVL
M1,RIVR,M1,I4,ASIR,RIVL
SIAVL,SMBVR,SIAVR,AIMR,AIML,AIAL
,RICR,AIZR,FLPR,AQR,I5
