GT,Top1,Top2,Top3,Top4,Top5
,I1R,I1L,MCR,I2R,MI
,I1R,I1L,MCR,I2R,MCL
,I1L,I1R,I2L,MCL,MI
,I1L,I1R,MCL,I2L,I3
I2L,I2L,MCL,NSML,M3L,I1L
I2R,I2R,NSMR,M3R,MCR,IL2VR
,MCL,I2L,NSML,M3L,MCR
,NSML,M3L,I2L,MCL,IL2L
,NSMR,M3R,MCR,I2R,IL2VR
,M3R,NSMR,IL2VR,I2R,MCR
MI,MI,I3,M4,MCR,MCL
I3,I3,MI,M4,IL2DR,IL2DL
,IL1VL,URYVL,URAVL,IL2VL,OLQVL
,IL2L,OLLL,URADL,IL1L,IL2DL
,IL2VR,IL1VR,IL1VL,URYVR,URAVR
,IL2R,IL1R,NSMR,OLLR,I2R
,IL2DL,I3,URADL,MI,M4
,IL1L,OLLL,IL2L,URADL,URYDL
,IL1R,IL2R,URYVR,OLLR,IL2VR
M3L,M3L,URYVL,OLLL,IL1L,IL2L
,URAVL,OLQVL,IL1VL,URYVL,CEPVL
M3R,URYVR,IL2VR,IL1VR,M3R,RIPR
,IL2DR,URADR,I3,OLLR,IL2R
,URYVL,RIPL,URBL,IL1L,BAGL
,URADR,OLLR,URYDR,IL2R,IL1DR
,M4,URADL,IL1DR,URADR,IL1DL
,URYVR,RIPR,URBR,IL1R,OLLR
,URAVR,IL1VR,CEPVR,URYVR,IL2VR
,OLLL,URYDL,URADL,IL2L,URBL
,URBL,OLLL,RIPL,RMEL,IL2L
,URBR,RIPR,URYVR,IL2R,OLLR
,URAVL,CEPVL,OLQVL,IL1VR,IL1VL
,OLQVL,BAGL,URAVL,CEPVL,URYVL
,OLQVL,BAGL,URYVL,RMEL,RIPL
,OLLR,RIPR,URYDR,URBR,IL2R
,URYDR,OLLR,IL1DR,URADR,RIPR
,OLQVR,URYVR,RIPR,BAGR,IL2VR
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLQDL
,CEPVR,OLQVR,URAVR,CEPVL,BAGR
IL1DR,IL1DR,URYDR,URADR,OLQDR,OLLR
,URYDL,RMEL,RIPL,OLLL,URBL
,BAGL,RMEL,URBL,RIPL,RMDVL
,BAGR,RIPR,RMER,URYVR,URBR
,CEPVL,OLQVL,BAGL,AVEL,URAVL
,BAGR,CEPVR,OLQVR,URAVR,URYVR
OLQDL,OLQDL,URYDL,IL1DL,RMED,URADL
RMEV,RMEV,CEPVL,RIH,SAADR,SMDDL
,RMER,RIPR,BAGR,URBR,URYVR
RMED,RMED,IL1DR,OLQDR,OLQDL,URYDR
,RMDL,AVEL,CEPVL,OLQVL,AVAL
,RIH,CEPVR,SAADR,RMEV,CEPVL
OLQDR,OLQDR,RMED,URYDR,IL1DR,OLQDL
,SAADR,RIH,SAADL,SMDDL,RMEV
,SAADL,SMDDL,SIBDL,SAADR,RMDDL
RMDVL,RMDVL,SMDVL,AVAL,SAAVL,RIAL
,AVAL,RMDL,AVEL,RMDVL,AFDL
SAAVL,SAAVL,RIAL,CEPDL,SMDVL,URXL
AFDL,RIAL,AVEL,AVAL,SAAVL,AFDL
,SAADL,RMHR,RMFR,SIBVR,RMDDL
,SAADL,RMDDL,SMDDL,SIBDL,RMFR
RMDVR,RMDVR,AVAR,RMDR,AFDR,AVER
AVAL,SMDVL,AVAL,SAAVL,RMDVL,RIAL
SAAVR,SAAVR,RIAR,SMDVR,RMDVR,AVAR
RID,RID,ALA,RMED,CEPDR,URXL
AVEL,AVEL,AFDL,AVAL,ADFL,RMDL
AVER,AVER,RMDR,AVAR,SIBDR,AFDR
,RMDDL,SAADL,AWCL,SIBDL,AIBL
AVAR,AVAR,RMDVR,AVER,AFDR,RMDR
CEPDL,CEPDL,URXL,RIAL,SMDVL,SAAVL
URXL,URXL,CEPDL,ALA,ASKL,RIAL
,AIBR,RMDR,SIBDR,SMDDR,RMDDR
,RIAL,SMDVL,CEPDL,URXL,SAAVL
,AIBL,AWCL,RMDDL,ASHL,AVEL
,RMFL,RMFR,SMBVL,RMDDL,RMHR
RIAR,RIAR,SAAVR,ASKR,SMDVR,ADFR
SMDVR,SMDVR,SAAVR,RIAR,CEPDR,ASKR
CEPDR,CEPDR,URXR,SMDVR,RIAR,ASKR
AFDR,AFDR,AVER,RMDR,AVAR,ADFR
,RMDDR,SMDDR,RMFR,RMHR,SAADL
URXR,URXR,CEPDR,ASKR,URXL,ALA
ALA,ALA,URXL,RID,URXR,CEPDL
,AWCR,RMDR,ASHR,SIBDR,AIBR
,ASKR,ADLR,RIAR,URXR,SMDVR
,SMBDR,RMDDR,RMHR,RMFR,SMDDR
,AWBL,ASHL,AWCL,AWAL,ASGL
,AIBR,RMDR,AWCR,AVER,SIBDR
,SMBVL,SMBDL,SIAVL,ASJL,RMFL
,RIMR,SMBDR,ASJR,RMDDR,SMBVR
,ASKL,URXL,RIAL,ADLL,CEPDL
,SMBVL,SMBDL,RMFL,RMHL,AIAL
,SMBDR,SMBVL,RMFR,RMHR,RMFL
,AWBR,AWAR,ASHR,ADFR,ASGR
,ASHR,AWCR,ASER,AIBR,RMDR
