GT,Top1,Top2,Top3,Top4,Top5
IL2VL,I2L,NSML,MCL,I1L,M3L
IL2VR,I1R,I2R,MCR,NSMR,I2L
I2L,I2L,NSML,I1L,MCL,M3L
IL2DL,I1L,MI,I3,IL2DL,M4
MCR,MCR,I1R,I2R,NSMR,I1L
I2R,I2R,MCR,I1R,NSMR,I1L
MCL,MCL,I2L,NSML,I1L,M3L
MI,MI,I3,I1L,I1R,MCR
NSML,NSML,I2L,IL2L,M3L,MCL
I3,I3,MI,IL2DR,I1R,MCR
NSMR,NSMR,I2R,MCR,M3R,IL2VR
IL2L,IL2DL,MI,I3,URADL,MCL
IL2DR,IL2DR,I3,MI,MCR,URADR
IL2R,NSMR,I2R,MCR,IL2R,IL2DR
M4,M4,URADL,I3,IL1DL,M3L
IL1L,IL2L,OLLL,URBL,URADL,IL1L
M3L,M3L,IL2L,OLLL,IL1L,URBL
URAVL,IL1L,URBL,URYVL,IL2L,OLLL
URADL,URADL,IL1DL,OLLL,URYDL,IL2DL
M3R,M3R,IL2VR,IL2R,NSMR,I2R
OLLL,OLLL,URYDL,IL1DL,URADL,IL2DL
URBR,IL2R,URBR,OLLR,IL1R,M3R
IL1VL,IL1VL,URAVL,IL1VR,IL2VL,OLQVL
URYDL,URYDL,IL1DL,OLLL,URADL,OLQDL
IL1DR,IL1DR,URADR,IL1DL,IL2DR,URYDR
IL1VR,IL1VR,IL2VR,IL1VL,URAVL,URAVR
URBL,URBL,URYDL,OLLL,IL2L,IL1L
URYVL,URYVL,IL1L,URBL,BAGL,URAVL
URADR,URADR,IL1DR,OLLR,URYDR,IL2R
URYVR,URYVR,IL1VR,IL2VR,IL1R,URAVR
OLLR,OLLR,URBR,IL2R,URADR,RIPR
IL1DL,IL1DL,URYDL,IL1DR,URADL,OLQDL
RIPL,URYDL,OLLL,RIPL,IL1DL,URBL
IL1R,IL1R,IL2R,URBR,RIPR,URYVR
BAGL,RIPL,URBL,BAGL,RMEL,OLLL
URYDR,URYDR,IL1DR,URADR,OLLR,RIPR
OLQVR,OLQVR,IL2VR,URAVR,IL1VR,URYVR
OLQVL,BAGL,OLQVL,URBL,RIPL,URYVL
OLQDL,OLQDL,IL1DL,URYDL,OLQDR,IL1DR
OLQDR,OLQDR,IL1DR,URYDR,RMED,OLQDL
RMEL,RMEL,URYDL,RIPL,URBL,OLLL
RIPR,RIPR,BAGR,URBR,OLQVR,URAVR
RMER,RMER,URBR,RIPR,BAGR,URYVR
URAVR,URAVL,URAVR,CEPVL,RMEV,CEPVR
RMED,RMED,OLQDR,IL1DR,URYDR,OLQDL
,OLQVL,URAVL,BAGL,CEPVL,URYVL
BAGR,URAVR,BAGR,CEPVR,OLQVR,URYVR
RMEV,RMEV,CEPVL,URAVL,CEPVR,URAVR
RIH,CEPVL,BAGL,OLQVL,URAVL,RMEV
CEPVR,CEPVR,CEPVL,RMEV,RIH,OLQVR
CEPVL,RMDL,AVEL,CEPVL,RMDVL,AVAL
SMDVL,CEPDL,SAAVL,URXL,RIAL,SMDVL
RMDVR,RMDVR,BAGR,SAAVR,RMER,AVAR
RMDVL,SMDVL,RMDVL,SAAVL,RIAL,AVAL
RID,RID,CEPDR,URXR,ALA,OLQDR
RIAL,CEPDL,RIAL,URXL,SAAVL,SMDVL
AVAL,SAAVL,RMDVL,AVAL,RIAL,SMDVL
SAAVL,RMDVL,AVAL,RMDL,AFDL,AVEL
RMDDR,RMDVR,AVAR,RMDR,CEPVR,AVER
RIAR,SAAVR,RIAR,RMDVR,SMDVR,BAGR
SAADL,SAADL,RMDL,SIBDL,AVEL,SAADR
AVEL,AVEL,AVAL,RMDVL,RMDL,AFDL
URXL,URXR,ALA,CEPDR,URXL,RID
AVAR,AVAR,RMDVR,SAAVR,AFDR,AVER
AFDL,RIAL,SMDVL,SAAVL,ADFL,AVAL
ADFL,CEPDL,URXL,RIAL,ASKL,ALA
CEPDL,ALA,CEPDL,URXL,RID,URXR
SAAVR,RMDR,AVER,SAADR,RIH,SIBDR
URXR,URXR,CEPDR,RIAR,SAAVR,ASKR
RMDL,RMDL,AVEL,AVAL,AFDL,AWCL
CEPDR,CEPDR,SMDVR,RIAR,SAAVR,URXR
SMDVR,SMDVR,SAAVR,RMDVR,RIAR,CEPDR
AVER,AVER,RMDR,AVAR,RMDVR,AFDR
RMDR,SAADR,SMDDR,AVER,RMDR,SAADL
SIADR,SAADL,RMDDL,SIBDL,RMDL,SAADR
AFDR,AFDR,AVAR,RIAR,SMDVR,SAAVR
