GT,Top1,Top2,Top3,Top4,Top5
I1L,I1R,I1L,MCR,I2R,I2L
I2L,I2L,I1L,NSML,MCL,I1R
I2R,I2R,MCR,I1R,NSMR,I1L
MCL,MCL,MCR,NSML,I1L,I2L
MI,I3,MI,I1L,IL2DR,IL2DL
MCR,MCR,I2R,NSMR,I1R,MCL
NSML,NSML,MCL,I2L,M3L,MCR
I3,MI,I3,IL2DR,IL2DL,I1L
NSMR,NSMR,MCR,I2R,M3R,I1R
IL2DR,IL2DR,I3,MI,M4,URADR
IL2DL,IL2DL,I3,MI,M4,MCL
M4,M4,I3,IL2DR,IL2DL,MI
M3R,M3R,IL2R,NSMR,IL2DR,M3L
M3L,M3L,IL2VL,M3R,IL1VL,NSML
IL1VR,IL1VR,IL2VR,NSMR,I2R,IL1R
IL1L,IL1L,M3L,IL2VL,NSML,IL1VL
IL1R,IL2R,IL2DR,URADR,OLLR,IL1R
IL1DR,IL1DR,IL2DR,URADR,I3,IL1DL
IL1DL,IL1DL,IL2DL,IL1DR,I3,URADL
IL2R,IL2DR,URADR,IL1DR,URYDR,OLLR
IL2L,IL2L,IL1L,M3L,OLLL,NSML
URADL,URADL,IL1DL,URYDL,OLLL,IL2DL
URYVR,IL1R,OLLR,IL2R,URYVR,URBR
IL2VR,IL2VR,IL1VR,URYVR,URAVR,OLQVR
IL2VL,IL1VL,IL1VR,IL2VR,IL2VL,URAVL
URBL,OLLL,IL2L,IL1L,URYDL,URBL
URYVL,URYVL,IL1VL,URAVL,IL1L,IL1VR
OLQVR,URYVR,URBR,IL1R,IL2VR,IL2R
URBR,OLLR,URBR,IL2R,URYDR,IL1R
IL1VL,IL1VR,IL2VR,URYVR,IL1R,OLQVR
OLLR,URYDR,OLLR,OLQDR,IL1DR,URADR
URADR,IL1DR,URYDR,OLQDR,URADR,RMED
URYDL,URYDL,OLQDL,IL1DL,OLLL,RMEL
OLQDL,OLQDL,URYDL,OLQDR,IL1DL,RMED
URAVR,URAVR,URYVR,OLQVR,BAGR,URBR
BAGL,RIPL,IL1L,URBL,URYVL,IL2L
