GT,Top1,Top2,Top3,Top4,Top5
RMEL,RMEL,URYDL,URBL,BAGL,RIPL
RMER,RMER,BAGR,URYVR,RIPR,URBR
CEPVL,CEPVL,URAVL,OLQVL,BAGL,URYVL
CEPVR,CEPVR,URAVR,BAGR,OLQVR,URAVL
OLQVL,OLQVL,URBL,URYVL,URAVL,BAGL
OLQVR,OLQVR,URYVR,BAGR,URAVR,RIPR
RMED,RMED,OLQDR,URYDR,OLQDL,RID
URYVL,URYVL,IL1L,URBL,OLLL,URAVL
OLQDL,OLQDL,URYDL,OLQDR,RMED,IL1DL
OLQDR,OLQDR,URYDR,IL1DR,OLLR,RIPR
URYDL,URYDL,OLQDL,IL1DL,OLLL,IL1L
IL1DL,IL1DL,URYDL,IL1DR,OLQDL,URADL
IL1DR,IL1DR,URADR,URYDR,IL1R,OLLR
OLLL,OLLL,URYDL,IL1L,URBL,IL1DL
OLLR,OLLR,IL2R,URBR,IL1R,URADR
IL1VR,IL1VL,IL1VR,URAVL,IL2VR,URAVR
IL1VL,IL1VR,IL1VL,IL2VR,IL1R,I2R
URADL,URADL,IL1DL,M4,URYDL,OLLL
IL2L,IL2L,URBL,IL1L,OLLL,RIPL
IL2R,IL2R,URBR,IL1R,RIPR,OLLR
IL2VL,IL1L,IL2L,IL2VL,IL1VL,URYVL
IL2VR,IL2VR,I2R,NSMR,IL1VR,MCR
M3L,M3L,IL1L,NSML,MCL,OLLL
M3R,M3R,IL1R,IL2R,I2R,URYVR
IL2DL,IL2DL,M4,I3,MI,IL1DL
IL2DR,IL2DR,URADR,M4,I3,IL2R
URYDR,URYDL,OLQDL,IL1DL,IL1DR,RMED
RMDVL,RMDVL,AVAL,SMDVL,RIAL,SAAVL
AVAL,AVAL,RIAL,RMDL,SAAVL,SMDVL
AVEL,AVEL,RMDL,AVAL,AFDL,ADFL
RMDL,RMDL,AVEL,AVAL,AFDL,RIAL
AFDL,AFDL,RIAL,ADFL,AWBL,SMDVL
RMDVR,RMDVR,AVAR,BAGR,AFDR,SAAVR
AVAR,AVAR,AFDR,RMDVR,RMDR,AVER
AVER,AVER,RMDR,AVAR,AWCR,SMDDR
RMDR,RMDR,AFDR,AVAR,AWCR,AVER
AIBL,AIBL,ASHL,AWCL,AWAL,AFDL
AIBR,AIBR,AWCR,SIBDR,ASHR,AUAR
