GT,Top1,Top2,Top3,Top4,Top5
,VD2,VA2,VB3,DA1,DD1
,VB3,VD2,DA1,VA2,DD1
,RMGL,ADAL,AS1,DD1,VD1
,DB1,DA1,VA2,SABD,VD2
,RIGL,VA1,RIGR,DB1,DD1
,AS1,DD1,SABD,DA1,DB1
,SABD,AVG,DA1,VD2,DB1
,ADAL,RMGL,RIGL,VB1,VA1
,SABD,AVG,DB1,DA1,RIFR
,VA1,VB1,VD1,RIGL,AS1
,AVG,SABD,RIFR,DD1,DB1
,VD1,VA1,DD1,VB1,AVG
,RIFR,AVG,RMGR,SABD,DB1
,AVFL,VB1,RIFL,VD1,AVFR
,VB1,RIFL,RIFR,VA1,RIGL
ADAR,RMGR,ADAR,RIFR,AQR,AVG
,DB2,RIFR,RIFL,VB1,AVFR
RMGR,ADAR,RMGR,AQR,ADER,RIFR
,AQR,RIS,SABVR,AVFR,RIFR
AQR,ADAR,AQR,RMGR,ADER,FLPR
ADEL,ADAL,ADEL,FLPL,RMGL,VB2
M5,M5,I6,AINL,ADAL,ADEL
,ADEL,FLPL,ADAL,RICL,RMGL
ADER,ADER,ADAR,AQR,FLPR,RMGR
,AQR,RIS,ADAR,VB2,SABVR
,RIS,VB2,SABVR,SABVL,AQR
,ADEL,FLPL,RICL,ADAL,AIZL
,VB2,RIS,AIML,SABVL,SABVR
,FLPL,RICL,ADEL,AIYL,AIZL
,AIML,AVKR,VB2,SABVR,SMBVR
,FLPL,RICL,AIZL,AINL,AVDL
,AIYL,AIML,I5,VB2,AVKR
,SABVR,AVKR,I5,AIMR,AQR
,AIMR,SIAVR,SMBVR,AVKR,I5
I6,I6,AINL,AVJL,ASIL,RIVL
FLPR,FLPR,AINR,ADER,RICR,AVDR
,ASJL,RICL,AIZL,FLPL,M2L
,I5,SMBVR,RICR,SIAVR,AIMR
M1,M1,I4,RIVR,I6,RIVL
,SMBVR,SMBVL,AIAL,SIAVL,AIAR
,SMBVR,AIAR,AIMR,SIAVR,I5
AVJL,AIZL,AUAL,AVDL,RICL,AVJL
,SMBVR,I5,SMBVL,AIAR,AIAL
,RICR,RIMR,ASJR,AIMR,SMBVR
,AIAL,AIAR,SMBVR,SMBVL,AIMR
AVDL,AVDL,AUAL,AIZL,RIBL,ASJL
,I4,RIVL,I6,ASIL,AVJL
,AVBL,AINL,AVJL,RIBL,AVDL
,AIZR,AVDR,RICR,FLPR,AINR
,SMBVL,SMBDL,SMBDR,ASJL,AIYR
,M2R,RIBR,AINR,AVJR,AVDR
