GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I1L,MCR,I2R,MCL
I2L,I2L,MCL,MCR,I1L,I2R
NSML,NSML,MCL,I2L,MCR,M3L
M3R,M3R,I2R,NSMR,MCR,IL2R
M3L,M3L,IL2VL,M3R,IL1VL,NSML
I3,I3,IL2DL,MI,M4,MCL
MI,MI,I3,IL2DL,MCL,M4
M4,M4,URADL,IL1DL,MCR,IL2DL
IL2DL,IL2DL,URADL,IL1DL,M4,I3
IL2DR,IL2DR,URADR,M4,I3,IL1DR
IL2R,URADR,OLLR,URYDR,RIPR,IL2R
IL2L,IL2L,NSML,IL1L,MCL,M3L
IL1DR,IL1DR,IL1DL,OLQDR,URYDR,OLQDL
URYDL,URYDL,OLQDL,IL1DL,RMEL,OLLL
URYDR,OLQDR,URYDR,RIPR,RMER,OLLR
OLQDL,OLQDL,RMED,OLQDR,URYDL,IL1DL
IL1R,IL2R,IL1R,OLLR,URBR,RIPR
IL1L,IL1L,OLLL,URYVL,RIPL,URADL
OLLL,OLLL,URYDL,IL1DL,RIPL,OLQDL
URBL,URBL,OLLL,RIPL,RMEL,IL1L
BAGL,BAGL,RIPL,OLQVL,RMEL,URBL
RMEL,RMEL,SAAVL,BAGL,OLQVL,URYVL
RMER,RMER,BAGR,RIPR,URBR,OLQVR
OLQVR,URYVR,URBR,IL1R,RIPR,IL2VR
OLQVL,URYVL,OLQVL,URAVL,IL1L,URBL
URYVL,OLLL,IL1L,URYVL,M3L,I2L
URYVR,IL1R,IL2R,I2R,OLLR,MCR
IL1VR,OLQVR,CEPVR,URYVR,IL1VR,URAVR
IL1VL,OLQVL,URAVL,CEPVL,IL1VL,IL1VR
CEPVR,BAGR,CEPVR,OLQVR,URAVR,RIH
CEPVL,CEPVL,RIH,RMEV,CEPVR,SMDDL
IL2VL,IL1VL,URAVL,URYVL,IL2VL,IL1L
IL2VR,IL2VR,URYVR,IL1VR,IL1R,URAVR
RMEV,SAADR,SAADL,RIH,RMEV,SIBVR
RIH,CEPVR,RIH,RMEV,SAADR,BAGR
CEPDL,CEPDL,ALA,URXL,SMDVL,ASKL
CEPDR,CEPDR,URXR,SMDVR,RIAR,ASKR
RID,RID,ALA,URXR,CEPDR,RMED
URXR,URXR,ADLR,ASKR,CEPDR,URXL
URXL,URXL,CEPDL,URXR,ALA,SAAVL
SMDVL,ASKL,SMDVL,RIAL,SAAVL,ADFL
SMDVR,ASKR,SMDVR,RIAR,AWBR,SAAVR
ASGL,ASGL,AVHL,ADLL,AWBL,ASIL
RIVR,RIVR,AVHR,ASER,ASIR,AVJR
RIVL,RIVL,AVHL,ADLL,ASGL,ASIL
AVJL,AVJL,AVBL,ASEL,AVHL,AINL
AVJR,AVJR,AVHR,ASGR,AWBR,AVBR
AWBL,AWBL,ASGL,AFDL,ADFL,AVAL
RIAL,RIAL,SAAVL,SMDVL,ADFL,CEPDL
AVER,AVER,RMDR,SMDDR,AIBR,AVAR
AVEL,AVEL,RMDL,AWCL,AFDL,AIBL
RMDL,RMDL,AWCL,AVEL,AVAL,AFDL
RMDR,AVAR,SMDVR,RMDVR,RMDR,AVER
AVAR,SAAVR,RMDVR,SMDVR,AVAR,AFDR
AVAL,AVAL,RMDL,SAAVL,AVEL,AFDL
RMDVL,RMDVL,AVAL,SMDVL,SAAVL,RIAL
AIBL,AWCL,ASHL,AIBL,RIBL,AUAL
AWCL,AWCL,ASHL,ASEL,ASGL,AUAL
AWCR,AWCR,ASHR,AIBR,RIBR,AWAR
ASEL,ASEL,AVBL,RIBL,AVJL,ASHL
AUAR,AUAR,AIBR,RIBR,ASHR,AWCR
AVDL,AVDL,AINL,AVBL,AIZL,RIBL
AVDR,AVDR,RIBR,AIZR,FLPR,AINR
AINL,AINL,I6,AVJL,AVBL,AVDL
AINR,AINR,AVJR,AVDR,ASIR,ASER
M1,M1,I4,I6,RIVR,AVJR
AIZL,AIZL,RICL,ADAL,FLPL,ADEL
AIZR,RICR,AIZR,FLPR,ADAR,ASJR
RICR,RICR,I5,AIMR,AIAL,AQR
FLPL,FLPL,ADEL,AIYL,ADAL,RIS
ADEL,ADEL,ADAL,VB2,VB1,FLPL
ADER,ADAR,FLPR,ADER,AQR,AIZR
M5,RMGL,ADAL,M5,DD1,I6
RMDDR,RIMR,RMDDR,SMBDR,SMBDL,RMFR
RMDDL,RMDDL,AIBL,SAADL,SMDDL,SMBDL
