GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,VD2,DA1,DD1
,VB3,VA2,VD2,DA1,AS1
RIGR,VB3,VA2,VD2,DA1,DD1
,AS1,VA2,DA1,VD2,SABD
,VA2,DA1,VD2,SABD,DB1
,SABD,AS1,DA1,VD2,DD1
,DD1,VD2,AVG,DB1,DA1
,DA1,SABD,DD1,DB1,AVG
,SABD,DA1,AS1,AVG,DD1
RIGL,RIGL,RIGR,VB1,DD1,DB1
,VD1,AVG,AS1,RIGL,VA1
VB1,RIGL,VB1,VA1,RIGR,DB1
,DB1,VA1,RIFR,VB1,DB2
RMGR,RMGR,RIFR,AVG,VD1,ADAR
RMGL,RMGL,ADAL,VD1,VA1,RIFL
ADAR,ADAR,RMGR,RIFR,AQR,AVG
,RIFL,VA1,VB1,RIFR,VD1
,RIFR,RIFL,VB1,VA1,DB2
,ADAL,ADEL,RMGL,VB1,RIFL
,VB1,VA1,RIFL,DB2,AVFL
M5,M5,I6,I4,M1,ADAL
,ADAL,ADEL,FLPL,RMGL,M5
AQR,AQR,ADAR,RMGR,ADER,FLPR
,RIS,RIFL,SABVL,VB2,AVFR
ADER,ADER,ADAR,AQR,FLPR,RMGR
,VB2,RIS,SABVL,VB1,AIML
,SABVL,RIS,VB2,SABVR,AVFL
,RIS,SABVL,VB2,AVFL,AIML
,FLPL,SABVL,AVFL,VB2,ADEL
FLPL,ADEL,FLPL,ADAL,RMGL,RICL
,SABVR,SABVL,RIS,VB2,AIML
M1,M1,AINR,AVJR,M2R,AIZR
I6,I6,I4,M1,M5,RIVL
,FLPL,ADEL,AIZL,RICL,AINL
,AIML,RIS,VB2,SABVL,SABVR
FLPR,FLPR,RICR,ADER,AIZR,AQR
,I5,FLPR,RICR,AQR,ADER
,M2L,I5,RICL,FLPL,AIZL
,AINL,I6,AVJL,AVDL,AVBL
,RICR,FLPR,AIZR,ADER,I5
,FLPL,AIYL,AIML,RICL,VB2
,I4,M1,RIVR,ASIR,I6
,M2R,AIZR,AINR,RICR,AVBR
RICL,RICL,AIZL,M2L,FLPL,AVDL
,AIYL,RICL,FLPL,AIML,SMBVL
AIZL,AVDL,AIZL,AVJL,AINL,AVBL
