GT,Top1,Top2,Top3,Top4,Top5
,I3,MI,IL2DL,M4,I1L
,M3L,I2L,IL2L,NSML,IL2DL
,M3R,I2R,I1R,NSMR,MCR
IL1VL,I2L,IL1L,M3L,NSML,IL2VL
,IL1VL,URAVL,URYVL,IL2VL,IL1L
,URADL,OLLL,IL2L,IL2DL,URYDL
IL2DR,IL2DR,URADR,M4,I3,OLLR
IL2VR,IL2VR,IL1VR,IL1VL,IL2VL,URAVR
IL2R,IL2R,IL1R,OLLR,I2R,URBR
URADR,URADR,OLLR,M4,URYDR,IL2DR
,IL1L,OLLL,URBL,IL2L,URYVL
IL1R,IL1R,I2R,IL2R,M3R,NSMR
IL1VR,IL1VR,IL2VR,IL1VL,URYVR,IL1R
IL1DL,IL1DL,URADL,URYDL,OLQDL,OLLL
URYVR,URYVR,IL1R,IL1VR,URAVR,RIPR
IL1DR,IL1DR,URYDR,IL1DL,URADR,OLQDR
OLLR,OLLR,RIPR,URBR,IL2R,URYDR
,URBL,OLLL,RIPL,URYDL,IL1L
URBR,URBR,RIPR,OLQVR,URYVR,IL1R
OLQVL,OLQVL,URYVL,URBL,BAGL,RIPL
URYDR,URYDR,OLQDR,OLLR,RIPR,IL1DR
,OLQDL,URYDL,RMED,IL1DL,OLQDR
,RIPR,BAGR,URBR,OLQVR,URAVR
OLQVR,OLQVL,OLQVR,URAVR,URAVL,CEPVL
OLQDL,URYDL,OLQDL,OLLL,RMEL,IL1DL
,RMEL,URBL,RIPL,URYDL,BAGL
RMER,RMER,RIPR,URBR,URYDR,OLQDR
,BAGL,OLQVL,CEPVL,URAVL,RIPL
RMED,RMED,OLQDL,OLQDR,RID,CEPDR
OLQDR,OLQDR,RMED,URYDR,CEPDR,OLQDL
,CEPVR,CEPVL,OLQVR,URAVR,BAGR
RMEV,OLQVR,CEPVR,BAGR,CEPVL,URAVR
RMDVR,RMDVR,BAGR,CEPVR,AVAR,SAAVR
,SAAVL,RIAL,SMDVL,CEPDL,URXL
,RMEV,RIH,SAADR,CEPVL,SAADL
RMDVL,RMDVL,AVAL,RIAL,AVEL,SAAVL
,SAADR,RIH,RMEV,SAADL,SMDDL
AVAR,AVER,SAAVR,AVAR,RMDVR,RMDR
,URXL,CEPDL,ASKL,ALA,RID
,ASKL,URXL,CEPDL,SMDVL,RIAL
AVAL,AVEL,AVAL,RMDL,AWBL,AFDL
,RIAL,SMDVL,AWBL,SAAVL,ADFL
,SMDVR,SAAVR,RIAR,CEPDR,RMDVR
AFDR,AVAR,AVER,AFDR,RMDR,RMDVR
ALA,ALA,CEPDR,URXR,RID,URXL
,URXR,CEPDR,ASKR,RIAR,URXL
RMDR,RMDR,AVER,SMDDR,SIBDR,AVAR
,URXL,ASKL,ADLL,ALA,CEPDL
SMDVR,SMDVR,SAAVR,RIAR,CEPDR,AWBR
,AWCL,ASHL,AIBL,RMDL,AFDL
,AVER,SIBVR,SMDDR,RMDR,RMDDR
,SAADL,RMDDL,RMFL,RMFR,SMBDL
,AWBL,ASHL,ASGL,AWAL,AFDL
,ASKR,ADLR,RIAR,CEPDR,SMDVR
,AWCR,RMDR,AVER,AVAR,AIBR
