GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I2L,I1R,MCL,MCR
I1R,I1R,I1L,I2R,MCR,I2L
IL2VR,I2R,I2L,NSMR,MCR,IL2VR
IL2VL,IL2VL,I2L,M3L,NSML,IL2VR
I3,IL2DR,I3,IL2DL,IL1DL,IL1DR
MI,I3,M4,MI,IL2DR,IL2DL
M4,URADL,IL1DL,IL1DR,M4,URADR
M3L,URYVL,OLQVL,URAVL,IL2L,URBL
M3R,URBR,URYVR,OLQVR,RIPR,IL2VR
I2R,MCR,NSMR,I2R,IL1R,IL2R
I2L,BAGL,OLQVL,URAVL,CEPVL,URBL
NSML,IL2L,IL1L,NSML,I2L,URBL
NSMR,IL1R,IL2R,URBR,IL2VR,RIPR
MCR,MCR,NSMR,M3R,MCL,IL1R
MCL,MCL,I2L,NSML,M3L,IL1L
IL1VL,IL1VL,URAVL,CEPVL,IL1VR,OLQVL
IL1VR,IL1VR,IL2VR,OLQVR,CEPVR,URYVR
IL2DL,OLQDL,IL1DL,URYDL,IL2DL,OLLL
IL2DR,OLQDR,RMED,URYDR,IL1DR,URADR
OLQDL,URXL,URXR,CEPDL,ASKL,ALA
OLQDR,URXR,ASKR,SMDVR,RIAR,CEPDR
IL1DL,OLQDL,CEPDL,IL1DL,IL1DR,URYDL
IL1DR,CEPDR,URXR,IL1DR,OLQDR,RIAR
URYDR,RID,URXR,ALA,URXL,RMED
URYDL,SAAVL,CEPDL,RIAL,SMDVL,URXL
RMEL,SAAVL,RIAL,AWBL,SMDVL,AVAL
RMER,AWBR,AFDR,AWCR,ASHR,AVAR
OLLR,SAAVR,SMDVR,RIAR,RMER,URBR
OLLL,RMEL,SAAVL,RMDVL,URYDL,OLLL
BAGL,AFDL,AVAL,RMDL,AWCL,ASHL
IL1R,RMDVR,AVAR,SAAVR,BAGR,AVER
IL1L,BAGL,OLQVL,RMEL,IL1L,CEPVL
URBL,RMDVL,AVAL,SAAVL,RIAL,SMDVL
URBR,SMDVR,SAAVR,AVAR,AFDR,RMDVR
IL2L,RMEL,BAGL,URBL,IL1L,RIPL
OLQVL,AVEL,RMDL,AVAL,SMDDL,AWCL
OLQVR,AVER,RMDR,AVAR,AWCR,AWAR
URYVR,BAGR,CEPVR,OLQVR,RMER,RMDVR
URYVL,RMDVL,RMDL,BAGL,CEPVL,AVAL
URAVL,RMEV,SAADL,RMDL,SIBDL,SMDDL
URAVR,SMDDR,RMDR,RIH,SAADR,RMEV
CEPVL,AWCL,RMDL,RMDDL,ASHL,AIBL
RID,ADLR,ADLL,ASKR,ASKL,ASIR
CEPDR,AWBR,RIVR,AVJR,ASGR,AVHR
CEPDL,RIVL,ADLL,ASKL,ASGL,AWBL
URXR,ASGR,ADLR,RIVR,AINR,ASIR
URXL,ADLL,ADLR,RIVR,RIVL,ASIL
SMDVL,ASGL,AWBL,AWAL,ASHL,ASEL
ADLR,ASIR,AINR,AVJR,M2R,M1
ADLL,I4,I6,RIVL,ASIL,M1
ASIR,AINR,M2R,AVJR,AVDR,AIZR
AVHR,RICR,AIZR,FLPR,M2R,ADER
AVHL,AINL,I6,AVJL,AIZL,FLPL
RIVL,I6,ADEL,M5,ADAL,AINL
RIVR,FLPR,ADER,AINR,ADAR,RICR
AVJR,ADER,FLPR,ADAR,AQR,RICR
AVJL,ADEL,ADAL,FLPL,I6,AIZL
RMDVL,AWBL,ASHL,ASEL,AVJL,AVDL
RMDVR,AUAR,AVDR,ASHR,AVJR,AIBR
RMDL,RIBL,SMBDL,SMBVL,AUAL,ASJL
AVAL,ASEL,AVBL,AVJL,RIBL,RICL
AVAR,RIBR,ASER,AVJR,AWCR,AIZR
AIBL,RICL,AIZL,RIML,AVL,AUAL
AWBL,AVJL,AVHL,RIVL,AINL,ASGL
ASEL,AINL,AIZL,AVJL,RICL,AVDL
ASGL,AINL,AVJL,I6,RIVL,AVDL
AVDR,AQR,FLPR,ADAR,ADER,RMGR
AVDL,RMGL,ADAL,FLPL,ADEL,M5
RIML,FLPL,ADEL,ADAL,RIS,RMGL
AUAL,AIZL,RICL,FLPL,ADEL,ADAL
AIZR,RIS,VB2,RIFR,AQR,ADAR
AIZL,ADAL,ADEL,VB2,VB1,RMGL
RICR,AVFR,RIFR,ADAR,RIS,RMGR
FLPL,DD1,AVG,VB3,AS1,VD2
M1,ADAR,M1,RMGR,ADER,AQR
ADER,SABD,AVG,DB1,RIFR,DD1
RMDDR,AIMR,VB2,AIML,AVL,AIAL
SMBD,SMBVR,AIML,VB2,SMBVL,I5
