GT,Top1,Top2,Top3,Top4,Top5
ALA,ALA,RID,CEPDR,URXR,RIAR
CEPDR,CEPDR,URXR,RIAR,SMDVR,RID
URXR,URXR,RIAR,CEPDR,ASKR,SMDVR
URXL,URXL,CEPDL,ASKL,URXR,RID
RMDVR,RMDVR,AVAR,BAGR,SAAVR,CEPVR
AVAR,AVAR,RMDVR,AVER,RMDR,AFDR
AVER,AVER,AVAR,RMDR,SMDDR,SIBDR
RMDR,RMDR,AVER,AVAR,SIBDR,SMDDR
RMDDR,RMDDR,SAADL,RMFR,SMDDR,RMFL
AFDR,AFDR,AVAR,ADFR,RIAR,SAAVR
CEPVR,CEPVR,CEPVL,RIH,RMEV,SAADR
,IL1VR,CEPVL,URAVL,CEPVR,IL1VL
,CEPVL,BAGL,OLQVL,URAVL,RMEV
OLQVR,OLQVR,URYVR,RIPR,URBR,IL1VR
OLQVL,OLQVL,URBL,URYVL,RMEL,RIPL
RMER,RMER,RIPR,URBR,BAGR,URAVR
BAGR,BAGR,RIPR,URBR,IL1R,RMER
IL2R,IL2R,IL1R,OLLR,URBR,RIPR
IL2DR,IL2DR,M4,I3,MI,MCR
IL2VR,IL2VR,IL1VR,IL1VL,NSMR,IL2VL
I3,I3,MI,M4,IL2DL,IL2DR
OLQDR,OLQDR,URYDR,RMED,RIPR,OLQDL
OLQDL,OLQDL,URYDL,OLLL,RMEL,IL1DL
OLLR,OLLR,IL1R,IL2R,M3R,URBR
URYVR,URYVR,IL1R,IL1VR,URBR,RIPR
URYDR,URYDR,OLLR,RIPR,URADR,IL1R
URADR,URADR,M4,OLLR,URYDR,URADL
URAVR,URAVR,IL1VR,URYVR,URAVL,IL1R
RMDDL,RMDDL,RMDL,AIBL,AWCL,AVEL
IL1DR,IL1DR,IL1DL,URYDR,URADR,IL2DR
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLQDL
IL1VL,URAVL,URYVL,IL1VL,IL1L,OLQVL
AIBR,AIBR,SIBDR,SMDDR,RMDDR,AWAR
AUAR,AUAR,AWCR,ASHR,AVBR,AIBR
ASHR,ASHR,AWCR,AWAR,SIBDR,AWBR
RIMR,RIBR,RIMR,ASJR,AVDR,SMBDR
AVDR,AVDR,AINR,AIZR,M2R,RIBR
AIZR,AIZR,RICR,FLPR,M2R,ASJR
RICR,RICR,AIZR,ASJR,SMBVR,RIMR
ASJR,ASJL,SMBVL,SMBDR,SMBDL,RIBL
AINR,AINR,AVDR,AVJR,FLPR,M2R
ASER,ASER,AVBR,AWBR,AVJR,ASHR
AWBR,AWBR,ADFR,AWAR,RIAR,AFDR
AWAR,AWAR,AWBR,ASGR,RIAR,ADFR
AWCR,AWCR,RMDR,ASHR,SIBDR,AVAR
M1,M1,I4,AINR,M2R,AVJR
SAAVR,SAAVR,SMDVR,RIAR,RMDVR,AVAR
SMDVR,SMDVR,RIAR,SAAVR,RMDVR,AVAR
I1L,I1L,I2L,I1R,MCL,MCR
I1R,I1R,I1L,MCR,I2L,MCL
I2R,I2R,MCR,NSMR,I2L,I1R
M3R,M3R,M3L,NSMR,IL1R,IL2VR
M3L,M3L,IL2L,IL1L,OLLL,URYVL
,OLLL,URYDL,URADL,IL1L,URBL
I2L,MCL,I2L,NSML,MCR,M3L
,NSML,MCL,I2L,MCR,M3L
,BAGL,RMEL,RIPL,SAAVL,URBL
RMEV,RMEV,SAADL,SAADR,RIH,SMDDL
,AWBL,AVAL,AVEL,SMDVL,RMDL
,AVAL,AVEL,RMDL,AWCL,AWBL
,RMDVL,AVAL,RMDL,SMDVL,AVEL
,RIAL,SMDVL,ASKL,SAAVL,ADFL
,ASGR,ASIR,AWAR,AWBR,ADLR
,ASGL,ASIL,ADLL,AVHL,RIVL
,ADLL,ADLR,ASKL,RIVL,ASIR
,ADLR,ASKR,ADLL,ASKL,ASIR
,RIVR,ASIR,AVHR,AVJR,ADLR
,RIVL,I4,AVHL,ADLL,ASIL
