GT,Top1,Top2,Top3,Top4,Top5
,I1R,MCR,MCL,I1L,I2L
,I2L,I1L,M3L,I1R,MCL
,I2R,MCR,M3R,NSMR,IL1R
IL1VL,NSML,IL2VL,I2L,M3L,MCL
IL1DR,URADR,IL2DR,IL1DR,OLLR,URYDR
URADL,M4,URADL,IL1DL,IL2DL,I3
IL1L,IL1L,IL2L,I2L,URBL,OLLL
IL1DL,M4,URADL,IL2DL,IL1DL,I3
OLLL,OLLL,M3L,IL2DL,URADL,URYDL
IL1VR,IL1VR,IL2VR,IL1VL,IL1R,M3R
,IL1VL,IL2VL,URYVL,IL1L,URAVL
OLLR,IL2R,URBR,OLLR,URYDR,RIPR
,IL1DR,RIPR,URYDR,URADR,M4
URYVL,URYVL,URBL,IL1L,RIPL,OLLL
URYDL,URYDL,IL1DL,OLQDL,URADL,OLLL
OLQDL,OLQDL,URYDL,IL1DL,IL1DR,OLQDR
OLQVR,OLQVR,URYVR,IL2VR,BAGR,URBR
,URAVL,OLQVL,IL1VL,URYVL,RIPL
OLQDR,OLQDR,URYDR,IL1DR,OLLR,URADR
RMER,RMER,URBR,RIPR,BAGR,URYDR
RMEV,URAVR,CEPVR,OLQVR,RMEV,IL1VR
RMED,RMED,OLQDL,OLQDR,URYDR,IL1DR
RMEL,RMEL,URYDL,URBL,OLLL,RIPL
,OLQVL,BAGL,URYVL,RMEL,URAVL
,RMDVR,BAGR,AVAR,SAAVR,CEPVR
,BAGL,RMEL,SAAVL,RMDVL,URBL
,CEPVL,CEPVR,RMEV,RIH,SAADR
,RMEV,RIH,SAADR,CEPVR,CEPVL
SAAVR,SAAVR,SMDVR,RIAR,RMDVR,AFDR
RIAR,RIAR,SMDVR,SAAVR,CEPDR,ASKR
,SMDVR,CEPDR,ASKR,URXR,RIAR
AVAR,AVAR,AFDR,RMDVR,RMDR,AVER
,SAADR,RIH,SIBVR,RMEV,SMDDR
RMDVL,RMDVL,AVAL,RMDL,AVEL,SMDVL
SIADL,RMDL,SAADL,SIBDL,AVEL,SMDDL
ALA,CEPDR,ALA,URXR,RID,ASKR
AVER,AVER,RMDR,SMDDR,AWCR,AIBR
,AWCR,RMDR,SIBDR,AIBR,ASHR
SIADR,SAADL,SIBVR,SAADR,SMDDR,SMDDL
,URXR,URXL,CEPDL,ALA,CEPDR
,SMDVL,SAAVL,RIAL,CEPDL,AVAL
AVAL,SAAVL,AVAL,RIAL,SMDVL,AVEL
AFDR,ASHR,AWCR,AIBR,RMDR,AFDR
CEPDL,URXL,CEPDL,ASKL,URXR,ALA
AVEL,AVEL,AFDL,AIBL,AVAL,AWAL
,ASER,AWBR,ADFR,AWAR,ASGR
,AWCR,AUAR,ASHR,RIBR,ASJR
AWBL,RIAL,ASKL,ADFL,SMDVL,ASGL
RMDL,AWCL,RMDL,AVEL,AVAL,AIBL
SMBDL,RMDDL,SAADL,SIBVR,RMFR,RMHR
AFDL,AWBL,AFDL,AWCL,AVAL,RMDL
,SMBDR,RMHR,RMFR,RMFL,RIMR
,AWBL,AWAL,ASGL,ASKL,ADFL
AIBL,ASHL,AWCL,ASEL,RIBL,AIBL
SIBDL,AUAL,AWCL,AIBL,RIBL,RMDDL
ASKL,ADLL,ASKL,RIVL,ASIL,ASGL
ASEL,ASEL,AWBL,ASGL,AVJL,AWCL
,SMBDL,SMBDR,SMBVL,RMFL,RMFR
RIVL,RIVL,AVHL,ASGL,ADLL,ASIL
AVDL,ASGL,AVJL,AVHL,ASIL,AINL
RMFR,SMBVL,SMBVR,SMBDL,RMFL,SMBDR
,RIBL,AUAL,ASJL,AVBL,ASEL
ASJL,AVDL,AVJL,ASEL,AVBL,AINL
AVJL,AVJL,AVHL,RIVL,ASGL,ASIL
,ASJL,SMBVL,AIYL,SMBVR,AIAL
,RICL,AIZL,AUAL,ASJL,FLPL
SMBVR,SMBVL,SMBVR,AIAL,AIML,AIYL
,SMBVR,AIMR,SIAVR,I5,AVKR
,RICR,FLPR,ADER,AIZR,ASJR
,AIZL,RICL,FLPL,ASJL,AINL
FLPR,FLPR,ADER,RICR,AINR,AIZR
,I6,RIVL,ASIL,I4,AVHL
,RICL,FLPL,AIZL,ASJL,AIYL
AINL,AINL,AVJL,I6,AVDL,M5
,I5,VB2,AIMR,SIAVR,AVKR
,AIYL,SABVL,SABVR,AIML,FLPL
,SABVL,AIML,SABVR,RIS,AIYL
,ADAR,AQR,ADER,FLPR,RMGR
ADEL,FLPL,ADEL,ADAL,RMGL,RICL
,RIS,VB2,SABVL,RIFL,AVFL
,RMGR,ADAR,AQR,ADER,FLPR
FLPL,ADAL,ADEL,FLPL,RMGL,M5
,RIS,VB2,RIFL,AVFR,AVFL
,RIFL,AVFL,RIS,AVFR,VA1
,RIFR,RIFL,AVFR,AVFL,RIS
,RMGL,ADAL,VB1,VA1,RIFL
,VA1,VB1,RIFL,AVFL,RIFR
,RIFR,VA1,RIFL,VB1,RIGL
,VB1,VA1,SABD,RIGL,VD1
,AS1,RIGL,VA1,AVG,RIFR
,SABD,AVG,DB1,DA1,VD2
,DD1,RIGL,AVG,VD1,AS1
,DB1,SABD,AS1,DD1,VA1
,SABD,AVG,DB1,DA1,AS1
,DD1,VD2,AS1,AVG,DA1
,DA1,VD2,VA2,DD1,AS1
,VD2,VB3,VA2,DA1,DD1
,VA2,VB3,VD2,DA1,AS1
,VB3,VD2,VA2,DD1,DA1
