GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I1L,I2R,MCR,I2L
I2R,MCR,I2R,I1R,NSMR,I1L
I2L,I2L,MCL,NSML,M3L,I1L
NSML,NSML,MCL,I2L,M3L,IL2VL
NSMR,NSMR,I2R,MCR,IL2DR,M3R
MCR,MCR,I2R,NSMR,MCL,I3
MCL,MCL,MCR,NSML,I2L,M3L
IL2DL,IL2DL,I3,MI,I1L,M4
IL2DR,MI,I3,IL2DR,M4,IL2DL
I3,M4,I3,IL2DL,MI,IL2DR
M3R,M3R,IL2R,IL2DR,OLLR,IL1R
M3L,M3L,IL1L,IL1VL,IL2VL,M3R
URAVL,URAVL,IL1VL,IL1VR,URYVL,URAVR
RMEV,RIH,SAADR,RMEV,SIADR,SMDDR
OLQVL,OLQVL,CEPVL,URAVL,URYVL,BAGL
OLQVR,OLQVR,BAGR,URYVR,RMER,CEPVR
OLLR,URYDR,RMER,RIPR,OLQDR,OLLR
OLLL,OLLL,RMEL,URYVL,URYDL,IL1L
URBL,URBL,URYVL,BAGL,OLQVL,IL1L
URBR,URBR,RIPR,RMER,URYDR,OLLR
IL2R,IL2DR,IL2R,URADR,OLLR,IL1R
IL2L,IL2L,IL1L,URYVL,OLLL,URBL
URYDL,URYDL,URADL,OLLL,IL1DL,OLQDL
URYDR,OLQDR,URYDR,IL1DR,RMED,RIPR
OLQDL,OLQDL,RMEL,URXL,SAAVL,URYDL
OLQDR,RMED,OLQDR,OLQDL,RID,URXR
IL1DR,IL1DR,IL1DL,OLQDL,OLQDR,URYDR
IL1DL,IL1DL,URYDL,RMEL,OLQDL,IL1L
IL1VL,IL1VL,IL1VR,IL2VL,M3L,IL2VR
IL1VR,IL1VR,URYVR,CEPVR,OLQVR,BAGR
IL1R,IL1R,IL2R,OLLR,RIPR,BAGR
IL2VL,I2R,I1R,MCL,I1L,MCR
IL2VR,IL2VR,IL2R,URYVR,IL1VR,NSMR
RID,RID,ALA,URXR,URXL,CEPDR
URXR,ADLR,URXR,ASKR,CEPDR,ADLL
URXL,URXL,RIAL,SAAVL,ASKL,CEPDL
CEPDL,SMDVL,CEPDL,RIAL,AWBL,AVAL
CEPDR,ASKL,ADLL,RIVL,ADFL,ASGL
SMDVR,ASKR,ADLR,RIVR,AWBR,CEPDR
SMDVL,AWBL,ASGL,RIVL,ADFL,SMDVL
AVHL,ASEL,AVJL,AIZL,RICL,AVBL
ASGL,ASGL,ASEL,AVDL,AVJL,AVBL
AWAL,AWAL,ASHL,ASGL,AWBL,ASEL
AWAR,ASGR,AWAR,AWBR,AINR,ASIR
RIAR,RIAR,ASKR,SMDVR,AWAR,ADFR
SAAVR,SMDVR,RIAR,SAAVR,CEPDR,URXR
RMDVR,RMDVR,AIBR,AVAR,RMDR,AVER
AVAL,RMDL,AWCL,AVEL,RMDDL,SAADL
AVAR,SAAVR,SMDVR,AWBR,AVAR,AFDR
RMDR,RMDR,AWCR,AVER,ASHR,AVAR
RMDL,RMDDL,SAADL,SMDDR,RMFR,RMDDR
AVER,AVER,AWCR,ASHR,RMDR,SMDDR
AWBL,AWCL,ASEL,ASHL,AWBL,ASGL
ASEL,ASEL,RICL,RIBL,SMBVL,AIZL
AIBR,AUAR,AIZR,RIBR,RICR,RIMR
AWCL,SIBVL,RMFL,SMBVL,SAADL,RMDDL
ASHL,ASJL,RIBL,SIBVL,AUAL,ASHL
RIVL,AINL,ADEL,AVJL,FLPL,AIZL
AVJL,AVJL,AIZL,RICL,AINL,ADEL
AIZL,RICL,AIML,VB2,AIZL,RIS
RICL,VB2,RICL,AVKL,ADEL,ADAL
AUAL,AIAL,AVL,SMBVL,SMBVR,AIAR
AVDL,AIYL,FLPL,RICL,ADEL,AIZL
FLPL,FLPL,ADEL,RMGL,ADAL,VA1
AINL,FLPL,ADEL,ADAL,AINL,RMGL
M1,M1,RIVL,RIVR,I4,I6
ADEL,ADAL,ADEL,VA1,VB1,RMGL
AVKL,VB3,VD1,VD2,DD1,AVG
VB02,ADAR,RIFR,DB1,SABD,AVG
ADAL,DD1,VB3,ADAL,RIGL,AVG
RMDDL,AIMR,SMBVR,AVL,RIMR,AIAR
