GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I1L,I2R,MCR,MI
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1L,I1R,MCR,I2R,I2L
AMSOL,MI,I1R,I1L,I2L,I3
I2R,I2R,I1R,NSMR,MCR,I2L
I2L,I2L,I1L,NSML,MCL,I1R
MCR,MCR,NSMR,I2R,MCL,I1R
MCL,MCL,I2L,NSML,I1L,MCR
MI,I3,MI,M4,IL2DR,IL2DL
NSMR,NSMR,MCR,I2R,I1R,MCL
NSML,I2L,NSML,MCL,I1L,M3L
I3,I3,MI,IL2DR,M4,IL2DL
M4,M4,IL2DR,I3,IL2DL,URADL
M3R,M3R,NSMR,I2R,MCR,IL1R
M3L,M3L,OLLL,NSML,IL2L,I2L
IL2DR,IL2DR,URADR,IL1DR,URYDR,OLLR
IL2DL,IL2DL,IL1DL,URADL,OLLL,URYDL
IL2VL,NSML,I2L,IL2VL,IL1VL,M3L
IL1VL,IL1VL,IL2VL,IL1VR,NSML,I2L
IL2R,IL2R,URBR,IL1R,OLLR,URADR
IL1R,NSMR,IL1R,IL2R,M3R,OLLR
URADR,URADR,URYDR,OLLR,IL1DR,RIPR
IL2L,IL2L,OLLL,IL1L,URADL,IL2DL
OLLR,OLLR,URADR,URYDR,IL2R,RIPR
URADL,URADL,IL1DL,URYDL,OLLL,OLQDL
IL2VR,IL2VR,IL1VR,NSMR,IL1VL,URYVR
URBR,IL1R,RIPR,URBR,OLLR,IL2R
IL1DR,IL1DR,OLQDR,URYDR,URADR,IL1DL
URYVR,URYVR,IL1R,URBR,IL1VR,URAVR
IL1VR,IL1VR,IL1VL,IL2VR,URAVL,URYVR
URYDR,URYDR,OLQDR,IL1DR,URADR,RIPR
IL1DL,URYDL,IL1DL,OLQDL,OLLL,URADL
OLLL,URYDL,OLLL,OLQDL,IL1DL,URADL
RIR,URBR,RIPR,IL1R,URYVR,BAGR
RIPR,RIPR,URBR,URYDR,RMER,IL1R
IL1L,IL1L,URYVL,RIPL,OLLL,IL2L
RMED,RMED,OLQDR,OLQDL,IL1DL,RID
RMER,RMER,RIPR,BAGR,URYDR,URBR
OLQDL,OLQDL,URYDL,CEPDL,URXL,RMED
URYDL,URBL,OLLL,RIPL,URYVL,RMEL
URYVL,URYVL,URAVL,URBL,IL1L,RIPL
URAVR,URAVR,URAVL,URYVR,OLQVR,IL1VR
OLQVR,OLQVR,URYVR,URAVR,BAGR,RIPR
OLQDR,OLQDR,URXR,CEPDR,SAAVR,RID
RMEL,RMEL,RIPL,URYDL,OLLL,URBL
BAGR,BAGR,OLQVR,URBR,RIPR,URAVR
OLQVL,OLQVL,URYVL,URAVL,RIPL,URBL
BAGL,BAGL,RIPL,URBL,URYVL,OLQVL
CEPVR,CEPVR,OLQVR,CEPVL,URAVR,BAGR
RMDVL,RMDVL,BAGL,SAAVL,RMEL,AVAL
RID,RID,URXL,CEPDL,ALA,URXR
RMDVR,RMDVR,SAAVR,BAGR,AVAR,SMDVR
CEPVL,CEPVL,BAGL,URAVL,OLQVL,RMDVL
SMDVL,SAAVL,CEPDL,SMDVL,URXL,RIAL
CEPDR,CEPDR,SMDVR,RIAR,URXR,ASKR
SMDVR,SMDVR,SAAVR,RIAR,RMDVR,AFDR
SAAVR,SAAVR,AVAR,RMDVR,BAGR,RMDR
URXR,URXR,ASKR,CEPDR,RIAR,SMDVR
ALA,ALA,URXR,CEPDR,URXL,CEPDL
AVAR,AVAR,SAAVR,AVER,RMDVR,RMDR
RIAR,RIAR,AFDR,ADFR,SMDVR,SAAVR
URXL,URXL,ASKL,CEPDL,ADLL,URXR
RMEV,RMEV,RIH,CEPVL,AVEL,SAADR
RIAL,RIAL,SAAVL,SMDVL,ADFL,RMDVL
ASKR,ADLR,ASKR,RIAR,ASGR,AWAR
