GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
IL2DL,MI,I3,IL2DL,I1L,I1R
IL2DR,MI,I3,IL2DR,M4,MCR
I2R,NSMR,MCR,I2R,M3R,I1R
I2L,I2L,NSML,MCL,I1L,M3L
NSML,NSML,MCL,I2L,M3L,IL2VL
NSMR,NSMR,MCR,I2R,M3R,IL2R
MCR,MCR,NSMR,I2R,MCL,M3R
MCL,MCL,NSML,MCR,I2L,M3L
I3,IL2DL,I3,M4,MI,IL2DR
MI,I3,MI,IL2DL,M4,IL2DR
M4,M4,IL2DL,IL2DR,URADL,I3
M3L,M3L,IL2VL,M3R,IL1VL,NSML
M3R,M3R,IL2VR,IL2R,IL1R,NSMR
IL2VR,I2R,NSMR,MCR,I1R,M3R
IL2VL,URAVL,IL1VL,IL1VR,IL2VR,IL2VL
URAVL,IL1VL,URAVL,IL2VL,IL1VR,URYVL
URAVR,IL1R,IL2VR,URYVR,URAVR,IL1VR
URADR,URADR,IL2DR,OLLR,M4,URYDR
URADL,URADL,M4,IL2DL,IL1DL,OLLL
IL2L,IL2L,IL1L,OLLL,IL2DL,URADL
IL2R,IL2DR,IL2R,IL1R,OLLR,NSMR
OLLL,OLLL,URYDL,RIPL,URADL,URBL
OLLR,RIPR,OLLR,URBR,RMER,URYDR
URBR,URBR,RIPR,IL2R,IL1R,RMER
URBL,URBL,RIPL,RMEL,BAGL,OLLL
IL1L,IL1L,RIPL,URYVL,BAGL,RMEL
URYVL,URYVL,BAGL,URAVL,RMEL,RIPL
OLQVR,URYVR,OLQVR,IL2VR,URAVR,IL1VR
OLQVL,OLQVL,BAGL,CEPVL,RMEL,URAVL
CEPVL,CEPVL,BAGL,URAVL,RMEV,OLQVL
OLQDL,OLQDL,RMED,URXL,RMEL,URYDL
OLQDR,OLQDR,RMED,URYDR,RMER,RID
RIPL,RIPL,RMEL,BAGL,URBL,URYDL
BAGR,BAGR,RIPR,OLQVR,RMER,CEPVR
URYDR,URYDR,OLLR,OLQDR,RMED,RMER
URYDL,URYDL,OLLL,RMEL,IL1DL,OLQDL
IL1DL,IL1DL,URADL,URYDL,IL2DL,IL1DR
IL1DR,IL1DR,URYDR,URADR,IL1DL,OLLR
RMER,RMER,SAAVR,BAGR,RIPR,SMDVR
RID,RID,ALA,URXR,URXL,CEPDR
ALA,ALA,ADLL,RIVL,ADLR,RIVR
URXL,URXL,ASKL,CEPDL,ADLL,RIAL
URXR,URXR,ASKR,CEPDR,RIAR,SMDVR
CEPDL,CEPDL,SMDVL,URXL,ASKL,RIAL
CEPDR,CEPDR,SMDVR,RIAR,URXR,ASKR
ASKR,ADLR,ASKR,ASGR,ASIR,AWAR
ADLL,ADLL,RIVL,ASIL,ASKL,ASGL
ADLR,ASIR,ASGR,AVHR,RIVR,AVJR
RIAR,RIAR,SMDVR,SAAVR,AFDR,ADFR
RIAL,RIAL,SMDVL,URXL,CEPDL,ASKL
SMDVL,SMDVL,AWBL,ADFL,RIAL,ASKL
SAAVL,SAAVL,RIAL,AVAL,SMDVL,AFDL
RMDVR,RMDVR,AVAR,SAAVR,SMDVR,AFDR
RMDVL,RMDVL,BAGL,AVAL,RMEL,SMDVL
AVAL,AVAL,AFDL,RMDL,RMDVL,RIAL
AVAR,AWCR,AVAR,RMDR,AVER,AFDR
AVER,AVER,SMDDR,RMDR,AVAR,AIBR
AVEL,AVEL,SMDDL,RMDL,SAADL,RMDDL
RMDL,RMDL,AVAL,AWCL,AVEL,AFDL
AWBR,AWBR,ASER,ASGR,AWAR,ADFR
AWAL,AWBL,AWAL,ASKL,ASGL,ADFL
AWCL,AWCL,ASHL,AIBL,AUAL,RMDDL
AIBL,RMDDL,SAADL,AIBL,ASHL,AWCL
AIBR,RIBR,AUAR,RIMR,ASJR,AIAR
SIBDR,ASHR,AWCR,ASJR,AIBR,RIBR
ASGL,AWBL,ASGL,ASHL,AWAL,RIBL
ASER,AIZR,RICR,RIBR,ASER,AVDR
ASEL,ASEL,ASHL,AWCL,AVBL,RIBL
AVHL,AVJL,ASEL,AIZL,AVDL,AVBL
RIVL,AVJL,RIVL,AVHL,AINL,ASGL
RIVR,AVJR,RIVR,AVHR,AINR,ASER
ASIL,ASGL,AVHL,ASIL,RIVL,AVJL
AVJL,AIZL,RICL,FLPL,AVJL,ADAL
AINR,AINR,FLPR,AVDR,AIZR,RICR
AINL,AINL,FLPL,I6,ADEL,ADAL
M1,M1,I4,I6,RIVR,RIVL
I4,I6,I4,RIVL,ASIL,M2R
I6,RMGL,ADAL,FLPL,ADEL,M5
RMDDL,VB2,AIML,AIMR,AIAL,AVL
RIS,RIS,VB2,SABVL,RIFR,SABVR
