GT,Top1,Top2,Top3,Top4,Top5
I2R,I2R,I1R,NSMR,MCR,I1L
I2L,I2L,I1L,NSML,I1R,MCL
MCR,MCR,I1R,NSMR,I2R,I1L
MCL,MCL,I1L,NSML,I2L,I1R
MI,MI,I3,I1L,M4,I1R
NSMR,NSMR,I2R,MCR,I1R,IL2DR
NSML,NSML,I2L,MCL,I1L,MCR
I3,I3,MI,IL2DL,M4,I1L
IL2R,IL2DR,I3,URADR,M4,MI
,IL2R,NSMR,I2R,IL1R,MCR
M3L,M3L,M3R,IL2VL,NSML,I2L
M4,M4,I3,IL2DL,IL2DR,URADL
M3R,M3R,IL2DR,NSMR,IL2R,I2R
IL2L,IL2L,NSML,IL1L,IL2DL,IL2VL
IL2DL,IL2DL,URADL,IL1DL,OLLL,URYDL
IL2DR,IL2DR,URADR,IL1DR,M4,I3
IL2VL,IL2VR,IL1VL,IL1VR,IL2VL,M3R
IL2VR,IL2VR,IL1R,IL2R,URYVR,NSMR
URBR,IL2R,OLLR,URADR,IL2DR,URBR
URADR,URADR,IL1DR,IL2DR,URYDR,OLLR
IL1L,IL1L,OLLL,IL2L,IL1VL,URYVL
IL1VL,IL1VR,IL1VL,IL2VR,IL2VL,URYVR
OLLR,OLLR,URADR,URYDR,IL1DR,IL2R
IL1DR,IL1DL,IL1DR,OLQDL,URADR,URYDL
IL1R,IL1R,OLLR,IL2R,URYDR,URADR
IL1DL,IL1DL,URYDL,URADL,OLQDL,OLLL
URYDR,IL1DR,URYDR,OLQDR,URADR,RMED
OLLL,OLLL,URBL,URYDL,IL1L,RIPL
IL1VR,URYVR,IL1R,IL2VR,OLQVR,IL1VR
URYVL,URYVL,URAVL,IL1VL,OLQVL,IL1L
URADL,URADL,URYDL,RMEL,OLLL,IL1DL
URYVR,URBR,RIPR,IL1R,URYVR,OLLR
RIPR,URYDR,IL1DR,OLQDR,RMED,URADR
URBL,URBL,OLQVL,RIPL,OLLL,RMEL
URAVL,URAVL,IL1VR,URAVR,IL1VL,URYVR
BAGR,RIPR,URBR,URYDR,OLQDR,OLLR
URAVR,URAVR,URYVR,OLQVR,IL1VR,RIPR
OLQDR,OLQDR,OLQDL,IL1DR,RMED,URYDR
URYDL,URYDL,RMEL,RIPL,URBL,OLQDL
RIPL,RIPL,RMEL,URBL,BAGL,OLQVL
OLQVL,OLQVL,URAVL,CEPVL,OLQVR,IL1VL
OLQDL,OLQDL,URYDL,RMEL,IL1DL,RIPL
OLQVR,OLQVR,BAGR,RIPR,URYVR,URBR
RMER,RMER,URYDR,RIPR,BAGR,URBR
RMEL,BAGL,RMEL,OLQVL,URYVL,URBL
BAGL,CEPVL,BAGL,OLQVL,URAVL,RMEV
RMED,RMED,OLQDL,CEPDL,ALA,URYDL
CEPVR,BAGR,CEPVR,OLQVR,URAVR,URYVR
CEPVL,CEPVL,CEPVR,RMEV,OLQVL,OLQVR
RMDVR,SAAVR,RMDVR,SMDVR,BAGR,CEPDR
RIH,CEPVR,RMEV,CEPVL,RIH,OLQVR
RID,URXL,CEPDL,RID,ALA,ASKL
SAAVR,CEPDR,URXR,SMDVR,SAAVR,RIAR
URXR,CEPDR,URXR,RID,URXL,ALA
RMDVL,RMDVL,AVAL,RMDL,BAGL,AVEL
RIAR,RIAR,SMDVR,SAAVR,CEPDR,URXR
AVAR,RMDVR,SAAVR,AVAR,AFDR,SMDVR
SIADL,RMDR,RMEV,CEPVR,RIH,SAADR
AFDR,SMDVR,SAAVR,RIAR,AFDR,ADFR
,URXR,CEPDR,ASKR,RIAR,SMDVR
CEPDR,RID,ALA,URXR,CEPDR,ASKR
SAAVL,SAAVL,AVAL,RIAL,RMDVL,AVEL
URXL,CEPDL,URXL,ASKL,RIAL,SMDVL
AVAL,RMDL,AVAL,AVEL,RMDVL,CEPVL
ALA,URXL,CEPDL,SMDVL,RIAL,ALA
RMDR,AVAR,RMDR,AFDR,RMDVR,AVER
RMEV,SAADR,RIH,SAADL,RMEV,SMDDR
RIAL,RIAL,AVAL,SMDVL,ADFL,SAAVL
AWBR,RIAR,SMDVR,AWBR,ASKR,ADFR
AFDL,AFDL,AVEL,AVAL,RMDL,ADFL
RMDL,RMDL,AVEL,RMDDL,SAADL,SIBDL
SIBDR,RMDR,AWCR,SIBDR,AVAR,AFDR
SMDVL,SMDVL,ASKL,RIAL,ADFL,AWBL
ASKR,ADLR,ASKR,URXR,ALA,CEPDR
AVER,AVER,AVAR,RMDR,AFDR,AWAR
CEPDL,ASKL,SMDVL,CEPDL,RIAL,URXL
AWAR,AWAR,AWBR,AFDR,RIAR,ADFR
ASHR,AFDR,ASHR,AWBR,ADFR,AWAR
AWAL,ADFL,AWBL,AVAL,AWAL,AFDL
ASHL,RMDL,AFDL,AWCL,AVAL,AVEL
AVEL,AVEL,RMDL,AIBL,SIBDL,AFDL
AWCR,ASHR,AWCR,AFDR,RMDR,SIBDR
SIBDL,SAADL,SIBDL,RMDDL,SMDDL,AIBL
ADLR,ADLR,ASKR,ASIR,RIAR,ASGR
AWBL,AWBL,AVAL,AFDL,AWCL,ADFL
SAADR,SMDDR,SAADL,RMDDR,SIBVR,SAADR
AWCL,SIBDL,AWCL,AIBL,RMDL,RMDDL
ASGR,ASGR,AWBR,AWAR,ADLR,ADFR
ASGL,ASGL,AWBL,ADFL,AVHL,ASKL
HMC,ALA,ADLR,ASKR,ADLL,URXR
SIBVR,SIBVR,RMDDR,RMHR,SAADL,SMDDR
AIBR,AIBR,SIBDR,AWCR,RMDR,ASHR
ASER,ASER,ASHR,AWBR,ADFR,AWAR
ASKL,ADLL,ASKL,ASGL,ASIL,AVHL
ASEL,AWCL,ASHL,ASEL,AFDL,RMDL
AIBL,AIBL,RMDDL,SIBDL,AWCL,ASHL
ASIL,ASEL,ASHL,AWAL,AWCL,AWBL
ASIR,ASIR,ADLR,AVHR,ASGR,ASKR
RIBL,ASHL,AWCL,RIBL,AUAL,AIBL
AVHL,ASEL,AVHL,AWBL,ASGL,AFDL
ADLL,AVHL,ASIL,ASGL,ADLL,AWBL
AVHR,AVHR,ASER,AWBR,AVJR,ASGR
AUAL,RMDDL,RMHL,SMBDL,AIBL,SAADL
SIBVL,SMBDR,RMHR,RMDDR,RMFR,SIBVR
