GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I2L,MCL,I1R,M3L
I1R,I1R,I1L,I2R,MCR,MCL
I2R,MCR,NSMR,I2R,IL1R,M3R
I2L,IL1L,M3L,NSML,IL2L,MCL
NSML,URBL,IL2L,IL1L,URAVL,URYVL
M3L,IL2VR,URYVR,IL1R,IL2R,IL1VR
M3R,OLQVL,CEPVL,URYVL,URAVL,URBL
URAVL,I2L,M3L,URYVL,I1L,URAVL
IL2VR,I2R,IL2VR,NSMR,M3R,MCR
IL2VL,IL2VL,IL1VL,M3L,URAVL,IL2VR
I3,IL2DR,IL2DL,I3,M4,IL1DL
MI,I3,M4,MI,IL2DR,IL2DL
M4,IL1DR,IL1DL,RMED,URADR,URADL
IL2DR,MI,I3,IL2DR,M4,IL2DL
IL2DL,OLQDL,URYDL,OLLL,IL1DL,IL2DL
IL1R,BAGR,RMDVR,CEPVR,RIAR,SAAVR
IL1L,BAGL,RMDVL,AVAL,RMDL,RMEL
OLQDL,URXL,ASKL,CEPDL,URXR,SMDVL
OLQDR,URXR,CEPDR,SAAVR,SMDVR,ASKR
URYDR,SMDVR,CEPDR,URYDR,OLQDR,SAAVR
IL1DR,CEPDR,OLQDR,IL1DR,ALA,URXR
URADL,RIAL,CEPDL,RMED,RMEL,SAAVL
OLLR,RMER,SAAVR,OLQDR,URBR,URYDR
OLLL,SAAVL,RMDVL,SMDVL,RIAL,AVAL
RMEL,AWBL,AWCL,ASGL,RIAL,AFDL
RMER,AWBR,SAAVR,SMDVR,AFDR,RMDVR
IL2R,RIPR,URBR,BAGR,RMER,IL2R
OLQVL,AVEL,AVAL,RMDL,AWCL,RMDVL
OLQVR,SMDDR,AWCR,SAADR,SAADL,RMDDR
URYVL,BAGL,CEPVL,RMDL,URAVL,RMDVL
URYVR,SAADR,SIBVR,SMDDR,RIH,AVER
CEPVR,RMFR,SMDDR,RIMR,SMBDR,RMFL
RMEV,SMBVR,SIAVR,RMFL,AVKR,AIMR
BAGR,AWCR,SIBDR,RIBR,AIBR,ASHR
URXL,AINL,RIVL,ASIL,I6,AVHL
URXR,AINR,RIVR,ASIR,ADLR,ASGR
RID,ADLL,RIVL,ASGL,ASKL,ASIL
ALA,RIVR,RIVL,ASIR,AVHL,AVJR
CEPDL,AVJL,RIVL,ASGL,AVHL,AVBL
CEPDR,M1,RIVR,AVJR,ASIR,AINR
ADLL,I6,FLPL,AINL,M5,AIZL
SMDVL,ASGL,RIBL,ASEL,AVBL,ASHL
RMDVR,AVDR,AWBR,ASHR,AUAR,AVJR
AVAL,RICL,AIZL,SMBVL,ASEL,AWCL
AVAR,AVJR,ASER,AIZR,RICR,RIBR
RMDR,RICR,RIMR,RIBR,AIZR,AUAR
RMDL,RICL,AIML,SMBVL,FLPL,RIML
AWAR,FLPR,ADER,AINR,AQR,ADAR
AWAL,FLPL,AIYL,RIS,SABVL,ADEL
AIBR,RIS,AQR,RICR,VB2,ADER
AWBL,ADEL,FLPL,ADAL,AVKL,RICL
ASEL,VD1,AVKL,AVFL,ADAL,VB2
M1,ADAR,AVG,RMGR,DD1,VD2
RIVL,ADAL,ADEL,FLPL,AVKL,RICL
AVDL,RMGL,ADAL,ADEL,FLPL,DA1
FLPL,DD1,AVG,VD2,AS1,DA1
RICL,RIGL,DD1,AVG,DB1,VD2
ADEL,VA2,VB3,SABD,DA1,DD1
ADAL,VB3,VD2,DD1,VA2,DA1
RMGL,VB3,AS1,VA2,DD1,VD2
