GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,MCR,I1L,I2R,NSMR
I1L,I1L,I1R,I2L,MCR,I2R
I2L,I2L,MCR,I1L,MCL,NSML
NSML,NSML,M3L,IL2VL,MCL,I2L
MCL,MCL,MCR,NSML,NSMR,I2L
I3,I3,IL2DR,IL2DL,M4,MI
MI,MI,I3,M4,IL2DR,MCR
M4,M4,IL1DL,URADL,OLLL,URADR
IL2DL,IL2DL,I3,OLLL,MI,M3L
IL2R,IL2DR,IL2R,URBR,URADR,OLLR
IL2L,IL2L,IL1L,URYVL,OLLL,URBL
M3R,IL1R,URBR,IL2R,IL2VR,NSMR
M3L,IL2VR,IL1VL,IL2VL,IL1VR,M3L
IL1L,IL1VL,OLQVL,IL1L,CEPVL,URAVL
IL1R,BAGR,RMER,RIPR,IL1R,URBR
IL1VL,I2R,M3R,NSMR,IL2VR,MCR
IL1VR,IL2VR,CEPVR,OLQVR,URYVR,IL1R
URYVR,RMDR,AVER,AVAR,RMDVR,AFDR
CEPVR,AWCR,SMDDR,AIBR,SIBDR,RMDR
CEPVL,SAADL,SMDDR,SAADR,RMFR,SMDDL
OLQVL,CEPVL,SAADR,RIH,SMDDL,AVEL
RMEL,RMDL,AVEL,RMDVL,AVAL,AWCL
RMER,SAAVR,RMDVR,SMDVR,AVAR,AFDR
OLLR,OLLR,RMER,URBR,OLQDR,URYDR
OLLL,RMEL,BAGL,RMDVL,SAAVL,OLQVL
URADL,URADL,OLLL,URYDL,IL1DL,IL1L
URADR,URADR,URYDR,IL1DR,RMED,OLQDR
OLQDR,URXR,CEPDR,OLQDR,SMDVR,SAAVR
OLQDL,URXL,SAAVL,CEPDL,OLQDL,AVAL
RMED,ALA,RMED,CEPDL,CEPDR,URXR
URYDR,URYDR,OLQDR,RMER,CEPDR,SMDVR
IL1DR,IL1DR,OLQDR,URYDR,CEPDR,IL1DL
IL1DL,RMEL,URYDL,OLQDL,IL1DL,RMDVL
CEPDR,RIVR,ADLR,M1,CEPDR,AWBR
URXL,ASGL,ASIL,ADLL,AWBL,AVHL
URXR,ADLR,ASKR,URXR,AWAR,ASGR
RID,ASKL,ADLL,URXL,CEPDL,RIAL
ALA,RIVL,ADLL,AVHL,ASGL,ASIL
SMDVL,ASGL,AVJL,AWBL,AVDL,ASEL
SMDVR,ASGR,ASKR,AVHR,AWBR,AWAR
SAAVL,AWBL,ASEL,AWCL,ASGL,AFDL
RIAR,ASGR,ASER,AWBR,AVHR,AWAR
RMDVL,AWCL,AIBL,RMDL,RMDDL,ASHL
RMDVR,AWBR,ASHR,RIAR,AIBR,AFDR
AVAR,ASER,AVJR,AINR,AVDR,AWBR
AVAL,AWCL,RMDDL,ASEL,RIBL,ASHL
RMDL,SMBVL,SMBDL,AIAL,RIML,SIAVL
AVER,RIBR,ASHR,RIMR,ASJR,RICR
AVEL,SMBDL,RIML,RMDDL,SMBVL,RIBL
AWBL,ASEL,AIZL,RICL,AVJL,AINL
AIBL,RIS,VB2,AIML,AIYL,AVL
AWAL,RIBL,AVDL,AINL,AVJL,AVBL
AWAR,AINR,M2R,RICR,FLPR,AIZR
ASKR,ASIR,ADLR,AINR,RIVR,ASGR
RIVL,RICL,AIZL,AVJL,AINL,ADEL
AVJL,FLPL,ADEL,RICL,ADAL,AIZL
AINL,FLPL,ADAL,ADEL,RMGL,VA1
ADEL,VB1,ADAL,VA1,ADEL,RIGL
I4,I6,M5,I4,RMGL,ADAL
I6,RMGL,ADAL,AS1,DD1,M5
ASEL,FLPL,RICL,ADEL,AIYL,AIML
FLPL,AS1,DD1,SABD,AVG,VA1
ADAL,VB3,DD1,VA2,DB1,DA1
RICL,RIS,VA1,AVG,VB2,RIFL
AVDL,FLPL,RMGL,AIYL,ADEL,RIS
RIH,SMBDR,RIMR,RMHR,RMFL,RMFR
