GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
IL2L,NSML,I1L,MCL,I2L,I1R
IL1L,I1L,I2L,MCL,NSML,I1R
IL2DL,IL2DL,NSML,I2L,MCL,IL2L
I2L,I2L,NSML,MCL,I1L,M3L
IL2VR,I2R,I1R,NSMR,MCR,I1L
I2R,MCR,I2R,I1R,NSMR,I1L
IL2DR,I3,MI,IL2DL,M4,I1L
MCL,MCL,I2L,NSML,MCR,I1L
MCR,MCR,NSMR,I2R,MCL,I1R
NSML,NSML,I2L,MCL,M3L,IL1L
NSMR,MCR,I2R,NSMR,I1R,MCL
MI,I3,MI,M4,IL2DR,MCR
I3,MI,I3,M4,IL2DR,IL2DL
M3L,M3L,IL1L,IL2L,OLLL,IL2VL
URBL,IL2L,OLLL,URBL,IL1L,URYDL
M3R,M3R,NSMR,I2R,MCR,M3L
M4,M4,IL1DL,I3,IL2DL,URADL
IL2VL,IL2VR,IL2VL,IL1VL,IL1VR,NSMR
IL2R,IL2DR,URADR,IL1DR,I3,OLLR
URYVL,IL1L,URYVL,URBL,OLLL,IL2L
URADL,URADL,IL1DL,URYDL,OLLL,OLQDL
RIPL,URBL,IL1L,IL2L,RIPL,OLLL
URBR,IL2R,IL1R,OLLR,NSMR,URBR
OLLR,OLLR,URADR,IL2R,IL1R,URBR
IL1DR,IL1DR,IL1DL,URADR,URYDR,IL2DR
OLLL,OLLL,URYDL,URBL,RIPL,IL1L
IL1R,IL1R,IL2R,OLLR,URBR,RIPR
BAGL,RIPL,URBL,IL1L,BAGL,URYVL
IL1DL,IL1DL,OLQDL,URYDL,IL1DR,URADL
IL1VR,IL1VL,IL1VR,IL2VR,IL2VL,URAVL
URADR,URADR,OLLR,IL1DR,URYDR,RIPR
URAVL,URYVL,URAVL,OLQVL,IL1L,RIPL
URYDL,IL1DL,URYDL,OLQDL,OLLL,RMED
CEPDL,URYDL,OLQDL,IL1DL,RIPL,OLLL
IL1VL,OLQVL,IL1VL,URAVL,URYVL,BAGL
RIPR,RIPR,URBR,OLLR,IL1R,URYDR
OLQVL,OLQVL,URBL,BAGL,RIPL,URYVL
URYDR,URYDR,IL1DR,OLQDR,URADR,RIPR
URYVR,URYVR,IL1VR,URAVR,RIPR,IL2VR
URAVR,URAVR,IL1VR,URAVL,IL1VL,IL2VR
BAGR,URBR,RIPR,IL1R,RMER,BAGR
RMEL,RMEL,URYDL,RIPL,BAGL,OLQDL
OLQDL,OLQDL,URYDL,RMED,IL1DL,OLQDR
OLQDR,OLQDR,RMED,URYDR,OLQDL,IL1DR
CEPVL,BAGL,OLQVL,CEPVL,URAVL,URYVL
OLQVR,OLQVR,URAVR,IL1VR,IL2VR,URYVR
,OLQVL,URAVL,CEPVL,URAVR,CEPVR
RMED,RMED,OLQDL,OLQDR,RID,URYDL
,URAVL,CEPVL,CEPVR,URAVR,OLQVL
RMER,RMER,RIPR,BAGR,URBR,URYVR
CEPVR,CEPVR,CEPVL,URAVR,RMEV,URAVL
RMDVL,RMDVL,AVAL,SAAVL,BAGL,SMDVL
RMEV,CEPVL,RMEV,OLQVL,AVEL,BAGL
RMDVR,BAGR,RMDVR,RMER,OLQVR,CEPVR
SIADR,CEPVR,RMEV,URAVR,RIH,BAGR
AIBR,RMDVR,BAGR,SAAVR,RMER,SMDVR
AVAL,SAAVL,SMDVL,RIAL,AVAL,RMDVL
RIH,RMEV,CEPVR,RIH,CEPVL,SAADR
AVEL,AVAL,AVEL,RMDVL,SAAVL,SMDVL
SAAVL,CEPDL,SMDVL,RIAL,SAAVL,URXL
RID,RID,CEPDR,URXR,ALA,ASKR
RIAL,RIAL,SMDVL,CEPDL,SAAVL,URXL
SMDVR,SAAVR,SMDVR,RIAR,RMDVR,CEPDR
AFDL,AFDL,SAAVL,RIAL,ADFL,AVAL
RMDL,RMDL,AVEL,AVAL,AWCL,AFDL
URXR,URXR,CEPDR,SAAVR,SMDVR,RIAR
RIAR,RIAR,SAAVR,SMDVR,RMDVR,AVAR
AIBL,AVEL,AVAL,AFDL,RMDL,ADFL
AVAR,RMDVR,AVAR,RMDR,SAAVR,CEPVR
SAADL,SAADR,RIH,RMEV,SAADL,SMDDL
ADFL,CEPDL,URXL,ASKL,ALA,RIAL
CEPDR,CEPDR,SMDVR,URXR,RIAR,SAAVR
AWAL,SMDVL,ASKL,RIAL,URXL,ADFL
ASKR,SMDVR,RIAR,SAAVR,CEPDR,ASKR
ALA,ALA,URXR,CEPDR,ASKR,URXL
SIBVL,SAADL,SAADR,SMDDL,SIBDL,SIBVR
SMDVL,ADLL,SMDVL,CEPDL,URXL,ASKL
