GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,MCR,I1L,I2R,NSMR
AMSOL,I1L,I1R,I2L,MCL,NSML
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,MCR,I1L,I2R,MCL
I2R,I2R,NSMR,MCR,I1R,MCL
I2L,I2L,NSML,MCL,I1L,MCR
MCL,MCL,I2L,NSML,MCR,I1L
MI,MI,I3,M4,IL2DL,IL2DR
NSMR,NSMR,I2R,MCR,I1R,MCL
NSML,I2L,NSML,MCL,I1L,MCR
I3,I3,IL2DL,MI,M4,IL2DR
IL2VL,NSML,IL2VL,I2L,MCL,IL1VL
M4,M4,IL2DL,I3,IL2DR,URADL
M3R,M3R,NSMR,I2R,MCR,IL2R
M3L,M3L,NSML,IL2VL,M3R,MCL
IL2R,NSMR,IL2R,IL1R,MCR,OLLR
URADL,URADL,URYDL,IL1DL,IL2DL,OLLL
IL2L,IL2L,IL1L,OLLL,IL2DL,NSML
IL2VR,IL2VR,IL1VR,IL1R,NSMR,URYVR
IL2DR,IL2DR,URADR,IL1DR,URYDR,OLLR
IL1VL,IL1VL,IL2VL,IL1VR,NSML,URYVL
IL1DL,IL1DL,URADL,URYDL,IL2DL,OLQDL
IL1L,IL1L,IL2L,OLLL,URYVL,URBL
IL1VR,IL1VR,IL1VL,IL2VR,URYVR,IL2VL
OLQVR,IL1R,IL2R,URYVR,OLLR,M3R
RIPR,IL2R,IL1R,URBR,OLLR,RIPR
URADR,URADR,URYDR,OLLR,IL1DR,IL2DR
URBR,IL1R,IL2R,OLLR,URBR,URYVR
URYVL,URYVL,IL1L,URBL,URAVL,OLLL
IL1DR,IL1DR,URYDR,IL1DL,OLQDL,OLQDR
OLLL,OLLL,URYDL,URBL,IL2L,RMEL
URYDR,URYDR,OLQDR,OLLR,URADR,IL1DR
IL1R,RIPR,URBR,IL1R,IL2R,OLLR
OLQDL,OLQDL,URYDL,IL1DL,OLQDR,RMED
URBL,URBL,RMEL,RIPL,OLLL,IL1L
URYDL,URYDL,OLQDL,OLLL,RMEL,IL1DL
OLLR,OLLR,URBR,RIPR,URYDR,OLQDR
URYVR,URYVR,OLQVR,IL1R,URAVR,RIPR
URAVL,URAVL,URYVL,IL1VL,OLQVL,BAGL
SMDDR,OLQVR,URAVR,URYVR,CEPVR,IL1VR
SIBVR,RIPR,URBR,BAGR,RMER,OLQVR
OLQVL,OLQVL,RMEL,BAGL,RIPL,URYVL
OLQDR,URYDR,OLQDR,RMED,RIPR,IL1DR
RIR,RIPL,RIPR,RMEL,OLQDR,URBL
CEPVR,CEPVR,OLQVR,URAVR,URYVR,BAGR
RMED,OLQDR,RMED,OLQDL,URYDR,RID
SAAVL,RMED,OLQDL,OLQDR,URYDL,RID
BAGR,BAGR,OLQVR,URAVR,CEPVR,URYVR
RMER,RMER,BAGR,SAAVR,RIPR,OLQVR
BAGL,BAGL,RMEL,RIPL,URBL,RMDVL
RMDVR,RMDVR,SAAVR,BAGR,SMDVR,OLQVR
CEPVL,CEPVL,RMDVL,BAGL,AVAL,RMDL
RID,SMDVR,SAAVR,RMDVR,RIAR,BAGR
SMDVR,SAAVR,RIAR,SMDVR,URXR,CEPDR
URXR,URXR,CEPDR,ASKR,RID,RIAR
