GT,Top1,Top2,Top3,Top4,Top5
CEPVR,CEPVR,URAVR,RIH,BAGR,OLQVR
CEPVL,CEPVL,URAVL,BAGL,OLQVL,RMEV
OLQVR,OLQVR,RIPR,URYVR,URBR,URAVR
OLQVL,OLQVL,URYVL,URAVL,URBL,BAGL
RMER,RMER,URAVR,RIPR,BAGR,URBR
OLQDL,OLQDL,URYDL,RMEL,OLLL,IL1DL
OLQDR,OLQDR,RMED,OLQDL,URYDR,RID
URYDR,URYDR,RIPR,OLLR,URADR,IL1DR
URYVR,URYVR,IL1R,URAVR,RIPR,IL1VR
OLLR,OLLR,IL1R,URYDR,URADR,IL2R
OLLL,OLLL,URBL,URYDL,IL1L,URYVL
URADL,URADR,OLLR,M4,URYDR,IL1DR
IL1DR,IL1DR,URYDR,URADR,IL1DL,OLQDR
IL1DL,IL1DL,URYDL,URADL,OLQDL,OLLL
IL1VR,IL1VR,IL1R,URAVR,IL2VR,URYVR
IL1VL,URAVL,IL1VL,URYVL,URAVR,IL1VR
IL2R,IL2R,IL1R,OLLR,URBR,RIPR
M3R,M3R,NSMR,I2R,MCR,MCL
IL2VR,IL2VR,IL1R,IL1VR,IL2R,NSMR
IL2VL,IL1VL,IL2VL,URAVL,URYVL,IL1L
IL2DR,IL2DR,I3,M4,MI,IL2R
IL2DL,URADL,IL2DL,M4,OLLL,IL2L
I2R,I2R,NSMR,MCR,I1R,MCL
I2L,I2L,MCL,NSML,I1L,MCR
RMEL,BAGL,RMEL,URBL,URYVL,RIPL
IL2L,IL1L,IL2L,OLLL,URYVL,URBL
ALA,ALA,CEPDR,CEPDL,URXR,RID
CEPDR,CEPDR,URXR,ALA,URXL,RID
URXR,URXR,CEPDR,ASKR,SMDVR,RIAR
URXL,URXL,CEPDL,ASKL,SMDVL,SAAVL
RMDVR,RMDVR,AVAR,SMDVR,SAAVR,BAGR
AVAR,AVAR,RMDVR,SMDVR,AVER,SAAVR
AVER,AVER,AVAR,RMDR,RMDVR,SMDVR
RMDR,RMDR,AVER,AWCR,AVAR,SIBDR
RMDVL,RMDVL,AVAL,RMDL,SMDVL,SAAVL
AVAL,AWBL,AVAL,RMDL,SAAVL,AFDL
