GT,Top1,Top2,Top3,Top4,Top5
OLQVL,OLQVL,CEPVL,URAVL,URYVL,IL1VL
URADL,URADL,OLLL,IL1DL,URYDL,M4
IL2R,IL2DR,IL2R,URADR,MCR,NSMR
AUAL,AUAL,RIML,RIBL,RICL,AWCL
I1R,I1R,I2R,I1L,MCR,NSMR
FLPL,FLPL,DD1,RMGL,AVG,VA1
URXR,URXR,CEPDR,URXL,ASKR,ALA
SAAVL,SAAVL,RMDVL,RIAL,AVAL,RMDL
CEPDL,RIAL,CEPDL,SMDVL,ASKL,AWBL
AIZL,ADAL,ADEL,FLPL,AIZL,RICL
RMFL,SMBDR,RMFL,RMFR,SMBVR,RIMR
AVHL,AINL,AVJL,FLPL,ASEL,ADAL
URYDR,URYDR,URADR,IL1DR,OLLR,RMER
CEPVR,BAGR,CEPVR,OLQVR,URAVR,URYVR
ASEL,ASEL,AWCL,AWBL,RIBL,SMBVL
I3,I3,IL2DL,IL2DR,MI,M4
M1,RIVL,AVHL,RIVR,ADLL,M1
CEPDR,CEPDR,ALA,URXR,SMDVR,RIAR
RMEV,RMEV,RIH,CEPVR,SAADR,SMDDR
SMDVL,SMDVL,AWBL,RIAL,AVEL,RMDVL
URYDL,URYDL,IL1DL,OLLL,URADL,RMEL
OLQDL,OLQDL,RMEL,URYDL,CEPDL,URXL
RMDDR,AIBR,AUAR,RMDR,RMDDR,SMDDR
IL1DL,IL1DL,URYDL,RMEL,RIPL,OLLL
OLQDR,OLQDR,RMED,OLQDL,IL1DR,URYDR
RMEL,RMEL,BAGL,URYVL,OLQVL,CEPVL
SMDDR,RIMR,RICR,RIBR,FLPR,SMBVR
RIVL,AVJL,AWBL,AINL,ASEL,ASGL
IL2L,IL2L,IL2DL,IL1L,M3L,OLLL
IL2DL,IL2DL,I3,MI,I1L,IL2DR
I2L,I2L,MCL,I1L,MCR,I1R
AWBL,AWCL,AWBL,RMDL,ASGL,ASEL
OLLL,OLLL,URBL,URYVL,URYDL,RIPL
RMED,RMED,URYDL,ALA,RMEL,OLQDL
IL1L,IL1L,IL1VL,M3L,URYVL,I2L
URXL,URXL,CEPDL,ASKL,SMDVL,URXR
IL2VL,IL2VL,I2R,IL2VR,I2L,NSML
RMDDL,AIAL,RMDDL,VB2,AVL,AIMR
M3R,I2R,M3R,NSMR,IL2R,IL2DR
AVEL,AVEL,RMDL,SMDDL,AVER,SMDDR
AIBR,ASHR,AVBR,RIBR,AWCR,AIBR
OLQVR,OLQVR,URYVR,BAGR,RIPR,CEPVR
M3L,M3L,M3R,IL2VR,IL2VL,NSML
NSML,NSML,I2L,MCL,MCR,I2R
I1L,I1L,I1R,I2L,MCL,I2R
IL1DR,IL1DR,IL1DL,URADR,URYDR,OLLR
RMER,RMER,RIPR,SAAVR,BAGR,SMDVR
IL1R,IL1R,IL2R,OLLR,URADR,RIPR
SMDVR,SMDVR,ASKR,RIAR,CEPDR,AWBR
AIBL,AIBL,RMDDL,AWCL,RIML,ASHL
SMDDL,SMDDR,SAADL,SMDDL,RMFR,RMDDL
URBR,URBR,RIPR,IL2R,OLLR,IL1R
URBL,URYVL,URBL,OLQVL,URAVL,IL1VL
AVER,AVER,AVAR,RMDVR,ASHR,RMDR
RIAL,AVAL,RMDL,RIAL,RMDVL,AFDL
