GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,MCR
I2R,I2R,NSMR,MCR,IL2VR,M3R
I2L,I2L,NSML,MCL,I1L,M3L
MI,MI,I3,M4,IL2DL,IL2DR
MCR,MCR,NSMR,I2R,MCL,M3R
MCL,MCL,NSML,I2L,M3L,I1L
I3,I3,MI,IL2DL,IL1DL,M4
NSMR,NSMR,I2R,IL2VR,MCR,M3R
NSML,NSML,MCL,I2L,M3L,IL1L
IL2VR,IL2DR,I3,URADR,M4,MI
IL2DR,IL2DL,URADL,I3,IL1DL,MI
IL2DL,IL2L,IL1L,OLLL,URADL,IL2DL
M4,M4,IL1DL,URADL,I3,IL2DR
IL2R,IL2R,IL1R,URBR,OLLR,NSMR
URADL,URADL,IL1DL,OLLL,URYDL,IL2DL
M3R,M3R,IL2VR,IL1VR,IL1VL,IL1R
URADR,URADR,IL1DR,URYDR,OLLR,IL2DR
IL2VL,IL2VR,IL1VR,IL1VL,IL2VL,M3R
IL2L,IL1VL,URYVL,IL2VL,IL1L,URAVL
M3L,M3L,IL1L,OLLL,URYVL,IL2L
OLLL,OLLL,IL1DL,URYDL,IL1L,URADL
OLLR,OLLR,URBR,URYDR,URADR,RIPR
URYVL,IL1L,URYVL,OLLL,IL2L,M3L
IL1R,IL1R,IL2R,URYVR,IL2VR,URBR
IL1DL,IL1DL,URYDL,URADL,OLQDL,IL1DR
URYDL,URYDL,OLLL,IL1DL,OLQDL,URADL
IL1L,IL1L,OLLL,IL2L,IL1DL,URYVL
IL1DR,IL1DR,IL1DL,OLQDR,URADR,URYDR
IL1VR,IL1VR,IL1VL,IL2VR,URAVL,IL2VL
URBR,URBR,RIPR,RMER,OLQVR,URYVR
URAVL,URYVL,URAVL,IL1VL,OLQVL,IL1L
URYDR,URYDR,OLQDR,IL1DR,RIPR,RMER
OLQDR,OLQDR,URYDR,IL1DR,RMED,URADR
URYVR,URYVR,OLQVR,BAGR,IL1R,IL1VR
RIPL,RIPL,OLLL,IL1DL,URYDL,URADL
URBL,URBL,OLLL,IL1L,IL2L,RIPL
OLQDL,OLQDL,IL1DL,URYDL,RMED,OLQDR
RIPR,RIPR,RMER,URBR,URYDR,OLLR
