GT,Top1,Top2,Top3,Top4,Top5
AMSOL,I1R,I1L,I2R,MCR,NSMR
I1R,I1L,I1R,I2L,MCL,NSML
AMSOR,I1R,I1L,MCL,I2L,IL2DL
I1L,I1L,I1R,I2R,MCR,MCL
I2L,I2R,MCR,NSMR,I1R,MCL
I2R,I2L,MCL,NSML,I1L,I1R
NSMR,NSML,MCL,I2L,I1L,M3L
MCL,MCL,MCR,NSML,I2R,NSMR
MI,MI,I3,M4,MCR,I1R
NSML,MCR,MCL,I2R,NSMR,NSML
I3,I3,MI,M4,IL2DR,IL2DL
M3L,M3R,M3L,NSMR,I2R,IL2VL
M3R,M3L,NSML,IL2DL,MCL,IL2L
IL2VL,IL2VL,IL2VR,IL1VL,IL1VR,NSML
IL2R,NSMR,IL2R,I2R,MCR,IL1R
M4,IL2DL,M4,URADL,IL1DL,OLLL
IL2DL,IL2DR,M4,URADR,IL2R,I3
IL2VR,IL2L,IL1L,IL1VL,IL2VL,NSML
IL2L,IL2L,IL1L,OLLL,URADL,IL2DL
IL1R,IL1R,IL2R,IL2VR,M3R,NSMR
URADL,URADR,IL2R,OLLR,IL1DR,URYDR
IL1VL,IL1VL,IL1L,IL2VL,URYVL,IL2L
IL1L,IL1L,OLLL,IL2L,IL1DL,URADL
OLLR,OLLR,IL2R,URBR,URADR,IL1R
IL1VR,IL1VR,IL1VL,IL2VR,IL2VL,URAVL
URYVR,URYVR,IL2VR,IL1VR,IL1R,URAVR
URADR,URADL,URYDL,IL1DL,OLQDL,OLLL
OLLL,OLLL,URYDL,IL1DL,URADL,OLQDL
IL1DL,IL1DL,OLQDL,IL1DR,URYDL,URADL
IL1DR,IL1DR,URYDR,URADR,OLLR,RIPR
URYVL,URYVL,IL1L,URBL,OLLL,RIPL
URBR,RIPR,URBR,IL2R,IL1R,URYVR
RIH,URBL,RIPL,OLLL,URYDL,RMEL
URYDR,URYDR,IL1DR,RIPR,OLQDR,RMER
OLQVR,OLQVR,IL2VR,URYVR,URAVR,IL1VR
URAVL,URAVL,URYVL,BAGL,URBL,RIPL
URYDL,URYDL,OLQDL,RMEL,IL1DL,RIPL
RIPR,URBR,RIPR,BAGR,RMER,OLQVR
BAGL,BAGL,RMEL,RIPL,URBL,URYDL
OLQDR,OLQDR,URYDR,RIPR,RMER,RMED
