GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,NSML
M3R,M3R,NSMR,IL2VR,I2R,IL2R
M3L,M3L,OLLL,IL2VL,IL1L,IL2L
I3,I3,MI,M4,MCL,IL2DL
I2R,MCR,I2R,NSMR,I1R,MCL
I2L,I2L,MCL,NSML,I1L,M3L
IL2VR,I2R,NSMR,MCL,I2L,MCR
IL2VL,IL2VL,NSML,I2L,MCL,M3L
IL2DR,MI,I3,IL2DR,M4,I1R
IL2DL,IL2DL,I3,M4,MI,IL2DR
URADL,URADL,M4,OLLL,IL1DL,IL2DL
IL2L,IL2L,IL1L,OLLL,NSML,URBL
URYDR,URYDL,OLLL,OLQDL,RMEL,IL1DL
URYDL,URYDR,RIPR,RMER,OLLR,URADR
IL1DR,IL1DR,URYDR,IL1DL,URADR,OLLR
IL1DL,IL1DL,IL1DR,URADR,URYDR,OLLL
IL1R,IL1R,IL2R,NSMR,OLLR,IL2DR
IL1L,IL1L,RMEL,OLLL,URBL,RIPL
CEPVR,CEPVR,BAGR,RIH,RMEV,OLQVR
CEPVL,CEPVL,CEPVR,URAVL,BAGL,RMEV
OLQVL,OLQVL,BAGL,URAVL,URBL,RMEL
OLQVR,OLQVR,CEPVR,BAGR,RMER,URAVR
OLQDL,OLQDL,RMED,OLQDR,OLLL,RMEL
OLQDR,OLQDR,RMED,URYDR,RMER,RIPR
URYVL,URYVL,URAVL,RMEL,BAGL,OLLL
URYVR,URYVR,URAVR,IL1R,RMER,OLLR
OLLR,URBR,IL2R,OLLR,URADR,RIPR
IL1VL,IL1VL,URAVL,IL1L,IL2VL,IL1VR
IL1VR,IL1VR,IL2VR,IL1VL,IL1R,M3R
ALA,URXR,ADLR,CEPDR,RIAR,ASKR
CEPDL,ALA,RIAL,CEPDL,ASKL,URXL
CEPDR,CEPDR,SMDVR,RIAR,URXR,ASKR
URXR,SMDVR,URXR,CEPDR,ADLR,RIAR
URXL,URXL,URXR,ASKL,CEPDL,CEPDR
SMDVL,CEPDL,URXL,SMDVL,ASKL,RIAL
SAAVL,SAAVL,RIAL,SMDVL,CEPDL,AVAL
RMDVL,RMDVL,AVAL,BAGL,SMDVL,RMDL
RMDVR,RMDVR,BAGR,SMDVR,RMER,AVAR
RIAL,RIAL,AVAL,SAAVL,SMDVL,AFDL
AVAL,RMDL,AVAL,AFDL,AVEL,AWBL
AVAR,SAAVR,AVAR,RMDVR,SMDVR,AFDR
AVEL,AVEL,SMDDL,RMDL,SAADL,AWCL
AVER,AWCR,RMDR,AVER,AVAR,SMDDR
AIBL,AWCL,AIBL,ASHL,RIML,SAADL
AIBR,AWCR,AVER,SMDDR,AIBR,RMDR
RIVL,RIVL,RIVR,ASGL,AVHL,I6
AVHR,AWBL,ASGL,AVHL,AVJL,ADLL
AVJL,AVJL,AWBL,ASGL,AVBL,AVDL
ASEL,ASEL,AWBL,AWCL,AVBL,ASGL
AUAL,AUAL,RICL,RIBL,AIZL,RIML
AUAR,AIZR,RIBR,AIAL,RIMR,RICR
AIZL,AIZL,AVDL,RICL,AINL,AVJL
RICL,RICL,FLPL,RMGL,M2L,AIYL
AWAL,AWAL,AWBL,ASHL,ASGL,AWCL
RMDDL,RMDDL,AIBL,AUAL,SMBDL,SAADL
RMDDR,RMDDR,AIBR,AUAR,RIMR,RMFR
SMDDR,AVL,RIMR,SMBVR,RIS,AIAR
AIYL,RIS,AIYL,DB2,VA1,VB2
AIYR,RIS,DB2,DA1,SABD,AQR
ADEL,ADEL,ADAL,VB1,VA2,VB3
FLPL,FLPL,ADAL,DD1,ADEL,RMGL
ADAL,DD1,VB3,ADAL,AVG,AS1
M1,AINR,M1,AVJR,M2R,AVHR
