GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCR,MCL
I2L,I2L,MCL,NSML,I1L,M3L
I2R,I2R,MCR,NSMR,I1R,M3R
NSMR,NSMR,MCR,I2R,M3R,IL2R
NSML,NSML,MCL,M3L,I2L,IL2VL
MCL,MCL,NSML,MCR,I2L,M3L
MCR,MCR,I2R,NSMR,MCL,M3R
I3,I3,MI,IL2DL,M4,IL2DR
MI,MI,I3,M4,IL2DL,MCL
M4,M4,URADL,IL2DL,I3,IL2DR
M3R,M3R,IL2R,IL1R,IL2VR,OLLR
M3L,M3L,IL1VL,IL2VL,IL1L,M3R
IL2DR,MI,I3,IL2DR,M4,IL2DL
IL2DL,IL2DL,URADL,IL2L,OLLL,M3L
IL2L,IL2L,IL1L,URYVL,OLLL,M3L
IL2R,IL2DR,URADR,IL2R,OLLR,URYDR
OLQDL,OLQDL,URXL,CEPDL,RMEL,RMED
OLQDR,RMED,OLQDR,RID,CEPDR,URYDR
RMEL,RMEL,BAGL,RMDVL,OLQVL,SAAVL
RMER,SAAVR,RMER,RMDVR,BAGR,SMDVR
URYDL,URYDL,RMEL,OLQDL,RIPL,OLLL
URYDR,OLQDR,URYDR,IL1DR,RMER,OLLR
URADR,URADR,IL1DR,URYDR,M4,OLLR
OLLL,OLLL,URYDL,IL1L,URYVL,URBL
OLLR,URYDR,URBR,RIPR,OLLR,OLQDR
IL1DL,IL1DL,URADL,URYDL,OLQDL,IL1L
IL1DR,IL1DR,URYDR,OLQDR,OLQDL,URADR
URBR,URBR,RIPR,RMER,URYDR,BAGR
URBL,URBL,URYVL,RIPL,OLQVL,BAGL
IL1L,IL1L,URYVL,IL1VL,OLQVL,IL2L
IL1R,IL2DR,IL2R,OLLR,IL1R,URADR
URYVR,IL1R,OLLR,RIPR,IL2R,URYDR
URYVL,URAVL,URYVL,OLQVL,BAGL,CEPVL
OLQVL,OLQVL,CEPVL,BAGL,URAVL,RMEV
OLQVR,RMER,OLQVR,RIPR,BAGR,URBR
IL2VR,BAGR,IL2VR,URYVR,OLQVR,URAVR
IL2VL,IL2VL,IL2VR,IL1VL,M3L,IL1VR
CEPDL,CEPVL,CEPVR,RIH,RMEV,SAADR
RID,URXL,ALA,RID,URXR,CEPDL
CEPVL,SMDVL,RIAL,CEPDL,SAAVL,AVAL
SMDVL,AWBL,RIAL,ADFL,ASKL,SMDVL
SMDVR,RIAR,ASKR,SMDVR,URXR,CEPDR
SAADR,ASKR,ADLR,RIAR,CEPDR,SMDVR
ASIR,ASIR,RIVR,ADLR,I4,AVHR
RIVL,RIVL,AVJL,AVHL,ASEL,AINL
M1,M1,I4,RIVR,M2R,I6
RMDVR,SMDVR,RMDVR,SAAVR,RIAR,CEPDR
RMDVL,RMDL,RMDVL,AVEL,AVAL,AFDL
AVAL,AVAL,AVEL,SAAVL,RMDVL,RIAL
AVAR,AWBR,AFDR,AVAR,AWCR,ASHR
AVER,AVER,RMDR,SMDDR,ASHR,AIBR
RMDR,AWCR,ASHR,AIBR,RMDR,AFDR
RMDL,RMDL,AVEL,RMDDL,SMDDL,AIBL
AWCL,SIBVL,SAADL,RMDDL,AIBL,AWCL
ASHL,AIBL,ASHL,AWCL,SIBDL,AWAL
AWBL,AWCL,AWBL,ASGL,ASHL,ASEL
AWAR,ASGR,ADLR,AWAR,AWBR,ASHR
AWAL,ASHL,AWAL,ASEL,RIBL,AVBL
ASGL,ASGL,AWBL,AVHL,ASEL,ASHL
ASGR,ASIR,ASGR,ADLR,RIVR,AVHR
ASER,ASER,RIBR,AVJR,AINR,AIZR
ASEL,RIBL,SMBVL,ASEL,SMBDL,AUAL
AVJL,AVJL,AIZL,ASEL,AVBL,AVDL
AVJR,AINR,AVJR,AVDR,AVBR,AIZR
AVDL,FLPL,AIYL,RICL,AIZL,AVDL
AVDR,FLPR,ADER,RICR,ADAR,AINR
AINL,AINL,AIZL,RICL,AVDL,FLPL
AVHL,ASEL,AVJL,AINL,AVHL,AVBL
FLPL,FLPL,ADEL,RIS,VA1,ADAL
ADER,RMGR,ADAR,RIFR,AVG,SABD
ADEL,ADAL,VA1,ADEL,VB1,RIGL
ADAL,DD1,RIGL,VD1,AVG,VA1
RMGL,AS1,DD1,VB3,AVG,SABD
I6,I6,AINL,FLPL,M5,I4
M5,M5,RMGL,ADAL,ADEL,FLPL
RICL,AIML,RICL,RIS,AVKL,VB2
RICR,AQR,RICR,ADAR,ADER,FLPR
AIZR,ADAR,AQR,ADER,RMGR,FLPR
AIZL,AIAL,RICL,AIZL,SMBVL,SMBVR
RMDDL,RMDDL,RMDDR,RMFR,SMBDL,RMFL
RMDDR,RIMR,AUAR,AIZR,RIBR,RMDDR
AIML,VB2,AIML,AIMR,RIS,AIAL
