GT,Top1,Top2,Top3,Top4,Top5
CEPVR,CEPVL,CEPVR,URAVL,OLQVL,RMEV
CEPVL,BAGL,OLQVL,URAVL,CEPVL,URYVL
IL1VR,URAVL,IL1VL,OLQVL,IL1VR,CEPVL
IL1VL,URYVL,OLQVL,IL1VL,URAVL,IL1L
OLQVR,OLQVR,IL2VR,IL1VR,URYVR,URAVR
OLQVL,OLQVL,URBL,URYVL,RIPL,BAGL
URYVR,URYVR,IL1R,IL1VR,URAVR,IL2VR
IL2VR,IL2VR,IL1VL,IL1VR,IL2VL,URAVL
IL2VL,NSML,M3L,IL1L,IL2VL,IL2L
RMER,RMER,BAGR,RIPR,URAVR,OLQVR
BAGR,RIPR,BAGR,URAVR,OLQVR,CEPVR
RMEL,RMEL,RIPL,URBL,URYDL,OLLL
OLQDR,OLQDR,URYDR,RMED,IL1DR,RIPR
OLQDL,OLQDL,URYDL,RMED,IL1DL,OLQDR
URYDR,URYDR,OLLR,IL1DR,RIPR,URADR
IL1DR,IL1DR,IL2DR,URADR,URYDR,IL1DL
IL1DL,IL1DL,URYDL,OLQDL,IL1DR,URADL
OLLR,OLLR,IL1R,IL2R,URADR,IL2DR
OLLL,OLLL,URADL,URYDL,IL2DL,IL1DL
IL2R,IL2R,IL1R,OLLR,RIPR,URBR
IL2DR,IL2DR,I3,MI,M4,I1R
IL2DL,IL2DL,URADL,M4,OLLL,I3
URADR,URADR,IL2DR,IL1DR,M4,OLLR
URYDL,URYDL,OLLL,OLQDL,URADL,IL1DL
RMED,RMED,OLQDR,RID,OLQDL,URYDR
M3R,M3R,IL2VR,M3L,IL1R,IL1VR
M3L,M3L,OLLL,IL2L,IL1L,URBL
I2R,I2R,MCR,I2L,I1R,MCL
I3,I3,M4,MI,IL2DR,IL2DL
I1R,I1R,I1L,I2L,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
RMDVR,RMDVR,BAGR,AVAR,CEPVR,OLQVR
AVAR,AVAR,RMDVR,AVER,RMDR,BAGR
AVER,AVER,AVAR,RMDR,RMDVR,CEPVR
ALA,CEPDR,ALA,URXR,ASKR,RID
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
CEPDL,ALA,CEPDL,URXL,RID,ASKL
URXR,URXR,CEPDR,ASKR,RIAR,SMDVR
URXL,URXL,CEPDL,URXR,ALA,RID
SAAVR,SAAVR,SMDVR,RMDVR,RIAR,RMER
SAAVL,CEPDL,RIAL,SAAVL,SMDVL,URXL
RMDR,RMDR,AVAR,AVER,CEPVR,RMDVR
RMDVL,RMDVL,SMDVL,RIAL,SAAVL,CEPDL
AVAL,SAAVL,SMDVL,RIAL,RMDVL,AVAL
AVEL,AVAL,RIAL,SMDVL,SAAVL,AVEL
RMDL,AVAL,AFDL,RMDL,AVEL,RMDVL
RMDDR,RMDDR,SAADL,SMDDR,SAADR,SIBVR
RMDDL,RMDDL,AUAL,AIBL,SMBDL,RMHL
AIBR,AIBR,SIBDR,SMDDR,AVER,RMDR
AUAR,AUAR,RIMR,AWCR,ASJR,AIZR
AUAL,ASEL,ASHL,AUAL,AVJL,AVDL
AFDR,AFDR,AVAR,RMDR,ADFR,RMDVR
AWBR,AWBR,ADFR,ASHR,ASGR,ASER
ASHR,AWCR,ASHR,SIBDR,AIBR,RMDR
RIMR,RIBR,SMBDR,RIMR,RIBL,ASJR
AVDR,AIZR,AVDR,RICR,M2R,ASJR
AIZR,RICR,AIZR,I5,M2R,SMBVR
AINR,AINR,AVDR,AIZR,M2R,AVJR
AVJR,AVJR,AINR,AVDR,AVHR,RIVR
ASER,ASER,ASHR,RIBR,AWCR,AVBR
FLPR,FLPR,RICR,ADER,M2R,I5
VD2,VB3,VA2,VD2,DA1,DD1
,URBR,RIPR,IL1R,IL2R,BAGR
RMEV,RMEV,CEPVL,RMDL,RIH,AVEL
,OLLL,IL2L,URBL,IL1L,URADL
,IL1L,URYVL,URBL,IL2L,OLLL
,NSMR,MCR,I2R,MCL,M3R
,AVEL,RMDL,AFDL,SAADR,SAADL
,RMDL,AVEL,SIBDL,AFDL,SAADL
,AWCL,RMDL,SIBDL,ASHL,AIBL
,RMFR,RMFL,RMHR,RMDDR,SAADL
,SMBDL,RMFR,RMFL,SMBDR,SMBVL
,SMBVR,RIMR,SMBDR,SMBDL,SMBVL
,SMBVL,SMBDL,SMBVR,SMBDR,AIYL
,SMBVR,AIMR,RIMR,I5,SIAVR
,SMBDR,SMBDL,RIMR,RMFL,RMHL
