GT,Top1,Top2,Top3,Top4,Top5
,I1R,I2L,I2R,I1L,MCL
,I3,MI,I1L,MCL,IL2DL
,M4,I3,IL2DR,MCR,URADR
,M3L,IL2L,IL1L,I2L,IL2DL
,I2R,IL2R,NSMR,M3R,IL2VR
,IL2DR,IL2R,OLLR,URADR,M3R
IL1VL,IL1VL,IL2VL,IL1VR,IL2VR,I2L
,IL1L,IL2L,IL2VL,URYVL,URAVL
,IL1R,IL2R,MCR,RIPR,OLLR
IL1DL,IL1DL,IL2DL,URADL,URYDL,OLLL
,IL2R,URADR,OLLR,IL2DR,URYDR
IL1VR,IL2VR,IL1VR,IL1R,URYVR,IL1VL
OLLL,OLLL,IL2L,URYDL,URADL,IL1DL
IL1DR,IL1DR,URYDR,URADR,OLLR,IL2DR
URBL,URBL,IL2L,IL1L,RMEL,RIPL
URYVL,URYVL,IL1L,URBL,URAVL,RIPL
URYDL,URYDL,IL1DL,OLQDL,RMEL,IL1L
OLQDL,OLQDL,RMED,URYDL,IL1DL,OLQDR
OLQVL,OLQVL,URAVL,URYVL,CEPVL,IL1VL
OLQVR,RIPR,URYVR,OLQVR,RMER,IL2VR
RMER,URBR,RMER,RIPR,URYDR,OLLR
OLQDR,OLQDR,RMED,IL1DR,URYDR,OLQDL
,BAGR,OLQVR,CEPVR,URAVR,URYVR
RMEL,BAGL,RMEL,URBL,RIPL,SAAVL
,SAAVL,RMDVL,RMEL,BAGL,SMDVL
,CEPVL,OLQVL,URAVL,BAGL,CEPVR
,RMDVR,RMER,BAGR,SAAVR,SMDVR
RMDVL,RMDVL,AVAL,SAAVL,RMDL,AVEL
,SAADR,RIH,RMEV,CEPVR,SAADL
RIAL,RIAL,SAAVL,SMDVL,ASKL,AVAL
AVAR,SAAVR,AFDR,AVER,AVAR,SMDVR
URXR,URXR,CEPDR,RID,ALA,ASKR
,RIAR,SMDVR,CEPDR,ASKR,URXR
,RMDL,AVEL,AWCL,AVAL,AFDL
AFDR,SMDVR,AVAR,AFDR,SAAVR,RMDVR
SMDVL,ASKL,SMDVL,URXL,CEPDL,SAAVL
AVAL,AVEL,AVAL,RMDL,AWBL,AFDL
,AWCL,RMDL,AVEL,AIBL,AFDL
,AWBL,ADFL,RIAL,AVAL,AFDL
,RMDR,AVER,SIBVR,SAADR,SMDDR
,ASKR,ADLR,RIAR,ASIR,SMDVR
URXL,URXL,ASKL,CEPDL,ALA,RIAL
,AIBL,SAADL,AVEL,SIBDL,ASHL
,AIBL,SAADL,SIBDL,AWCL,ASHL
ASKL,ADLL,ASKL,ADLR,URXL,RIVL
,ASHL,AWCL,AIBL,RMDDL,SIBDL
AVHL,ASGL,AWBL,AVHL,ASEL,ADFL
RMDDL,RMDDL,RMDDR,SAADL,AIBL,RMFR
,ASHR,AWAR,AWCR,AIBR,RMDR
,RMHR,RMFR,SAADL,RMFL,SIBVR
AVJL,AVJL,ASEL,ASGL,AWBL,AVBL
,RIBL,ASEL,ASGL,AVBL,ASHL
,AWCR,SMBDR,RIBR,AIBR,RIMR
,ASIL,RIVL,ADLL,AVHL,ASGL
,RIVR,RIVL,ADLR,ADLL,ALA
,AUAL,ASJL,RIBL,RICL,AIZL
RMDDR,SMBDL,SMBVL,RMFL,SMBDR,RMFR
,RIVL,AVHL,ASIL,ASGL,AVJL
,RIBR,SMBDR,ASJR,RIMR,AIYR
AVDL,AVDL,AVJL,AVBL,RIBL,ASEL
,AINR,ASER,AVDR,ASHR,RIBR
SMBDR,SMBDR,SMBVR,SMBVL,RIMR,RMFL
AINL,AINL,AVJL,AVDL,AVBL,ASEL
,AUAR,AIZR,ASJR,RIBR,RICR
,SMBVL,AIYL,SMBVR,AVL,ASJL
,AIAL,SMBVR,AIAR,RIMR,AIMR
,AIZL,RICL,FLPL,AVJL,AVDL
,AVJR,AINR,AVDR,AIZR,AVHR
,AIAL,AIAR,AVL,SMBVR,AIMR
,FLPR,RICR,AIZR,AINR,AVDR
,RICR,I5,FLPR,SMBVR,SABVR
,AIML,VB2,SMBVR,SIAVR,AIMR
,I5,AVKR,SMBVR,AIML,VB2
,I6,I4,RIVL,ASIL,AVJL
ADAL,FLPL,ADEL,ADAL,RICL,RMGL
,VB2,RIS,AIML,SABVL,AIYL
,SABVR,AQR,ADER,RIS,FLPR
,RIS,VB2,AVFL,RIFL,AVFR
FLPL,ADEL,ADAL,FLPL,RMGL,RICL
,AVFL,RIFL,RIS,VB2,VB1
,AQR,RIS,RIFR,VB2,SABVR
,RIFL,AVFL,AVFR,RIS,VB2
,RIFR,AQR,RMGR,ADAR,RIS
,M5,I6,ADAL,RMGL,ADEL
,VA1,VB1,RIFL,RIFR,AVFR
FLPR,ADAR,ADER,RMGR,AQR,FLPR
,VB1,RIGL,VA1,RIGR,ADAL
,RIFR,VA1,AVG,RIGL,DD1
,DB1,SABD,AVG,DD1,VA1
,AS1,SABD,DD1,AVG,DB1
,RMGL,ADAL,DD1,AS1,VD1
,AS1,VD2,DD1,VB3,SABD
,AS1,VD2,SABD,DA1,DD1
,VA2,VB3,DA1,VD2,DD1
