GT,Top1,Top2,Top3,Top4,Top5
I1L,I1R,I1L,I2L,MCL,MCR
I2R,I2R,MCR,I1R,NSMR,MCL
I2L,I2L,I1L,MCL,NSML,I1R
NSML,NSML,I2L,MCL,M3L,IL2L
NSMR,I2R,NSMR,MCR,I1R,M3R
MCR,MCR,NSMR,I2R,MCL,I1R
MCL,MCL,I2L,NSML,I1L,MCR
IL2VL,I2L,NSML,I1L,IL2VL,MCL
IL2VR,IL2VR,IL1VR,URAVR,IL1VL,URYVR
I3,I3,IL2DR,M4,MI,MCR
MI,MI,I3,MCR,M4,IL2DR
M4,M4,URADR,IL2DR,OLLR,URADL
IL2DL,IL2DL,I3,M4,MI,URADL
IL2DR,IL2DR,I3,MI,M4,URADR
IL1DL,IL1DL,URADL,IL2DL,URYDL,IL1DR
IL1DR,IL1DR,URYDR,URADR,OLLR,OLQDR
URYDL,URYDL,OLLL,OLQDL,URADL,RMED
RMER,BAGR,RMER,URBR,OLQVR,RIPR
OLQDL,OLQDL,RMED,OLQDR,URYDL,OLLL
OLQDR,OLQDR,RMED,URYDR,RMER,RIPR
URBL,URBL,OLLL,IL1L,RIPL,URYVL
URBR,URBR,RIPR,RMER,OLLR,URYDR
IL2L,IL2L,OLLL,IL1L,URBL,RIPL
IL2R,IL2R,IL1R,URBR,NSMR,OLLR
IL1R,IL1R,IL2R,OLLR,URYVR,RIPR
IL1L,BAGL,RMEL,IL1L,RIPL,URBL
M3R,M3R,IL2VR,IL1VR,IL2VL,NSMR
M3L,M3L,IL2L,OLLL,IL1L,IL2VL
OLQVL,OLQVL,URBL,BAGL,URAVL,RMEL
OLQVR,OLQVR,URYVR,URAVR,BAGR,IL2VR
CEPVL,CEPVL,BAGL,OLQVL,CEPVR,URAVL
CEPVR,SAADR,RIH,CEPVR,SMDDR,SAADL
URYVL,URYVL,URAVL,IL1L,URBL,BAGL
RID,RID,CEPDR,ALA,URXR,RMED
CEPDL,CEPDL,RIAL,ASKL,URXL,ALA
CEPDR,ASKR,ADLR,CEPDR,ALA,URXR
URXR,URXR,ASKR,CEPDR,ADLR,SMDVR
URXL,URXL,URXR,CEPDL,ASKL,CEPDR
SMDVL,SMDVL,SAAVL,RIAL,ASKL,AVAL
SAAVL,SAAVL,RIAL,RMDVL,SMDVL,AVAL
AWAL,ASGL,AWAL,ADLL,ASKL,AWBL
AWBL,AWBL,ASGL,AWCL,ASHL,AVHL
AWBR,AFDR,AWCR,AWBR,ASHR,AVER
RMDVL,AVAL,RMDL,RMDVL,AVEL,AFDL
RMDVR,RMDVR,AVAR,RIAR,SMDVR,SAAVR
AVAL,AVEL,RMDL,AFDL,AWCL,AVAL
AVER,SMDDR,AVER,RMDR,AIBR,AVAR
ASGR,ASGR,AWAR,AWBR,ASHR,ADLR
ASEL,ASEL,AVBL,ASGL,AWCL,ASHL
RIBL,RIBL,ASJL,AVBL,ASHL,AUAL
AIBL,AWCL,AIBL,ASHL,AVEL,SMDDL
AIBR,RIBR,AIBR,RIMR,AWCR,SMBDR
AUAL,AUAL,AIAL,ASHL,AWCL,RIBL
AUAR,AIZR,AUAR,ASJR,RICR,RIBR
AVDR,AVDR,ASHR,AINR,FLPR,RIBR
AVDL,AVDL,AINL,AVBL,ASHL,AVJL
AVJL,AVJL,AVDL,AVBL,AINL,AIZL
AVJR,AVBR,AINR,RIBR,AVJR,ASER
RIVL,RIVL,AVHL,AVJL,I6,AINL
RIVR,ASIR,RIVR,AINR,AVJR,AVHR
M1,M1,RIVR,AVJR,AINR,I4
AINL,AINL,I6,FLPL,ADEL,AVDL
FLPR,FLPR,RICR,ADAR,ADER,RMGR
FLPL,FLPL,DD1,AVG,VA1,RMGL
AIZL,AIZL,FLPL,RICL,ADEL,ADAL
AIZR,AIAL,RICR,ASJR,AIZR,RIMR
RICL,RICL,FLPL,ADEL,VB2,ADAL
ADEL,ADAL,ADEL,FLPL,RMGL,VA1
RMDDL,RMDDL,SMBDL,AIBL,RIML,SAADL
RMDDR,RMDDR,RIMR,AUAR,SMBDR,RMFR
