GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,VD2,DD1,DA1
,VD2,VA2,SABD,AS1,DD1
,DA1,SABD,VD2,DD1,AVG
,AS1,DD1,VA2,DA1,VD2
,DB1,SABD,AVG,DA1,VD2
,RIGL,DD1,RIGR,DA1,SABD
,SABD,VD1,DD1,AS1,AVG
,AVG,RIFR,DB1,SABD,VA1
RMGR,RMGR,ADAR,AQR,RIFR,ADER
,RIGL,VB1,RIGR,VA1,RIFL
RMGL,RMGL,ADAL,VD1,VA1,RIGL
,VA1,VB1,RIFR,DB1,RIFL
ADAR,ADAR,RMGR,AQR,RIFR,ADER
,VA1,VB1,RIFR,RIFL,RIS
ADAL,RMGL,ADAL,ADEL,VA1,RIGL
AQR,AQR,ADAR,RMGR,ADER,RIFR
M5,M5,I6,RMGL,ADAL,ADEL
,DB2,RIFL,VB1,VA1,AVFL
ADER,ADER,ADAR,AQR,RMGR,FLPR
ADEL,ADEL,ADAL,RMGL,FLPL,M5
,ADAL,RMGL,ADEL,FLPL,RIFL
,RIS,VB2,DB2,SABVL,VB1
,RIS,VB2,SABVL,SABVR,AVFR
,RIS,VB2,SABVL,AIML,RIFL
FLPL,FLPL,ADEL,ADAL,RMGL,RICL
I6,I6,M5,AINL,I4,M1
,SABVR,SABVL,VB2,RIS,AIML
FLPR,FLPR,ADER,RICR,AQR,ADAR
,VB2,AIML,ADEL,RIS,SABVL
,I5,FLPL,M2L,RICL,ADEL
,VB2,AIML,RIS,AIMR,SABVR
,AIML,VB2,SIAVR,SMBVR,RIS
,I4,I6,M1,RIVL,M5
,I6,M2L,AIZL,AINL,M5
,SABVR,AIMR,AVKR,SIAVR,SMBVR
M1,M1,RIVR,I4,AVJR,AINR
,M2R,AIZR,AINR,RICR,AVDR
,AIZR,RICR,FLPR,ASJR,RIBR
,SMBVR,SIAVR,AIMR,AIAR,I5
,AINL,AIZL,AVDL,FLPL,AVJL
,AINR,AVDR,AIZR,AVJR,ASER
