GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,MCR,I2R,I2L
I1L,I1L,I1R,I2L,MCL,MCR
IL1VL,I2L,NSML,MCL,I1L,I1R
I2R,I2R,MCR,NSMR,I1R,MCL
I2L,I2L,NSML,MCL,I1L,MCR
MCL,MCL,I2L,NSML,MCR,I1L
MI,MI,I3,IL2DL,M4,IL2DR
NSMR,I2R,NSMR,MCR,I1R,MCL
MCR,MCR,I2R,NSMR,MCL,I1R
NSML,NSML,I2L,MCL,I1L,M3L
I3,I3,MI,IL2DL,IL2DR,M4
IL2VR,NSMR,I2R,MCR,IL2VR,IL2VL
IL2DR,IL2R,NSMR,I2R,MCR,IL1R
IL1VR,IL2VR,IL1VR,I2R,NSMR,IL2VL
M4,M4,I3,IL2DR,IL2DL,URADL
M3R,M3R,NSMR,IL2VR,I2R,IL2R
M3L,M3L,NSML,IL2VL,MCL,I2L
IL2L,IL2L,IL1L,OLLL,IL2DL,URADL
IL2R,IL2DR,URADR,IL1DR,OLLR,IL2R
IL2DL,IL2DL,IL1DL,URADL,URYDL,OLLL
IL1R,IL1R,IL2R,OLLR,NSMR,URYVR
URADL,URADL,OLLL,IL1DL,URYDL,IL2DL
IL1L,IL1L,OLLL,IL2L,IL1DL,URADL
IL2VL,IL1VL,IL2VL,URAVL,URYVL,IL1L
URADR,URADR,OLLR,URYDR,IL1DR,IL1R
URYDR,URYDR,IL1DR,URADR,OLLR,RIPR
OLLL,OLLL,URADL,URYDL,URBL,IL1DL
URAVL,URAVL,URYVL,IL1VL,IL1L,URBL
URYVR,URYVR,IL1R,IL1VR,IL2VR,IL2R
URBR,OLLR,URBR,IL2R,IL1R,URYVR
IL1DL,IL1DL,IL1DR,URYDL,OLQDL,URADL
URYVL,URYVL,URAVL,URBL,RIPL,IL1L
IL1DR,IL1DR,URYDR,URADR,OLLR,OLQDR
URYDL,URYDL,IL1DL,OLLL,OLQDL,URADL
URAVR,URAVR,URYVR,IL1VR,IL2VR,OLQVR
URBL,URBL,RIPL,OLLL,RMEL,URYDL
RIPL,RIPL,URBL,URYVL,IL1L,OLLL
RIPR,RIPR,RMER,URYDR,URBR,OLLR
BAGR,BAGR,URYVR,URBR,IL1R,RIPR
OLQDR,OLQDR,URYDR,IL1DR,RMED,OLLR
OLQDL,OLQDL,IL1DL,URYDL,RMED,CEPDL
OLLR,URBR,RMER,BAGR,RIPR,OLLR
OLQVR,OLQVR,URYVR,BAGR,URAVR,CEPVR
RMEL,RMEL,BAGL,URBL,RIPL,URYDL
OLQVL,OLQVL,URYVL,BAGL,RIPL,URBL
BAGL,BAGL,RIPL,URBL,RMEL,OLQVL
RMER,RMER,BAGR,URYVR,OLQVR,URAVR
CEPVR,CEPVR,BAGR,OLQVR,URAVR,IL1VR
RMED,RMED,ALA,CEPDR,RID,OLQDR
CEPVL,CEPVL,RMDL,RMEV,AVEL,URAVL
RMDVL,RMDVL,AVAL,SAAVL,SMDVL,BAGL
SAAVR,SAAVR,SMDVR,RMER,BAGR,RMDVR
RID,RID,URXR,CEPDR,ALA,URXL
RMDVR,RMDVR,AVAR,BAGR,SAAVR,RMER
RIH,RMEV,RIH,SAADR,CEPVR,SIBVR
RIAR,SMDVR,RIAR,SAAVR,CEPDR,URXR
SAAVL,SAAVL,RIAL,CEPDL,SMDVL,URXL
AVAL,AVAL,RMDVL,SAAVL,SMDVL,RIAL
RIAL,RIAL,SAAVL,SMDVL,AVAL,CEPDL
URXR,URXR,CEPDR,ASKR,RIAR,SAAVR
AVAR,RMDVR,AVAR,RMDR,AFDR,AVER
SMDVR,SMDVR,RIAR,SAAVR,RMDVR,AFDR
AVEL,RMDL,AVEL,AVAL,AFDL,RMDVL
SMDVL,SMDVL,CEPDL,ASKL,RIAL,SAAVL
ADFR,ADFR,AVAR,AFDR,RMDVR,SMDVR
