GT,Top1,Top2,Top3,Top4,Top5
,I3,M4,MI,IL2DR,I1R
,IL2L,I2L,NSML,MCL,IL1L
M3L,M3L,I2L,NSML,MCL,M3R
,M3R,I2R,NSMR,I1R,MCR
IL2DL,IL2DL,URADL,IL1DL,I3,M4
IL2VL,IL2VL,I2L,NSML,IL1VL,IL1VR
IL1VL,IL1VL,I2L,IL2VL,IL1VR,IL1L
URADL,URADL,IL1DL,URYDL,OLLL,M4
IL1R,IL2R,MCR,IL1R,NSMR,I2R
IL1L,IL1L,IL2L,URBL,OLLL,URYVL
OLLL,OLLL,IL2L,IL1L,URYDL,URBL
OLLR,URADR,IL2DR,OLLR,IL2R,URYDR
,IL2R,OLLR,IL1R,URBR,URADR
URYVR,IL1R,IL2R,RIPR,URBR,URYVR
IL1DR,IL1DR,URADR,IL1DL,IL2DR,URYDR
IL1DL,IL1DL,URYDL,OLQDL,IL1DR,URADL
IL1VR,IL2VR,IL1R,IL1VR,URYVR,URAVR
URYVL,URYVL,IL1L,URBL,IL2L,RIPL
,URBR,RIPR,IL1R,IL2R,OLLR
URYDL,URYDL,IL1DL,OLQDL,IL1DR,OLLL
URBL,URBL,RIPL,IL2L,IL1L,RMEL
URYDR,URYDR,OLQDR,IL1DR,URADR,RIPR
URAVL,URAVL,URYVL,IL1VL,OLQVL,IL1L
BAGL,RIPL,URBL,BAGL,URYVL,RMEL
OLQDR,OLQDR,RMED,URYDR,IL1DR,OLQDL
OLQVL,OLQVL,URAVL,CEPVL,URYVL,BAGL
OLQDL,OLQDL,RMED,URYDL,URXL,CEPDL
RMEL,RMEL,BAGL,RIPL,URBL,URYDL
RMER,RMER,RIPR,URBR,BAGR,URYDR
OLQVR,OLQVR,BAGR,RMER,RIPR,URYVR
,RID,RMED,CEPDR,OLQDR,URXR
,CEPVR,BAGR,OLQVR,URAVR,RIPR
CEPVL,CEPVL,RMEV,CEPVR,OLQVL,URAVL
RMDVL,BAGL,RMDVL,AVAL,SAAVL,RMEL
RMDVR,RMDVR,BAGR,SAAVR,AVAR,SMDVR
SAAVL,SAAVL,RIAL,SMDVL,RMDVL,AVAL
URXR,URXR,CEPDR,ASKR,URXL,RID
AVAL,RMDVL,AVAL,SAAVL,RMDL,AVEL
CEPDL,CEPDL,URXL,ASKL,SMDVL,ADLL
,RIAR,SAAVR,SMDVR,ADFR,URXR
,SMDVR,CEPDR,SAAVR,RIAR,URXR
RIAL,RIAL,SMDVL,SAAVL,ADFL,ASKL
,SAADR,AVER,RIH,RMEV,CEPVR
AFDL,AVAL,RMDVL,AVEL,AFDL,RMDL
URXL,URXL,ASKL,ADLL,CEPDL,RIAL
AVAR,AVAR,RMDVR,SAAVR,AFDR,AVER
,AFDL,AVEL,SIBDL,RIAL,RMDL
,ASKL,SMDVL,RIAL,ADFL,ADLL
RMDL,RMDL,AVEL,AWCL,SIBDL,AVAL
AVEL,AVEL,RMDL,AVAL,AFDL,AWCL
,ASKR,ADLR,CEPDR,URXR,RIAR
ALA,ALA,ADLR,ADLL,URXL,URXR
AFDR,AFDR,AVAR,ADFR,SAAVR,RIAR
,AWBL,ADFL,AFDL,ASGL,AVAL
,AWCL,SIBDL,RMDL,AIBL,AVEL
RMDR,RMDR,AWCR,AVER,AVAR,SIBDR
,ASGL,ADLL,AWBL,AVHL,ADFL
,ASHL,AWAL,AIBL,AWCL,ASEL
,AWCL,AIBL,ASHL,SIBDL,AWAL
AVER,AWCR,ASHR,AVER,RMDR,AIBR
,ASHL,AWAL,ASEL,ASGL,AWCL
,AVHL,ASEL,AWBL,ASGL,AVJL
,ADLL,ASIL,ASGL,AVHL,AWBL
,SAADL,SAADR,SIBVR,RMFR,SMDDR
,AWBR,ASGR,ADLR,AWAR,ADFR
,AWAR,ASHR,ASGR,AWBR,ASER
,RIVL,ADLL,ASIL,ASGL,AVHL
RMDDL,RMDDL,SMBDL,RMHL,AIBL,RMFR
,ASEL,AVBL,ASHL,RIBL,AVJL
,AWCR,ASHR,AUAR,AIBR,SIBDR
,RMHR,SMBDR,RMFR,SIBVR,RMDDR
,AVJL,ASEL,AVBL,AVDL,AINL
,RMHR,SMBDR,RMFR,RMFL,SIBVR
,ASHR,AWCR,RIBR,AUAR,ASJR
,RIBL,ASJL,AUAL,AVBL,RIML
,SMBDR,SMBDL,RMHR,RIMR,AIYR
,ASER,AINR,AVJR,AVDR,AVBR
,RIBR,ASJR,AIZR,AUAR,ASHR
,SMBDL,SMBVL,RMHL,RMFL,SIBVL
,AINL,AVBL,AVDL,AVJL,ASEL
,RIVR,ASIR,M1,I4,AVHR
,AINR,AVHR,AVJR,ASIR,ASGR
RMDDR,RIMR,AIAL,ASJR,SMBDR,SMBVR
,ASJL,RIBL,AIYR,SMBVL,M2L
,SMBVL,AIYL,SMBVR,AIAL,SMBDL
,M1,RIVR,AVJR,AINR,I4
,M2R,AIZR,AINR,RICR,AVBR
,SMBVR,SMBVL,SIAVR,AIAL,SIAVL
FLPL,AINL,I6,FLPL,AIZL,AVDL
SMBVL,SMBVR,AIML,SMBVL,AVKR,SIAVR
,RICL,AINL,AIZL,FLPL,ADEL
,FLPR,RICR,AIZR,ADER,I5
,AIMR,RICR,AVKR,SMBVR,SIAVR
,I5,SABVR,RIS,VB2,AIML
,ADAR,ADER,FLPR,AQR,RMGR
,ADEL,FLPL,ADAL,AINL,RMGL
,AQR,ADAR,I5,RICR,AVKR
,FLPL,ADEL,ADAL,RMGL,RIS
,M5,I6,AINL,ADAL,I4
,VB2,RIS,AIML,RIFL,SABVL
,VB2,RIS,AVFR,ADAR,AVFL
,RIFL,RIS,RIFR,AVFR,VB2
,ADAL,RMGL,ADEL,FLPL,VA1
,RMGL,ADAL,ADEL,VA1,VD1
,RIFR,RIFL,AVFR,RIS,VA1
,RIFL,VA1,RIFR,VB1,AVFR
,DD1,VD1,AVG,VB1,RIGL
,SABD,AVG,VA1,DB1,RIFR
,DD1,VD1,RIGL,VD2,AVG
,AS1,SABD,DD1,DA1,AVG
,VD2,DD1,AVG,DB1,VB3
,VA2,SABD,VB3,VD2,AVG
,VB3,VD2,VA2,DD1,DA1
