GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2L,I2R,MCR
I1L,I1L,I2L,I1R,MCL,NSML
I2R,MCR,I2R,NSMR,M3R,MCL
I2L,I2L,NSML,IL2L,MCL,IL1L
NSMR,NSMR,M3R,MCR,MCL,IL2VR
NSML,IL2L,NSML,IL1L,M3L,IL2VL
MCL,MCL,NSML,I2L,M3L,IL1L
I3,M4,IL2DL,I3,MCL,MI
MI,I3,MI,M4,IL2DL,URADL
M4,URADL,IL1DL,OLLL,IL1DR,URADR
M3R,IL2VR,IL1VR,M3R,IL1VL,URYVR
M3L,URBL,IL2L,URYVL,IL1L,OLQVL
IL2VR,I2R,IL2VR,IL2VL,M3R,NSMR
IL2VL,BAGL,OLQVL,URAVL,CEPVL,URBL
IL2DR,IL2DR,I3,MI,URADR,M4
IL2DL,IL1DL,URADL,IL2DL,OLQDL,URYDL
IL2R,IL2R,IL1R,NSMR,URBR,IL2DR
URAVR,URYVR,URAVR,IL1VR,IL2VR,IL1R
URYVR,URYVR,OLQVR,CEPVR,URAVR,BAGR
CEPVR,RIH,SAADL,SAADR,CEPVR,SMDDR
RMER,RMDVR,AVAR,CEPVR,AVER,SAAVR
RMEL,SAAVL,RMDVL,RIAL,AVAL,SMDVL
URYDR,URYDR,RMER,SAAVR,OLQDR,OLLR
OLLR,RMER,OLQDR,OLLR,RIPR,URBR
OLLL,OLQDL,URYDL,RMEL,OLLL,URBL
IL1R,BAGR,IL1R,RIPR,IL2R,RMER
IL1L,RIPL,BAGL,RMEL,URBL,URYDL
OLQDR,OLQDR,URXR,SAAVR,CEPDR,SMDVR
OLQDL,URXL,OLQDL,CEPDL,OLQDR,RMED
RMED,ALA,CEPDR,URXR,RMED,CEPDL
RMEV,RMFL,SAADL,RMDDL,SMBDL,SIADL
OLQVR,OLQVR,CEPVR,BAGR,URYVR,RMER
IL1VL,RMDL,BAGL,CEPVL,AVEL,RMDVL
CEPDL,RIVL,ADLL,ASKL,URXL,CEPDL
CEPDR,AWBR,SMDVR,SAAVR,CEPDR,RIAR
ALA,RIVR,ASIR,ADLR,AVHR,AVJR
RID,ADLR,ASKR,URXR,CEPDR,RIAR
URXR,ASHR,AWAR,ASER,ASGR,AWBR
URXL,ASKL,ADLL,ADLR,ASKR,AWAL
SMDVR,ASGR,AVHR,ASIR,ADLR,AWBR
SMDVL,ASIL,RIVL,ASGL,ADLL,AVHL
SAAVR,SAAVR,AFDR,SMDVR,AVAR,RIAR
SAAVL,RIAL,AWBL,ADFL,AFDL,ASGL
RIAR,AWAR,AFDR,AIBR,ASHR,RIAR
RIAL,ASGL,AWBL,RIAL,ASKL,ADFL
RMDVR,RMDVR,RMDR,AVAR,AVER,AFDR
RMDVL,AWBL,SMDVL,RIAL,AVAL,RMDVL
AVER,AVER,RMDDR,SMDDR,RIMR,AWCR
AVEL,AWCL,ASHL,AWBL,AIBL,AVEL
AVAR,AWCR,RMDR,AVER,AIBR,AVAR
AVAL,ASEL,AWBL,AVJL,AWCL,ASGL
AFDR,SMBDR,RIBR,RIMR,AWCR,AUAR
AWBR,RIBR,ASER,AUAR,AIZR,AVDR
AWAR,AINR,AVDR,RIBR,AIZR,AVJR
M1,M1,ADAR,RMGR,ADER,ADAL
RIVR,AVJR,AVHR,RIVR,AINR,ASIR
RIVL,I6,I4,RIVL,M1,AVJL
ASER,RICR,AIZR,FLPR,RIMR,AUAR
ASGR,FLPR,RICR,ADER,I5,AIZR
AVHR,AIZR,RICR,FLPR,ADER,M2R
AVJR,ADER,ADAR,RICR,FLPR,AQR
AVJL,AINL,FLPL,AVJL,AIZL,I6
AVDR,AQR,DB2,RIS,ADAR,FLPR
AIZR,ADAR,VB2,RIS,VB1,RIFR
RICR,DD1,AVG,RIGL,ADAR,DB1
ADER,ADAR,DB1,SABD,DA1,AVG
ADAR,VB3,DD1,VD2,AVG,DA1
AIBR,SMBVR,AVL,AIAR,RIMR,RICR
AIBL,RIBL,AVJL,AVBL,AVDL,AUAL
AUAL,AIZL,RICL,FLPL,AVDL,AVJL
AUAR,AIMR,RICR,RIMR,AIZR,ADER
RMDDR,AIAL,SMBVL,SMBDL,RIML,AVL
RMDDL,AUAL,RIML,RMDDL,SMBDL,SMBVL
AIYR,RIS,VA1,RIFL,VB2,SABVL
AIYL,RIFL,VA1,RIS,RMGL,ADAL
AVL-alt,SMBVL,AIYL,SMBVR,RICL,AIML
RIS,FLPL,ADEL,ADAL,RICL,AIML
