GT,Top1,Top2,Top3,Top4,Top5
,I2L,I1L,MCL,I1R,NSML
,I1R,I2R,MCR,NSMR,I1L
,I2R,NSMR,I1R,MCR,M3R
,MCL,MCR,I1L,I2L,I1R
,MCR,I1R,I2R,NSMR,I1L
,NSMR,I2R,MCR,I1R,M3R
MI,MI,I3,I1L,MCL,I1R
I3,I3,MI,IL2DL,M4,IL2DR
,M4,I3,IL2DL,IL2DR,MI
M3R,M3R,NSMR,I2R,MCR,IL2DR
M3L,M3L,I2L,NSML,MCL,IL2VL
IL2R,IL2R,IL1R,NSMR,OLLR,M3R
IL2DR,IL2DR,URADR,IL1DR,URYDR,OLQDR
IL1R,IL1R,IL2R,OLLR,IL2VR,URBR
IL2L,IL2L,IL1L,OLLL,NSML,M3L
URADR,URADR,IL2DR,URYDR,OLLR,IL1DR
IL2DL,URADL,IL2DL,OLLL,IL2L,URYDL
IL1VR,IL2VR,IL1R,IL1VR,URYVR,IL2R
OLLR,OLLR,URADR,URYDR,IL2R,IL1R
IL1L,IL1L,IL2L,NSML,M3L,IL2VL
IL2VL,IL1VL,IL2VR,IL2VL,IL1VR,URAVL
IL1DL,IL1DL,URADL,URYDL,IL2DL,OLLL
OLLL,OLLL,IL2L,IL1L,URBL,URYDL
URBR,URBR,IL2R,OLLR,RIPR,IL1R
IL1DR,IL1DR,IL1DL,URYDR,OLQDR,URADR
IL1VL,IL1VR,IL2VR,URYVR,IL1VL,IL1R
URBL,URBL,IL1L,IL2L,URYVL,RIPL
URYVL,URYVL,IL1VL,URAVL,IL1L,RIPL
URAVR,URBR,URYVR,RIPR,RMER,IL1R
URYVR,URYVR,RIPR,URBR,IL1R,RMER
URADL,URYDL,RIPL,URADL,URBL,OLLL
URAVL,URAVL,URAVR,IL1VL,URYVL,IL1VR
,RIPR,URBR,RMER,URYDR,OLQDR
URYDR,URYDR,OLQDR,RMED,RMER,IL1DR
OLQVR,OLQVR,URYVR,RIPR,RMER,URAVR
URYDL,RMEL,URYDL,OLQDL,RIPL,OLLL
OLQDR,OLQDR,RMED,OLQDL,URYDR,URXR
OLQVL,OLQVL,URAVL,CEPVL,URYVL,BAGL
OLQDL,OLQDL,RMEL,URYDL,RIPL,RMED
RMER,RMER,SAAVR,RIPR,URYDR,OLQDR
RMEL,RMEL,BAGL,RIPL,URBL,RMDVL
CEPVL,CEPVL,URAVL,URAVR,OLQVL,RMEV
