GT,Top1,Top2,Top3,Top4,Top5
,I1L,I1R,M4,MCL,I3
,I3,MI,M4,IL2DL,IL2DR
,I3,M4,IL2DR,MI,IL2DL
,I2L,NSML,MCL,M3L,IL2L
,I2R,MCR,M3R,I1R,NSMR
IL1DR,IL2DR,IL1DR,URADR,URYDR,OLLR
IL1DL,IL1DL,IL2DL,URADL,URYDL,OLQDL
IL2R,IL2R,M3R,IL1R,OLLR,I2R
URADR,URADR,URYDR,OLLR,IL1DR,IL2DR
IL1VL,IL1L,IL2VL,IL1VL,URYVL,M3L
IL1R,IL1R,IL2R,RIPR,URBR,OLLR
,M3L,IL1L,IL2VL,IL1VL,NSML
,IL1VL,IL2VL,URAVL,IL2VR,IL1VR
OLLL,OLLL,URYDL,URADL,IL2L,URBL
OLLR,OLLR,URBR,RIPR,URYDR,IL2R
URYVR,URYVR,IL1R,URBR,RIPR,OLLR
URYDR,URYDR,IL1DR,OLLR,URADR,RIPR
,URBL,IL1L,URYVL,RIPL,OLLL
URAVR,IL2VR,URAVR,IL1VR,URYVR,IL1R
OLQVL,OLQVL,URYVL,URBL,URAVL,BAGL
URYDL,URYDL,OLQDL,IL1DL,URADL,RMED
OLQVR,OLQVR,URYVR,IL2VR,IL1VR,URAVR
OLQDR,OLQDR,RMED,URYDR,IL1DR,CEPDR
OLQDL,OLQDL,RMED,CEPDL,URXL,URYDL
,URAVR,OLQVR,CEPVR,IL2VR,IL1VR
RMER,RMER,SAAVR,RIPR,URBR,BAGR
RMEL,RMEL,BAGL,SAAVL,RMDVL,RIPL
,BAGR,URBR,RMER,OLQVR,RIPR
,CEPDL,RMED,URXL,OLQDL,RID
RMED,RMED,RID,URXL,CEPDL,OLQDL
,BAGR,OLQVR,CEPVR,URBR,RMER
,CEPVL,BAGL,OLQVL,URAVL,RMDL
,CEPVR,BAGR,OLQVR,RMEV,URAVR
,RID,URXL,CEPDR,ALA,URXR
RMDVL,RMDVL,AVAL,SAAVL,RIAL,SMDVL
RMDVR,RMDVR,SMDVR,AVAR,SAAVR,RIAR
,SAADR,RIH,CEPVR,SMDDR,RMDR
RMEV,RMEV,RIH,CEPVL,RMDL,SMDDL
RIAL,RIAL,ADFL,ASKL,SAAVL,SMDVL
URXR,URXR,CEPDR,ASKR,SMDVR,RIAR
,ASKL,URXL,ADLL,RIAL,CEPDL
AVAR,AVAR,AFDR,AVER,RMDR,RMDVR
AVAL,AFDL,AVEL,SAAVL,AVAL,RMDL
ALA,ALA,CEPDR,ADLR,RIVL,URXR
CEPDR,ASKR,ADLR,CEPDR,URXR,SMDVR
,SIBVR,SAADL,SIBDL,SMDDL,SAADR
RMDR,RMDR,AVER,AWCR,SIBDR,AVAR
URXL,ADLL,ASKL,RIVL,URXL,ASIL
,ADLR,AWBR,ASKR,RIAR,SMDVR
RMDDL,AIBL,SIBDL,RMDL,RMDDL,AVEL
,AWAL,AVEL,SIBDL,AIBL,ADFL
AVEL,ASHL,AWCL,AVEL,RMDL,AFDL
AFDR,AFDR,AWBR,AWAR,AVER,ADFR
AFDL,AWBL,ASGL,ADFL,ASEL,AVHL
AVER,AWCR,ASHR,AWAR,AIBR,RMDR
RMDL,AWCL,ASHL,AIBL,SIBDL,RMDL
,ASGR,ASHR,AWBR,AWCR,AWAR
,ASGL,ASEL,AVHL,AWBL,AVJL
,AWCL,ASHL,ASEL,AUAL,RIBL
RIMR,RMHR,SMBDR,RMDDR,SMDDR,SIBVR
,RMDDL,AIBL,RIBL,SIBVL,SIBDL
,ASIR,AVHR,ASGR,ADLR,AWBR
,SAADL,RMFL,RMFR,SIBVL,RMDDL
ASHR,RIBR,ASHR,AWCR,ASER,AIBR
,ASER,RIBR,AVJR,AVBR,ASHR
,RMHR,SMBDR,RMFR,SIBVR,RIMR
,AUAL,ASJL,RIBL,ASHL,ASEL
,ASEL,AVJL,AVBL,AINL,AVHL
RMDDR,SMBDL,RMHL,SMBDR,RMFR,RMFL
,AVJR,AINR,AVHR,AVDR,ASGR
M1,RIVR,M1,AVJR,ASIR,AVHR
,RIMR,SMBDR,RIBR,ASJR,SMBVR
,AVDR,AINR,AVJR,ASER,AVHR
,SMBVL,SMBDL,AIAL,ASJL,RMHL
,AIZR,ASJR,RICR,AVDR,RIBR
,SMBVL,AIAL,SMBVR,SIAVL,RMFL
,AIZR,RICR,FLPR,AVDR,AINR
,RICR,ASJR,AIZR,FLPR,I5
AINR,AINR,AVDR,M2R,AIZR,FLPR
,SMBVR,AIYL,AIAL,AIAR,SMBVL
SMBDL,RICL,ASJL,AIZL,I5,AIYL
AVJR,ADER,FLPR,AINR,RICR,ADAR
,AINL,FLPL,AIZL,I6,RICL
,FLPL,M2L,AIZL,RICL,ADEL
SIADL,FLPL,RICL,AIYL,AIML,I5
,AIYL,AIML,VB2,FLPL,RIS
AVDR,FLPR,ADER,AQR,ADAR,RICR
,ADAL,ADEL,FLPL,I6,RMGL
SMBVR,VB2,AIML,RIS,I5,AVKR
AIZR,ADAR,ADER,AQR,FLPR,RMGR
,AQR,ADAR,ADER,RMGR,FLPR
SIAVR,RIS,VB2,AVFL,AVFR,SABVL
,SABVL,RIFL,VB2,AVFL,RIS
,AVFR,VB2,AVFL,RIS,RIFL
,ADAR,AQR,RMGR,ADER,FLPR
,RIFL,RIFR,AVFL,AVFR,RIS
FLPR,RMGR,ADAR,AQR,AVG,SABD
AIYR,RIFR,RIFL,VA1,RIS,AVFR
,RIFL,RIFR,AVFL,VA1,VB1
,RIFR,DB1,VA1,SABD,AVG
ADAR,AVG,SABD,RMGR,DD1,DA1
,VA1,DD1,AS1,RIGL,DB1
,AS1,SABD,DD1,VB3,AVG
,DD1,VB3,AS1,VD2,AVG
