GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCR,MCL
I1R,I1R,I1L,I2R,MCR,I2L
I2R,I2R,MCR,NSMR,M3R,I1R
I2L,I2L,MCL,NSML,I1L,MCR
NSML,NSML,MCL,I2L,M3L,I1L
NSMR,NSMR,I2R,M3R,MCR,IL2VR
MCR,MCR,MCL,I2R,NSMR,M3R
MCL,MCL,MCR,NSML,I2L,NSMR
M3L,M3L,IL2L,IL2VL,M3R,IL1VL
M3R,IL2VR,M3R,IL1VR,IL2R,IL1VL
I3,I3,IL2DR,MI,M4,MCR
M4,M4,URADR,IL2DR,M3R,URADL
IL2DL,IL2DL,I3,MI,M4,URADL
IL2DR,I3,IL2DR,MI,M4,IL2DL
OLQDR,OLQDR,RMED,RMER,URYDR,RIPR
OLQDL,OLQDL,RMED,URYDL,OLQDR,IL1DL
URYDR,URYDR,RMER,OLLR,BAGR,RIPR
IL1DR,IL1DR,URYDR,URADR,OLLR,OLQDR
IL1DL,IL1DL,IL1DR,URYDL,OLQDL,URYDR
RMEL,RMEL,BAGL,URYDL,SAAVL,URYVL
BAGL,URBL,RIPL,BAGL,URYVL,RMEL
URBL,OLLL,URBL,IL2L,URADL,URYDL
IL1L,IL1L,OLLL,URYDL,URYVL,IL2L
OLQVR,OLQVR,URBR,RMER,RIPR,BAGR
URAVL,URYVL,URAVL,OLQVL,BAGL,URBL
URAVR,IL1R,URYVR,OLLR,URBR,IL1VR
CEPVL,BAGL,CEPVL,OLQVL,URAVL,RMDL
CEPVR,CEPVR,BAGR,RIH,SAADR,SMDDR
IL2R,IL2R,RIPR,URADR,IL2DR,OLLR
IL2L,IL2L,IL2DL,URADL,OLLL,URYDL
RID,RID,URXR,CEPDR,ALA,ASKR
ALA,RIVR,ADLR,ALA,URXR,CEPDR
CEPDL,CEPDL,ALA,RIAL,URXL,ASKL
CEPDR,CEPDR,RIAR,URXR,SMDVR,ASKR
SMDVL,SMDVL,SAAVL,RIAL,CEPDL,URXL
SMDVR,SMDVR,RIAR,SAAVR,ASKR,CEPDR
URXL,URXL,ASKL,URXR,CEPDL,RIAL
RMDVL,RMDVL,RMDL,AVAL,AVEL,SMDVL
AVEL,AVEL,AVAL,SAAVL,SMDVL,RIAL
AVAR,SAAVR,RMDVR,AVAR,AWBR,RMDR
RMDR,AVER,SMDDR,RMDR,AWCR,AVAR
RMDL,AWCL,SAADL,RMDL,AVEL,AIBL
AIBL,ASHL,AWCL,AIBL,AVEL,RMDDL
AWBL,AWBL,ASGL,ASEL,AWCL,AFDL
ASER,ASER,AWBR,ASGR,AWCR,ASHR
ASEL,ASEL,RIBL,AIZL,AVBL,RICL
ASGL,ASGL,AWBL,ASEL,ASHL,AWAL
RIVL,RIVL,AVHL,ASGL,ADLL,ASIL
RIVR,AINR,AVJR,ASIR,ASGR,RIVR
AVHL,AVHL,ASGL,AVJL,ASEL,AWBL
AINL,AINL,AVDL,I6,AVJL,ASIL
AVJL,AVJL,ASEL,AVBL,AVDL,AIZL
AUAL,AUAL,AIZL,RICL,RIBL,AVDL
AIZL,RICL,AIZL,VB2,ADAL,AIML
AIZR,RICR,RIBR,AIZR,ASJR,FLPR
ADER,ADAR,FLPR,RICR,AIZR,AQR
RICL,DD1,AVFL,ADAL,VD1,AVG
M1,M1,AINR,AVJR,RIVR,M2R
M5,I6,M5,RMGL,ADAL,ADEL
FLPL,FLPL,ADEL,ADAL,AIYL,RMGL
RMDDL,RMDDL,SMBDL,RIML,AUAL,SMBVL
RMDDR,RMDDR,SMDDR,RMDDL,SAADL,SMDDL
